"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.728387621E0,-2.963999939E1,2.363999939E1,-5.627999878E1,6.785880486E1
6.738387621E0,-2.976000023E1,2.315999985E1,-5.687999725E1,6.824497999E1
6.748387621E0,-2.934000015E1,2.339999962E1,-5.759999847E1,6.874703932E1
6.758387621E0,-3.005999947E1,2.297999954E1,-5.945999908E1,7.047819122E1
6.768387621E0,-3.023999977E1,2.273999977E1,-5.945999908E1,7.047734861E1
6.778387621E0,-3.107999992E1,2.231999969E1,-5.855999756E1,6.995299919E1
6.788388487E0,-3.143999863E1,2.195999908E1,-5.963999939E1,7.090588551E1
6.798388520E0,-3.126000023E1,2.231999969E1,-5.945999908E1,7.078743880E1
6.808388553E0,-3.107999992E1,2.292000008E1,-5.975999832E1,7.115160011E1
6.818388553E0,-3.042000008E1,2.297999954E1,-6.029999924E1,7.134105895E1
6.828388553E0,-3.071999931E1,2.255999947E1,-5.909999847E1,7.032411929E1
6.838388553E0,-2.993999863E1,2.250000000E1,-5.861999893E1,6.956261778E1
6.848388519E0,-3.029999924E1,2.177999878E1,-5.759999847E1,6.863102888E1
6.858388519E0,-3.071999931E1,2.165999985E1,-5.741999817E1,6.862893079E1
6.868388519E0,-3.095999908E1,2.142000008E1,-5.813999939E1,6.926469141E1
6.878388519E0,-3.143999863E1,2.160000038E1,-5.861999893E1,6.993809981E1
6.888387652E0,-3.126000023E1,2.250000000E1,-6.000000000E1,7.129823009E1
6.898387652E0,-3.113999939E1,2.268000031E1,-6.047999954E1,7.170712880E1
6.908387652E0,-3.155999947E1,2.255999947E1,-6.011999893E1,7.154999241E1
6.918387652E0,-3.173999977E1,2.207999992E1,-6.023999786E1,7.158080277E1
6.928387652E0,-3.215999985E1,2.081999969E1,-5.969999695E1,7.093537632E1
6.938387652E0,-3.245999908E1,2.063999939E1,-5.934000015E1,7.071701870E1
6.948387652E0,-3.209999847E1,2.087999916E1,-5.952000046E1,7.077439312E1
6.958387652E0,-3.179999924E1,2.135999870E1,-5.969999695E1,7.093362483E1
6.968387652E0,-3.119999886E1,2.237999916E1,-5.981999969E1,7.108260444E1
6.978387652E0,-3.107999992E1,2.261999893E1,-6.011999893E1,7.135856654E1
6.988388552E0,-3.077999878E1,2.268000031E1,-6.053999710E1,7.160224848E1
6.998388552E0,-3.077999878E1,2.285999870E1,-6.005999756E1,7.125441160E1
7.008388585E0,-3.137999916E1,2.255999947E1,-6.005999756E1,7.142031385E1
7.018388585E0,-3.209999847E1,2.184000015E1,-5.915999985E1,7.076228579E1
7.028388585E0,-3.215999985E1,2.202000046E1,-5.909999847E1,7.079516813E1
7.038388585E0,-3.227999878E1,2.195999908E1,-5.927999878E1,7.098139289E1
7.048388618E0,-3.257999802E1,2.207999992E1,-6.011999893E1,7.185678074E1
7.058388618E0,-3.150000000E1,2.243999863E1,-6.084000015E1,7.209236546E1
7.068388618E0,-3.185999870E1,2.165999985E1,-6.029999924E1,7.155630663E1
7.078388618E0,-3.215999985E1,2.118000031E1,-5.993999863E1,7.124367648E1
7.088387751E0,-3.126000023E1,2.177999878E1,-5.927999878E1,7.046754016E1
7.098387717E0,-3.143999863E1,2.213999939E1,-5.927999878E1,7.065954530E1
7.108387683E0,-3.227999878E1,2.202000046E1,-5.952000046E1,7.120048592E1
7.118387683E0,-3.275999832E1,2.160000038E1,-6.005999756E1,7.174246172E1
7.128387683E0,-3.347999954E1,2.069999886E1,-5.945999908E1,7.130842736E1
7.138387683E0,-3.389999771E1,2.045999908E1,-5.981999969E1,7.173739451E1
7.148387683E0,-3.354000092E1,2.021999931E1,-5.927999878E1,7.104856289E1
7.158387683E0,-3.305999756E1,2.111999893E1,-5.897999954E1,7.083542997E1
7.168387683E0,-3.347999954E1,2.057999992E1,-5.957999802E1,7.137382524E1
7.178387683E0,-3.354000092E1,2.045999908E1,-5.934000015E1,7.116725962E1
7.188388549E0,-3.275999832E1,2.177999878E1,-5.915999985E1,7.104569951E1
7.198388549E0,-3.311999893E1,2.153999901E1,-5.963999939E1,7.153904817E1
7.208388582E0,-3.234000015E1,2.250000000E1,-5.957999802E1,7.142759812E1
7.218388582E0,-3.245999908E1,2.261999893E1,-5.975999832E1,7.166989111E1
7.228388582E0,-3.365999985E1,2.171999931E1,-6.084000015E1,7.284407717E1
7.238388582E0,-3.407999802E1,2.100000000E1,-6.065999985E1,7.267793232E1
7.248388582E0,-3.473999786E1,2.052000046E1,-6.059999847E1,7.280314338E1
7.258388582E0,-3.438000107E1,2.076000023E1,-6.065999985E1,7.275024168E1
7.268388582E0,-3.491999817E1,1.961999893E1,-5.963999939E1,7.184205006E1
7.278388582E0,-3.461999893E1,1.992000008E1,-5.939999771E1,7.158009819E1
7.288387748E0,-3.438000107E1,2.010000038E1,-5.969999695E1,7.176408659E1
7.298387781E0,-3.420000076E1,1.985999870E1,-5.903999710E1,7.106181013E1
7.308387747E0,-3.311999893E1,2.069999886E1,-5.945999908E1,7.114011367E1
7.318387747E0,-3.341999817E1,2.076000023E1,-5.981999969E1,7.159822799E1
7.328387747E0,-3.377999878E1,2.063999939E1,-6.000000000E1,7.188252842E1
7.338387747E0,-3.384000015E1,2.153999901E1,-6.084000015E1,7.287401997E1
7.348387713E0,-3.413999939E1,2.189999962E1,-6.143999863E1,7.362080530E1
7.358387713E0,-3.395999908E1,2.142000008E1,-6.065999985E1,7.274430234E1
7.368387713E0,-3.341999817E1,2.165999985E1,-6.053999710E1,7.246477158E1
7.378387713E0,-3.395999908E1,2.093999863E1,-6.047999954E1,7.245409184E1
7.388388579E0,-3.389999771E1,2.100000000E1,-5.981999969E1,7.189326956E1
7.398388579E0,-3.384000015E1,2.105999947E1,-6.029999924E1,7.228249509E1
7.408388612E0,-3.407999802E1,2.052000046E1,-5.987999725E1,7.188971244E1
7.418388612E0,-3.420000076E1,2.069999886E1,-6.029999924E1,7.234790883E1
7.428388612E0,-3.443999863E1,2.010000038E1,-6.029999924E1,7.229255445E1
7.438388612E0,-3.425999832E1,2.081999969E1,-6.084000015E1,7.286100117E1
7.448388612E0,-3.461999893E1,2.063999939E1,-6.065999985E1,7.282986669E1
7.458388612E0,-3.420000076E1,2.034000015E1,-6.047999954E1,7.239603582E1
7.468388612E0,-3.384000015E1,2.063999939E1,-6.102000046E1,7.276397214E1
7.478388612E0,-3.450000000E1,1.973999977E1,-5.975999832E1,7.177168655E1
7.488387745E0,-3.431999969E1,2.021999931E1,-6.029999924E1,7.226894671E1
7.498387745E0,-3.438000107E1,2.081999969E1,-6.035999680E1,7.251748806E1
7.508387711E0,-3.473999786E1,2.093999863E1,-6.029999924E1,7.267352270E1
7.518387711E0,-3.473999786E1,2.142000008E1,-6.107999802E1,7.346053371E1
7.528387711E0,-3.455999756E1,2.153999901E1,-6.119999695E1,7.351057485E1
7.538387711E0,-3.461999893E1,2.069999886E1,-6.084000015E1,7.299684854E1
7.548387744E0,-3.395999908E1,2.142000008E1,-6.011999893E1,7.229462091E1
7.558387744E0,-3.377999878E1,2.142000008E1,-5.981999969E1,7.196066345E1
7.568387744E0,-3.443999863E1,2.069999886E1,-5.939999771E1,7.171445591E1
7.578387744E0,-3.450000000E1,2.135999870E1,-5.969999695E1,7.218441092E1
7.588388577E0,-3.455999756E1,2.076000023E1,-6.077999878E1,7.293544606E1
7.598388543E0,-3.425999832E1,2.100000000E1,-6.150000000E1,7.346425992E1
7.608388543E0,-3.479999924E1,2.034000015E1,-6.089999771E1,7.303126231E1
7.618388543E0,-3.497999954E1,1.955999947E1,-6.041999817E1,7.250358699E1
7.628388543E0,-3.552000046E1,1.950000000E1,-6.000000000E1,7.240110795E1
7.638388543E0,-3.557999802E1,1.937999916E1,-5.885999680E1,7.145641923E1
7.648388543E0,-3.479999924E1,1.985999870E1,-5.837999725E1,7.080736949E1
7.658388543E0,-3.515999985E1,1.968000031E1,-5.831999969E1,7.088547359E1
7.668388543E0,-3.486000061E1,1.961999893E1,-5.705999756E1,6.968505810E1
7.678388543E0,-3.491999817E1,1.943999863E1,-5.568000031E1,6.853891050E1
7.688387676E0,-3.491999817E1,1.968000031E1,-5.663999939E1,6.938874703E1
7.698387676E0,-3.473999786E1,2.052000046E1,-5.718000031E1,6.998207131E1
7.708387642E0,-3.491999817E1,2.034000015E1,-5.868000031E1,7.124931097E1
7.718387642E0,-3.497999954E1,2.052000046E1,-6.059999847E1,7.291797173E1
7.728387642E0,-3.534000015E1,2.045999908E1,-6.018000031E1,7.272660868E1
7.738387675E0,-3.527999878E1,2.015999985E1,-6.018000031E1,7.261360991E1
7.748387675E0,-3.534000015E1,2.021999931E1,-6.029999924E1,7.275887500E1
7.758387675E0,-3.534000015E1,2.015999985E1,-6.071999741E1,7.309076063E1
7.768387675E0,-3.575999832E1,1.997999954E1,-6.131999969E1,7.374361141E1
7.778387675E0,-3.605999756E1,1.950000000E1,-6.089999771E1,7.341241819E1
7.788388541E0,-3.611999893E1,1.955999947E1,-6.053999710E1,7.315968255E1
7.798388574E0,-3.588000107E1,1.955999947E1,-6.041999817E1,7.294206081E1
7.808388607E0,-3.611999893E1,1.937999916E1,-6.005999756E1,7.271479902E1
7.818388607E0,-3.588000107E1,1.979999924E1,-6.065999985E1,7.320553277E1
7.828388607E0,-3.557999802E1,1.985999870E1,-6.107999802E1,7.342426006E1
7.838388607E0,-3.575999832E1,2.039999962E1,-6.113999939E1,7.370913776E1
7.848387773E0,-3.479999924E1,2.052000046E1,-6.102000046E1,7.318162899E1
7.858387773E0,-3.557999802E1,1.950000000E1,-6.000000000E1,7.243056164E1
7.868387773E0,-3.618000031E1,1.937999916E1,-5.981999969E1,7.254659987E1
7.878387773E0,-3.647999954E1,1.889999962E1,-5.963999939E1,7.242188812E1
7.888387773E0,-3.695999908E1,1.919999886E1,-6.035999680E1,7.333492143E1
7.898387773E0,-3.623999786E1,2.015999985E1,-6.095999908E1,7.372845127E1
7.908387773E0,-3.684000015E1,1.937999916E1,-6.047999954E1,7.342070773E1
7.918387773E0,-3.731999969E1,1.889999962E1,-6.047999954E1,7.353789980E1
7.928387773E0,-3.731999969E1,1.919999886E1,-6.041999817E1,7.356628652E1
7.938387773E0,-3.713999939E1,1.913999939E1,-6.059999847E1,7.360760115E1
7.948387773E0,-3.534000015E1,2.010000038E1,-5.993999863E1,7.242740546E1
7.958387773E0,-3.515999985E1,2.057999992E1,-6.018000031E1,7.267320292E1
7.968387773E0,-3.521999741E1,2.045999908E1,-6.029999924E1,7.276777919E1
7.978387773E0,-3.515999985E1,2.076000023E1,-5.957999802E1,7.222866026E1
7.988388639E0,-3.593999863E1,2.076000023E1,-6.047999954E1,7.335183335E1
7.998388639E0,-3.563999939E1,2.063999939E1,-6.035999680E1,7.307221322E1
8.008388672E0,-3.588000107E1,2.003999901E1,-5.975999832E1,7.252746677E1
8.018388672E0,-3.618000031E1,1.973999977E1,-6.029999924E1,7.303937240E1
8.028388672E0,-3.636000061E1,1.931999969E1,-6.005999756E1,7.281837227E1
8.038388638E0,-3.611999893E1,1.950000000E1,-6.053999710E1,7.314366392E1
8.048388671E0,-3.575999832E1,2.003999901E1,-6.107999802E1,7.356048666E1
8.058388671E0,-3.611999893E1,1.955999947E1,-6.041999817E1,7.306041391E1
8.068103340E0,-3.600000000E1,1.997999954E1,-6.107999802E1,7.366116032E1
8.078103340E0,-3.611999893E1,2.052000046E1,-6.059999847E1,7.347165819E1
8.088102473E0,-3.647999954E1,1.992000008E1,-6.005999756E1,7.303971575E1
8.098102439E0,-3.654000092E1,1.973999977E1,-5.993999863E1,7.292216874E1
8.108102405E0,-3.755999756E1,1.847999954E1,-5.861999893E1,7.203171575E1
8.118102405E0,-3.875999832E1,1.673999977E1,-5.603999710E1,7.016442359E1
8.128102405E0,-3.857999802E1,1.589999962E1,-5.345999908E1,6.781738521E1
8.138102405E0,-3.936000061E1,1.392000008E1,-5.034000015E1,6.539947756E1
8.148103205E0,-3.905999756E1,1.379999924E1,-5.027999878E1,6.514753768E1
8.158103205E0,-3.809999847E1,1.481999969E1,-5.291999817E1,6.687128293E1
8.168103205E0,-3.791999817E1,1.619999886E1,-5.561999893E1,6.923836007E1
8.178103205E0,-3.720000076E1,1.829999924E1,-5.945999908E1,7.248600913E1
8.188103205E0,-3.684000015E1,1.853999901E1,-5.957999802E1,7.246166806E1
8.198103205E0,-3.654000092E1,1.853999901E1,-5.945999908E1,7.221076597E1
8.208103238E0,-3.636000061E1,1.860000038E1,-6.000000000E1,7.258105578E1
8.218103238E0,-3.629999924E1,1.871999931E1,-6.023999786E1,7.278039339E1
8.228103238E0,-3.623999786E1,1.913999939E1,-6.077999878E1,7.330678873E1
8.238103238E0,-3.665999985E1,1.877999878E1,-6.035999680E1,7.307511995E1
8.248103238E0,-3.725999832E1,1.829999924E1,-5.934000015E1,7.241845804E1
8.258103238E0,-3.671999741E1,1.835999870E1,-5.891999817E1,7.181235232E1
8.268103238E0,-3.797999954E1,1.745999908E1,-5.819999695E1,7.165592493E1
8.278103238E0,-3.773999786E1,1.734000015E1,-5.759999847E1,7.101227266E1
8.288102404E0,-3.750000000E1,1.727999878E1,-5.784000015E1,7.106556111E1
8.298102437E0,-3.834000015E1,1.697999954E1,-5.777999878E1,7.139190609E1
8.308102403E0,-3.845999908E1,1.626000023E1,-5.736000061E1,7.094877594E1
8.318102403E0,-3.893999863E1,1.637999916E1,-5.789999771E1,7.167313025E1
8.328102403E0,-3.911999893E1,1.668000031E1,-5.747999954E1,7.150207741E1
8.338102403E0,-3.887999725E1,1.644000053E1,-5.652000046E1,7.054387469E1
8.348102369E0,-3.887999725E1,1.692000008E1,-5.429999924E1,6.889434306E1
8.358102369E0,-4.007999802E1,1.535999966E1,-5.207999802E1,6.748823619E1
8.368102369E0,-4.134000015E1,1.403999996E1,-5.009999847E1,6.645394690E1
8.378102369E0,-4.134000015E1,1.373999977E1,-5.015999985E1,6.643650195E1
8.388103235E0,-4.121999741E1,1.379999924E1,-5.303999710E1,6.857674137E1
8.398103235E0,-4.013999939E1,1.542000008E1,-5.555999756E1,7.025602666E1
8.408103268E0,-3.918000031E1,1.589999962E1,-5.736000061E1,7.126045244E1
8.418103268E0,-3.941999817E1,1.644000053E1,-5.603999710E1,7.046056449E1
8.428103268E0,-3.857999802E1,1.679999924E1,-5.453999710E1,6.888590208E1
8.438103268E0,-3.911999893E1,1.553999996E1,-5.202000046E1,6.691745933E1
8.448103268E0,-3.887999725E1,1.559999943E1,-5.087999725E1,6.590742211E1
8.458103268E0,-3.929999924E1,1.481999969E1,-5.100000000E1,6.606907242E1
8.468103268E0,-3.977999878E1,1.446000004E1,-4.968000031E1,6.526593548E1
8.478103268E0,-3.918000031E1,1.511999989E1,-4.997999954E1,6.528159905E1
8.488102401E0,-3.936000061E1,1.529999924E1,-4.986000061E1,6.534002820E1
8.498102401E0,-3.905999756E1,1.517999935E1,-4.961999893E1,6.494813380E1
8.508102367E0,-3.905999756E1,1.565999985E1,-4.913999939E1,6.469666564E1
8.518102367E0,-3.911999893E1,1.511999989E1,-4.745999908E1,6.333593156E1
8.528102367E0,-3.887999725E1,1.517999935E1,-4.793999863E1,6.356359048E1
8.538102367E0,-3.875999832E1,1.547999954E1,-4.805999756E1,6.365321061E1
8.548102400E0,-3.923999786E1,1.415999985E1,-4.913999939E1,6.445946453E1
8.558102400E0,-3.941999817E1,1.415999985E1,-5.070000076E1,6.576421465E1
8.568102400E0,-3.941999817E1,1.361999989E1,-5.003999710E1,6.514170678E1
8.578102400E0,-3.989999771E1,1.284000015E1,-5.039999771E1,6.555177488E1
8.588103233E0,-3.887999725E1,1.373999977E1,-5.075999832E1,6.539892361E1
8.598103199E0,-3.929999924E1,1.379999924E1,-5.118000031E1,6.598728931E1
8.608103199E0,-3.959999847E1,1.385999966E1,-5.315999985E1,6.772182110E1
8.618103199E0,-3.887999725E1,1.523999977E1,-5.573999786E1,6.964810939E1
8.628103199E0,-3.989999771E1,1.565999985E1,-5.795999908E1,7.208749480E1
8.638103199E0,-4.007999802E1,1.535999966E1,-5.952000046E1,7.338232951E1
8.648103199E0,-3.954000092E1,1.602000046E1,-6.053999710E1,7.406175353E1
8.658103199E0,-3.954000092E1,1.577999973E1,-5.981999969E1,7.342242455E1
8.668103199E0,-3.887999725E1,1.607999992E1,-6.000000000E1,7.328178890E1
8.678103199E0,-3.834000015E1,1.692000008E1,-6.018000031E1,7.333399247E1
8.688102299E0,-3.893999863E1,1.644000053E1,-5.963999939E1,7.309942980E1
8.698102299E0,-3.929999924E1,1.631999969E1,-5.945999908E1,7.311856003E1
8.708102265E0,-3.936000061E1,1.589999962E1,-5.939999771E1,7.300944709E1
8.718102265E0,-3.941999817E1,1.613999939E1,-5.921999741E1,7.294822773E1
8.728102265E0,-3.870000076E1,1.703999901E1,-5.939999771E1,7.291372541E1
8.738102265E0,-3.863999939E1,1.715999985E1,-6.047999954E1,7.379258426E1
8.748102265E0,-3.845999908E1,1.715999985E1,-5.952000046E1,7.291273948E1
8.758102265E0,-3.887999725E1,1.650000000E1,-5.993999863E1,7.332603645E1
8.768102265E0,-3.971999741E1,1.637999916E1,-6.018000031E1,7.394332291E1
8.778102265E0,-3.936000061E1,1.710000038E1,-5.993999863E1,7.371853971E1
8.788103131E0,-3.965999985E1,1.721999931E1,-6.084000015E1,7.463879409E1
8.798103164E0,-3.954000092E1,1.710000038E1,-6.000000000E1,7.386353421E1
8.808103197E0,-3.995999908E1,1.602000046E1,-5.963999939E1,7.355522734E1
8.818103197E0,-4.055999756E1,1.500000000E1,-5.993999863E1,7.391154739E1
8.828103197E0,-4.061999893E1,1.481999969E1,-6.035999680E1,7.424921493E1
8.838103197E0,-4.086000061E1,1.469999981E1,-6.084000015E1,7.474714217E1
8.848103163E0,-4.055999756E1,1.475999928E1,-6.035999680E1,7.420444861E1
8.858103163E0,-4.121999741E1,1.373999977E1,-5.831999969E1,7.272618610E1
8.868103163E0,-4.086000061E1,1.427999973E1,-5.855999756E1,7.281985551E1
8.878103163E0,-3.989999771E1,1.523999977E1,-5.879999924E1,7.267535566E1
8.888102296E0,-3.941999817E1,1.542000008E1,-5.909999847E1,7.269472111E1
8.898102296E0,-3.852000046E1,1.692000008E1,-6.107999802E1,7.416766813E1
8.908102296E0,-3.875999832E1,1.644000053E1,-6.119999695E1,7.428358307E1
8.918102296E0,-3.918000031E1,1.577999973E1,-6.095999908E1,7.416334879E1
8.928102296E0,-3.941999817E1,1.565999985E1,-6.077999878E1,7.411734009E1
8.938102296E0,-3.893999863E1,1.523999977E1,-5.945999908E1,7.269162660E1
8.948102296E0,-3.887999725E1,1.583999920E1,-5.861999893E1,7.210314858E1
8.958102296E0,-3.929999924E1,1.565999985E1,-5.765999985E1,7.151504120E1
8.968102296E0,-3.929999924E1,1.583999920E1,-5.795999908E1,7.179663647E1
8.978102296E0,-3.947999954E1,1.607999992E1,-5.891999817E1,7.272415655E1
8.988103196E0,-3.911999893E1,1.589999962E1,-5.897999954E1,7.253843568E1
8.998103196E0,-3.834000015E1,1.637999916E1,-5.891999817E1,7.217912557E1
9.008103229E0,-3.900000000E1,1.607999992E1,-5.903999710E1,7.256230189E1
9.018103229E0,-3.947999954E1,1.596000004E1,-5.939999771E1,7.308728818E1
9.028103229E0,-3.947999954E1,1.583999920E1,-5.909999847E1,7.281748250E1
9.038103229E0,-3.977999878E1,1.571999931E1,-5.915999985E1,7.300323461E1
9.048103262E0,-3.959999847E1,1.547999954E1,-5.850000000E1,7.231901731E1
9.058103262E0,-3.965999985E1,1.523999977E1,-5.789999771E1,7.181631372E1
9.068103262E0,-4.002000046E1,1.542000008E1,-5.831999969E1,7.239198301E1
9.078103262E0,-4.043999863E1,1.511999989E1,-5.879999924E1,7.294825423E1
9.088102528E0,-4.020000076E1,1.565999985E1,-5.957999802E1,7.355985196E1
9.098102494E0,-4.050000000E1,1.559999943E1,-6.000000000E1,7.405140095E1
9.108102460E0,-4.121999741E1,1.457999992E1,-6.018000031E1,7.438613460E1
9.118102460E0,-4.079999924E1,1.505999947E1,-6.150000000E1,7.532392397E1
9.128102460E0,-4.068000031E1,1.529999924E1,-6.150000000E1,7.530738610E1
9.138102460E0,-4.043999863E1,1.451999950E1,-6.047999954E1,7.418931338E1
9.148102460E0,-4.007999802E1,1.488000011E1,-6.071999741E1,7.426128688E1
9.158102460E0,-4.079999924E1,1.446000004E1,-6.095999908E1,7.476531968E1
9.168102460E0,-4.068000031E1,1.361999989E1,-6.023999786E1,7.395420316E1
9.178102460E0,-4.091999817E1,1.457999992E1,-6.119999695E1,7.504973201E1
9.188103326E0,-4.115999985E1,1.439999962E1,-6.119999695E1,7.514615894E1
9.198103326E0,-4.157999802E1,1.338000011E1,-6.041999817E1,7.455532722E1
9.208103359E0,-4.187999725E1,1.367999935E1,-6.041999817E1,7.477735440E1
9.218103359E0,-4.211999893E1,1.301999950E1,-5.987999725E1,7.435878407E1
9.228103359E0,-4.175999832E1,1.307999992E1,-5.969999695E1,7.402076393E1
9.238103359E0,-4.121999741E1,1.392000008E1,-6.023999786E1,7.430822250E1
9.248103359E0,-4.109999847E1,1.373999977E1,-6.035999680E1,7.430563021E1
9.258103359E0,-4.181999969E1,1.325999928E1,-6.011999893E1,7.442549447E1
9.268103359E0,-4.271999741E1,1.271999931E1,-6.023999786E1,7.493766679E1
9.278103359E0,-4.277999878E1,1.253999996E1,-5.987999725E1,7.465248801E1
9.288102525E0,-4.302000046E1,1.242000008E1,-6.029999924E1,7.510703528E1
9.298102558E0,-4.259999847E1,1.217999935E1,-6.071999741E1,7.516668370E1
9.308102524E0,-4.187999725E1,1.253999996E1,-6.071999741E1,7.482047750E1
9.318102524E0,-4.200000000E1,1.230000019E1,-6.143999863E1,7.543317199E1
9.328102524E0,-4.170000076E1,1.247999954E1,-6.191999817E1,7.568835198E1
9.338102524E0,-4.170000076E1,1.296000004E1,-6.197999954E1,7.581801902E1
9.348102490E0,-4.205999756E1,1.217999935E1,-6.191999817E1,7.583852551E1
9.358102490E0,-4.170000076E1,1.265999985E1,-6.168000031E1,7.552210337E1
9.368102490E0,-4.139999771E1,1.265999985E1,-6.150000000E1,7.520960980E1
9.378102490E0,-4.127999878E1,1.253999996E1,-6.150000000E1,7.512349764E1
9.388103223E0,-4.109999847E1,1.338000011E1,-6.035999680E1,7.423990498E1
9.398103223E0,-4.139999771E1,1.307999992E1,-5.843999863E1,7.280301950E1
9.408103256E0,-4.200000000E1,1.265999985E1,-5.784000015E1,7.259298323E1
9.418103256E0,-4.181999969E1,1.277999973E1,-5.771999741E1,7.241435540E1
9.428103256E0,-4.236000061E1,1.188000011E1,-5.861999893E1,7.329262125E1
9.438103256E0,-4.289999771E1,1.121999931E1,-6.053999710E1,7.504258416E1
9.448103256E0,-4.277999878E1,1.146000004E1,-6.065999985E1,7.510722654E1
9.458103256E0,-4.265999985E1,1.134000015E1,-6.077999878E1,7.511777048E1
9.468103256E0,-4.223999786E1,1.181999969E1,-6.071999741E1,7.490559323E1
9.478103256E0,-4.205999756E1,1.175999928E1,-5.981999969E1,7.406600665E1
9.488102389E0,-4.218000031E1,1.121999931E1,-6.000000000E1,7.419596222E1
9.498102389E0,-4.302000046E1,1.043999958E1,-5.969999695E1,7.432229589E1
9.508102355E0,-4.350000000E1,1.019999981E1,-6.023999786E1,7.500098225E1
9.518102355E0,-4.325999832E1,1.019999981E1,-6.077999878E1,7.529724897E1
9.528102355E0,-4.313999939E1,1.050000000E1,-6.065999985E1,7.517276853E1
9.538102355E0,-4.284000015E1,1.031999969E1,-5.969999695E1,7.420146658E1
9.548102388E0,-4.337999725E1,8.579999924E0,-5.657999802E1,7.181042220E1
9.558102388E0,-4.320000076E1,8.819999695E0,-5.634000015E1,7.154179253E1
9.568102388E0,-4.337999725E1,8.880000114E0,-5.675999832E1,7.198872115E1
9.578102388E0,-4.325999832E1,9.479999542E0,-5.795999908E1,7.294284982E1
9.588103221E0,-4.223999786E1,1.092000008E1,-6.041999817E1,7.452543190E1
9.598103187E0,-4.259999847E1,1.092000008E1,-6.071999741E1,7.497282412E1
9.608103187E0,-4.229999924E1,1.115999985E1,-6.047999954E1,7.464359234E1
9.618103187E0,-4.163999939E1,1.121999931E1,-5.975999832E1,7.369555844E1
9.628103187E0,-4.170000076E1,1.097999954E1,-5.963999939E1,7.359605955E1
9.638103187E0,-4.157999802E1,1.067999935E1,-5.934000015E1,7.324065974E1
9.648103187E0,-4.241999817E1,9.659999847E0,-5.891999817E1,7.324164134E1
9.658103187E0,-4.331999969E1,9.359999657E0,-5.981999969E1,7.444907206E1
9.668103187E0,-4.343999863E1,9.479999542E0,-6.023999786E1,7.487163157E1
9.678103187E0,-4.386000061E1,9.539999962E0,-6.065999985E1,7.546089606E1
9.688102387E0,-4.320000076E1,1.019999981E1,-6.107999802E1,7.550527279E1
9.698102387E0,-4.307999802E1,1.019999981E1,-6.119999695E1,7.553387221E1
9.708102353E0,-4.284000015E1,1.055999947E1,-6.107999802E1,7.534948812E1
9.718102353E0,-4.307999802E1,1.013999939E1,-6.065999985E1,7.508888998E1
9.728102353E0,-4.313999939E1,9.960000038E0,-6.047999954E1,7.495392913E1
9.738102353E0,-4.325999832E1,9.719999313E0,-5.981999969E1,7.446031295E1
9.748102353E0,-4.386000061E1,9.179999352E0,-5.850000000E1,7.369004032E1
9.758102353E0,-4.289999771E1,9.779999733E0,-5.897999954E1,7.358463525E1
9.768102353E0,-4.284000015E1,1.013999939E1,-5.952000046E1,7.403185568E1
9.778102353E0,-4.241999817E1,1.013999939E1,-6.018000031E1,7.432299960E1
9.788103219E0,-4.181999969E1,9.779999733E0,-6.125999832E1,7.481542731E1
9.798103252E0,-4.313999939E1,9.119999886E0,-6.084000015E1,7.513813655E1
9.808103285E0,-4.331999969E1,8.939999580E0,-6.084000015E1,7.522002117E1
9.818103285E0,-4.320000076E1,9.420000076E0,-6.053999710E1,7.496711090E1
9.828103285E0,-4.379999924E1,9.479999542E0,-6.065999985E1,7.541847191E1
9.838103285E0,-4.361999893E1,9.359999657E0,-6.005999756E1,7.481655704E1
9.848102418E0,-4.391999817E1,8.579999924E0,-5.903999710E1,7.408308778E1
9.858102418E0,-4.373999786E1,8.579999924E0,-5.957999802E1,7.440819831E1
9.868102418E0,-4.325999832E1,9.420000076E0,-5.843999863E1,7.331710098E1
9.878102418E0,-4.313999939E1,8.519999504E0,-5.807999802E1,7.284872071E1
9.888101518E0,-4.254000092E1,9.119999886E0,-5.850000000E1,7.290456828E1
9.898101518E0,-4.313999939E1,8.399999619E0,-5.802000046E1,7.278694934E1
9.908101518E0,-4.302000046E1,8.159999847E0,-5.891999817E1,7.340893829E1
9.918101518E0,-4.247999954E1,9.300000191E0,-5.993999863E1,7.405297968E1
9.928101518E0,-4.277999878E1,8.939999580E0,-6.005999756E1,7.427822827E1
9.938101518E0,-4.284000015E1,9.119999886E0,-6.053999710E1,7.472303032E1
9.948101518E0,-4.295999908E1,8.939999580E0,-6.095999908E1,7.511062909E1
9.958101518E0,-4.343999863E1,8.819999695E0,-6.053999710E1,7.503277367E1
9.968101518E0,-4.331999969E1,8.939999580E0,-6.113999939E1,7.546287492E1
9.978101518E0,-4.325999832E1,8.699999809E0,-6.113999939E1,7.540037783E1
9.988102318E0,-4.325999832E1,8.880000114E0,-6.089999771E1,7.522693386E1
9.998102318E0,-4.313999939E1,8.699999809E0,-6.119999695E1,7.538029696E1
1.000810235E1,-4.320000076E1,8.699999809E0,-6.011999893E1,7.454089035E1
1.001810235E1,-4.295999908E1,8.460000038E0,-5.963999939E1,7.398690863E1
1.002810235E1,-4.271999741E1,8.159999847E0,-5.987999725E1,7.400809312E1
