"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.181757388E1,-1.397999954E1,2.184000015E1,-6.047999954E1,6.580468326E1
2.182757388E1,-1.446000004E1,2.219999886E1,-6.089999771E1,6.641341183E1
2.183757388E1,-1.409999943E1,2.303999901E1,-6.131999969E1,6.700592437E1
2.184757385E1,-1.373999977E1,2.376000023E1,-6.077999878E1,6.668983023E1
2.185757385E1,-1.397999954E1,2.405999947E1,-6.150000000E1,6.750239967E1
2.186757385E1,-1.392000008E1,2.423999977E1,-6.155999756E1,6.760900303E1
2.187757385E1,-1.481999969E1,2.297999954E1,-6.023999786E1,6.615565065E1
2.188757298E1,-1.542000008E1,2.250000000E1,-6.065999985E1,6.651061557E1
2.189757298E1,-1.523999977E1,2.279999924E1,-6.029999924E1,6.624339564E1
2.190757298E1,-1.559999943E1,2.226000023E1,-6.005999756E1,6.592473662E1
2.191757298E1,-1.457999992E1,2.411999893E1,-6.143999863E1,6.759603670E1
2.192757298E1,-1.500000000E1,2.411999893E1,-6.150000000E1,6.774233793E1
2.193757298E1,-1.463999939E1,2.501999855E1,-6.209999847E1,6.853276384E1
2.194757385E1,-1.457999992E1,2.447999954E1,-6.209999847E1,6.832464113E1
2.195757385E1,-1.493999958E1,2.381999969E1,-6.209999847E1,6.816895029E1
2.196757385E1,-1.451999950E1,2.435999870E1,-6.209999847E1,6.826895146E1
2.197757385E1,-1.523999977E1,2.357999992E1,-6.150000000E1,6.760565057E1
2.198757471E1,-1.511999989E1,2.400000000E1,-6.168000031E1,6.788988757E1
2.199757468E1,-1.553999996E1,2.369999886E1,-6.161999893E1,6.782481709E1
2.200757471E1,-1.559999943E1,2.345999908E1,-6.168000031E1,6.780968940E1
2.201757471E1,-1.529999924E1,2.334000015E1,-6.245999908E1,6.841123496E1
2.202757471E1,-1.577999973E1,2.357999992E1,-6.234000015E1,6.849306831E1
2.203757471E1,-1.583999920E1,2.376000023E1,-6.203999710E1,6.829644519E1
2.204757475E1,-1.583999920E1,2.387999916E1,-6.234000015E1,6.861075392E1
2.205757474E1,-1.631999969E1,2.327999878E1,-6.119999695E1,6.748140751E1
2.206757474E1,-1.542000008E1,2.387999916E1,-6.155999756E1,6.780607688E1
2.207757474E1,-1.517999935E1,2.393999863E1,-6.185999680E1,6.804568405E1
2.208757391E1,-1.511999989E1,2.393999863E1,-6.107999802E1,6.732387458E1
2.209757388E1,-1.457999992E1,2.501999855E1,-5.993999863E1,6.656861243E1
2.210757384E1,-1.451999950E1,2.489999962E1,-5.777999878E1,6.457064833E1
2.211757384E1,-1.500000000E1,2.489999962E1,-5.789999771E1,6.478749660E1
2.212757384E1,-1.547999954E1,2.447999954E1,-5.843999863E1,6.522372423E1
2.213757384E1,-1.577999973E1,2.376000023E1,-5.981999969E1,6.627200288E1
2.214757384E1,-1.661999893E1,2.285999870E1,-6.131999969E1,6.751996940E1
2.215757384E1,-1.613999939E1,2.345999908E1,-6.143999863E1,6.771812585E1
2.216757384E1,-1.542000008E1,2.435999870E1,-6.197999954E1,6.835719627E1
2.217757384E1,-1.517999935E1,2.519999886E1,-6.263999939E1,6.920434846E1
2.218757471E1,-1.547999954E1,2.543999863E1,-6.318000031E1,6.984651999E1
2.219757471E1,-1.571999931E1,2.489999962E1,-6.305999756E1,6.959663535E1
2.220757474E1,-1.668000031E1,2.363999939E1,-6.245999908E1,6.883548116E1
2.221757474E1,-1.673999977E1,2.376000023E1,-6.300000000E1,6.938130298E1
2.222757474E1,-1.668000031E1,2.376000023E1,-6.257999802E1,6.898562294E1
2.223757474E1,-1.679999924E1,2.411999893E1,-6.257999802E1,6.913950010E1
2.224757474E1,-1.673999977E1,2.442000008E1,-6.335999680E1,6.993606502E1
2.225757474E1,-1.703999901E1,2.418000031E1,-6.275999832E1,6.938192394E1
2.226757474E1,-1.661999893E1,2.465999985E1,-6.300000000E1,6.966591675E1
2.227757474E1,-1.637999916E1,2.471999931E1,-6.252000046E1,6.919633802E1
2.228757391E1,-1.613999939E1,2.519999886E1,-6.102000046E1,6.796307805E1
2.229757394E1,-1.626000023E1,2.507999992E1,-5.921999741E1,6.633552665E1
2.230757391E1,-1.673999977E1,2.418000031E1,-5.802000046E1,6.504783209E1
2.231757391E1,-1.692000008E1,2.411999893E1,-5.873999786E1,6.571490014E1
2.232757391E1,-1.668000031E1,2.393999863E1,-5.934000015E1,6.612549858E1
2.233757391E1,-1.631999969E1,2.405999947E1,-6.095999908E1,6.753774835E1
2.234757387E1,-1.602000046E1,2.453999901E1,-6.197999954E1,6.855926129E1
2.235757387E1,-1.619999886E1,2.411999893E1,-6.125999832E1,6.780119251E1
2.236757387E1,-1.661999893E1,2.423999977E1,-6.161999893E1,6.827024404E1
2.237757387E1,-1.673999977E1,2.381999969E1,-5.843999863E1,6.529053084E1
2.238757471E1,-1.685999870E1,2.369999886E1,-5.639999771E1,6.345793287E1
2.239757471E1,-1.710000038E1,2.357999992E1,-5.603999710E1,6.315779987E1
2.240757474E1,-1.715999985E1,2.369999886E1,-5.561999893E1,6.284695555E1
2.241757474E1,-1.715999985E1,2.429999924E1,-5.675999832E1,6.408317226E1
2.242757474E1,-1.721999931E1,2.429999924E1,-5.687999725E1,6.420554826E1
2.243757474E1,-1.673999977E1,2.465999985E1,-5.723999786E1,6.453495596E1
2.244757474E1,-1.668000031E1,2.442000008E1,-5.705999756E1,6.426820470E1
2.245757474E1,-1.692000008E1,2.435999870E1,-5.687999725E1,6.414849980E1
2.246757474E1,-1.673999977E1,2.471999931E1,-5.747999954E1,6.477079825E1
2.247757474E1,-1.721999931E1,2.429999924E1,-5.681999969E1,6.415240217E1
2.248757390E1,-1.715999985E1,2.442000008E1,-5.645999908E1,6.386339715E1
2.249757391E1,-1.763999939E1,2.435999870E1,-5.891999817E1,6.615243986E1
2.250757387E1,-1.721999931E1,2.484000015E1,-6.011999893E1,6.729017949E1
2.251757387E1,-1.710000038E1,2.555999947E1,-6.047999954E1,6.784949470E1
2.252757387E1,-1.692000008E1,2.585999870E1,-6.137999725E1,6.872066646E1
2.253757387E1,-1.661999893E1,2.603999901E1,-6.113999939E1,6.850113458E1
2.254757390E1,-1.781999969E1,2.465999985E1,-6.059999847E1,6.780875900E1
2.255757390E1,-1.823999977E1,2.405999947E1,-6.113999939E1,6.818856716E1
2.256757390E1,-1.847999954E1,2.442000008E1,-6.065999985E1,6.795205934E1
2.257757390E1,-1.853999901E1,2.435999870E1,-6.059999847E1,6.789330538E1
2.258757474E1,-1.794000053E1,2.519999886E1,-6.185999680E1,6.916316046E1
2.259757470E1,-1.794000053E1,2.568000031E1,-6.209999847E1,6.955369038E1
2.260757470E1,-1.829999924E1,2.477999878E1,-6.318000031E1,7.028976277E1
2.261757470E1,-1.823999977E1,2.477999878E1,-6.329999924E1,7.038207041E1
2.262757470E1,-1.829999924E1,2.471999931E1,-6.281999969E1,6.994512635E1
2.263757470E1,-1.805999947E1,2.460000038E1,-6.239999771E1,6.946281965E1
2.264757470E1,-1.800000000E1,2.477999878E1,-6.084000015E1,6.811427132E1
2.265757470E1,-1.865999985E1,2.381999969E1,-6.000000000E1,6.719812482E1
2.266757470E1,-1.835999870E1,2.471999931E1,-6.035999680E1,6.776058686E1
2.267757470E1,-1.860000038E1,2.453999901E1,-6.053999710E1,6.792100422E1
2.268757384E1,-1.902000046E1,2.435999870E1,-6.150000000E1,6.882891801E1
2.269757384E1,-1.853999901E1,2.531999969E1,-6.239999771E1,6.984693023E1
2.270757380E1,-1.889999962E1,2.477999878E1,-6.239999771E1,6.974968129E1
2.271757380E1,-1.884000015E1,2.537999916E1,-6.245999908E1,7.000243888E1
2.272757380E1,-1.871999931E1,2.543999863E1,-6.191999817E1,6.951056091E1
2.273757380E1,-1.919999886E1,2.561999893E1,-6.185999680E1,6.965402720E1
2.274757380E1,-1.979999924E1,2.507999992E1,-6.113999939E1,6.898656312E1
2.275757380E1,-2.027999878E1,2.471999931E1,-6.119999695E1,6.904923130E1
2.276757380E1,-1.979999924E1,2.555999947E1,-6.203999710E1,6.995937952E1
2.277757380E1,-1.943999863E1,2.561999893E1,-6.209999847E1,6.993359495E1
2.278757464E1,-1.895999908E1,2.639999962E1,-6.263999939E1,7.057061052E1
2.279757467E1,-1.895999908E1,2.634000015E1,-6.269999695E1,7.060146451E1
2.280757470E1,-1.950000000E1,2.585999870E1,-6.245999908E1,7.035794922E1
2.281757470E1,-1.997999954E1,2.585999870E1,-6.203999710E1,7.012061861E1
2.282757470E1,-2.052000046E1,2.526000023E1,-6.209999847E1,7.011096805E1
2.283757470E1,-2.015999985E1,2.568000031E1,-6.203999710E1,7.010598583E1
2.284757467E1,-2.057999992E1,2.526000023E1,-6.179999924E1,6.986303682E1
2.285757467E1,-2.057999992E1,2.519999886E1,-6.245999908E1,7.042604507E1
2.286757467E1,-2.039999962E1,2.550000000E1,-6.263999939E1,7.064120262E1
2.287757467E1,-2.087999916E1,2.507999992E1,-6.234000015E1,7.036516454E1
2.288757383E1,-2.034000015E1,2.555999947E1,-6.263999939E1,7.064558516E1
2.289757383E1,-2.021999931E1,2.543999863E1,-6.227999878E1,7.024841742E1
2.290757383E1,-2.021999931E1,2.543999863E1,-6.168000031E1,6.971703049E1
2.291757383E1,-1.968000031E1,2.592000008E1,-6.168000031E1,6.973930924E1
2.292757383E1,-2.003999901E1,2.561999893E1,-6.119999695E1,6.930674954E1
2.293757383E1,-2.003999901E1,2.537999916E1,-5.945999908E1,6.768483884E1
2.294757383E1,-2.021999931E1,2.484000015E1,-5.795999908E1,6.622111048E1
2.295757383E1,-2.087999916E1,2.460000038E1,-5.879999924E1,6.707141190E1
2.296757383E1,-2.057999992E1,2.513999939E1,-5.903999710E1,6.738899928E1
2.297757383E1,-2.076000023E1,2.543999863E1,-5.903999710E1,6.755658663E1
2.298757470E1,-2.045999908E1,2.592000008E1,-6.089999771E1,6.927674709E1
2.299757470E1,-2.093999863E1,2.495999908E1,-6.000000000E1,6.827506936E1
2.300757473E1,-2.160000038E1,2.405999947E1,-5.993999863E1,6.810467698E1
2.301757473E1,-2.135999870E1,2.460000038E1,-6.221999741E1,7.023345101E1
2.302757473E1,-2.142000008E1,2.471999931E1,-6.209999847E1,7.018763837E1
2.303757473E1,-2.076000023E1,2.609999847E1,-6.305999756E1,7.133548081E1
2.304757476E1,-2.015999985E1,2.735999870E1,-6.329999924E1,7.184625965E1
2.305757477E1,-2.081999969E1,2.693999863E1,-6.263999939E1,7.129519926E1
2.306757476E1,-2.081999969E1,2.729999924E1,-6.287999725E1,7.164255998E1
2.307757476E1,-2.111999893E1,2.663999939E1,-6.209999847E1,7.079656583E1
2.308757390E1,-2.160000038E1,2.615999985E1,-6.234000015E1,7.097310214E1
2.309757386E1,-2.165999985E1,2.615999985E1,-6.252000046E1,7.114950205E1
2.310757383E1,-2.189999962E1,2.621999931E1,-6.263999939E1,7.135031794E1
2.311757383E1,-2.177999878E1,2.669999886E1,-6.293999863E1,7.175445431E1
2.312757383E1,-2.202000046E1,2.639999962E1,-6.252000046E1,7.134837670E1
2.313757383E1,-2.142000008E1,2.681999969E1,-6.125999832E1,7.022048263E1
2.314757383E1,-2.153999901E1,2.609999847E1,-5.975999832E1,6.867633418E1
2.315757383E1,-2.189999962E1,2.579999924E1,-6.000000000E1,6.888577461E1
2.316757383E1,-2.226000023E1,2.526000023E1,-5.957999802E1,6.843501578E1
2.317757383E1,-2.285999870E1,2.465999985E1,-6.047999954E1,6.919917252E1
2.318757466E1,-2.303999901E1,2.501999855E1,-6.155999756E1,7.033118214E1
2.319757466E1,-2.310000038E1,2.501999855E1,-6.179999924E1,7.056096832E1
2.320757470E1,-2.255999947E1,2.568000031E1,-6.239999771E1,7.114896841E1
2.321757470E1,-2.268000031E1,2.609999847E1,-6.263999939E1,7.154971599E1
2.322757470E1,-2.268000031E1,2.603999901E1,-6.300000000E1,7.184332928E1
2.323757470E1,-2.213999939E1,2.603999901E1,-6.227999878E1,7.104265880E1
2.324757470E1,-2.273999977E1,2.568000031E1,-6.245999908E1,7.125883448E1
2.325757470E1,-2.243999863E1,2.555999947E1,-6.300000000E1,7.159516123E1
2.326757470E1,-2.231999969E1,2.531999969E1,-6.275999832E1,7.126080381E1
2.327757470E1,-2.261999893E1,2.543999863E1,-6.311999893E1,7.171465783E1
2.328757386E1,-2.207999992E1,2.592000008E1,-6.263999939E1,7.129615925E1
2.329757390E1,-2.219999886E1,2.579999924E1,-6.197999954E1,7.071067991E1
2.330757386E1,-2.297999954E1,2.585999870E1,-6.168000031E1,7.071946231E1
2.331757386E1,-2.231999969E1,2.609999847E1,-6.191999817E1,7.080592122E1
2.332757386E1,-2.255999947E1,2.543999863E1,-6.143999863E1,7.022122569E1
2.333757386E1,-2.226000023E1,2.568000031E1,-6.131999969E1,7.010786253E1
2.334757383E1,-2.147999954E1,2.597999954E1,-6.179999924E1,7.039595629E1
2.335757383E1,-2.243999863E1,2.597999954E1,-6.185999680E1,7.074724813E1
2.336757383E1,-2.184000015E1,2.723999977E1,-6.269999695E1,7.176554056E1
2.337757383E1,-2.219999886E1,2.687999916E1,-6.293999863E1,7.195010585E1
2.338757469E1,-2.231999969E1,2.693999863E1,-6.269999695E1,7.179996887E1
2.339757469E1,-2.255999947E1,2.634000015E1,-6.197999954E1,7.102302111E1
2.340757473E1,-2.369999886E1,2.555999947E1,-6.209999847E1,7.121385630E1
2.341757473E1,-2.327999878E1,2.615999985E1,-6.252000046E1,7.165929383E1
2.342757473E1,-2.393999863E1,2.585999870E1,-6.234000015E1,7.161102350E1
2.343757473E1,-2.345999908E1,2.657999992E1,-6.269999695E1,7.202886623E1
2.344757473E1,-2.327999878E1,2.669999886E1,-6.227999878E1,7.164946985E1
2.345757473E1,-2.345999908E1,2.651999855E1,-6.191999817E1,7.132859212E1
2.346757473E1,-2.268000031E1,2.723999977E1,-6.227999878E1,7.166029758E1
2.347757473E1,-2.279999924E1,2.687999916E1,-6.215999985E1,7.145795898E1
2.348757389E1,-2.231999969E1,2.693999863E1,-6.053999710E1,6.992165016E1
2.349757389E1,-2.315999985E1,2.597999954E1,-5.957999802E1,6.900088501E1
2.350757386E1,-2.345999908E1,2.585999870E1,-5.957999802E1,6.905713036E1
2.351757386E1,-2.351999855E1,2.609999847E1,-5.927999878E1,6.890949505E1
2.352757386E1,-2.363999939E1,2.609999847E1,-6.077999878E1,7.024434314E1
2.353757386E1,-2.279999924E1,2.700000000E1,-6.209999847E1,7.145103061E1
2.354757389E1,-2.327999878E1,2.627999878E1,-6.161999893E1,7.091982055E1
2.355757389E1,-2.339999962E1,2.627999878E1,-6.203999710E1,7.132432655E1
2.356757389E1,-2.339999962E1,2.634000015E1,-6.227999878E1,7.155525025E1
2.357757389E1,-2.369999886E1,2.597999954E1,-6.203999710E1,7.131347392E1
2.358757472E1,-2.345999908E1,2.627999878E1,-6.239999771E1,7.165730673E1
2.359757469E1,-2.321999931E1,2.579999924E1,-6.227999878E1,7.129941498E1
2.360757469E1,-2.400000000E1,2.555999947E1,-6.197999954E1,7.120978806E1
2.361757469E1,-2.405999947E1,2.597999954E1,-6.209999847E1,7.148603892E1
2.362757469E1,-2.418000031E1,2.568000031E1,-6.173999786E1,7.110528930E1
2.363757469E1,-2.435999870E1,2.597999954E1,-6.234000015E1,7.179586013E1
2.364757469E1,-2.411999893E1,2.592000008E1,-6.263999939E1,7.195408450E1
2.365757469E1,-2.429999924E1,2.550000000E1,-6.227999878E1,7.155094836E1
2.366757469E1,-2.411999893E1,2.615999985E1,-6.252000046E1,7.193657205E1
2.367757469E1,-2.423999977E1,2.609999847E1,-6.221999741E1,7.169459942E1
2.368757382E1,-2.357999992E1,2.687999916E1,-6.155999756E1,7.119117958E1
2.369757382E1,-2.363999939E1,2.711999893E1,-6.209999847E1,7.176875172E1
2.370757379E1,-2.381999969E1,2.718000031E1,-6.197999954E1,7.174723092E1
2.371757379E1,-2.351999855E1,2.742000008E1,-6.203999710E1,7.179141993E1
2.372757379E1,-2.435999870E1,2.657999992E1,-6.281999969E1,7.243105891E1
2.373757379E1,-2.381999969E1,2.700000000E1,-6.125999832E1,7.105758073E1
2.374757379E1,-2.411999893E1,2.609999847E1,-5.963999939E1,6.942559900E1
2.375757379E1,-2.489999962E1,2.568000031E1,-5.934000015E1,6.928714177E1
2.376757379E1,-2.471999931E1,2.592000008E1,-5.891999817E1,6.895281687E1
2.377757379E1,-2.609999847E1,2.411999893E1,-5.873999786E1,6.865399929E1
2.378757462E1,-2.639999962E1,2.357999992E1,-5.771999741E1,6.770948587E1
2.379757466E1,-2.669999886E1,2.315999985E1,-5.603999710E1,6.625523984E1
2.380757469E1,-2.789999962E1,2.171999931E1,-5.405999756E1,6.459606555E1
2.381757469E1,-2.681999969E1,2.327999878E1,-5.525999832E1,6.568818875E1
2.382757469E1,-2.634000015E1,2.453999901E1,-5.795999908E1,6.823026200E1
2.383757469E1,-2.592000008E1,2.471999931E1,-5.963999939E1,6.956906135E1
2.384757465E1,-2.507999992E1,2.579999924E1,-6.107999802E1,7.089014399E1
2.385757465E1,-2.592000008E1,2.477999878E1,-6.084000015E1,7.062152903E1
2.386757465E1,-2.592000008E1,2.442000008E1,-6.059999847E1,7.028899361E1
2.387757465E1,-2.639999962E1,2.429999924E1,-6.071999741E1,7.052919982E1
2.388757379E1,-2.597999954E1,2.465999985E1,-6.155999756E1,7.122295464E1
2.389757379E1,-2.519999886E1,2.526000023E1,-6.209999847E1,7.162064901E1
2.390757379E1,-2.513999939E1,2.531999969E1,-6.234000015E1,7.182894662E1
2.391757379E1,-2.465999985E1,2.592000008E1,-6.269999695E1,7.218899926E1
2.392757379E1,-2.484000015E1,2.615999985E1,-6.234000015E1,7.202532068E1
2.393757379E1,-2.471999931E1,2.645999908E1,-6.227999878E1,7.204171129E1
2.394757379E1,-2.501999855E1,2.609999847E1,-6.215999985E1,7.191019280E1
2.395757379E1,-2.471999931E1,2.568000031E1,-6.173999786E1,7.129072954E1
2.396757379E1,-2.460000038E1,2.597999954E1,-6.221999741E1,7.177359175E1
2.397757379E1,-2.477999878E1,2.585999870E1,-6.227999878E1,7.184417945E1
2.398757465E1,-2.465999985E1,2.579999924E1,-6.191999817E1,7.146916626E1
2.399757465E1,-2.471999931E1,2.573999977E1,-6.215999985E1,7.167629689E1
2.400757469E1,-2.484000015E1,2.526000023E1,-6.137999725E1,7.087028490E1
2.401757469E1,-2.555999947E1,2.435999870E1,-6.035999680E1,6.992890906E1
2.402757469E1,-2.537999916E1,2.471999931E1,-6.029999924E1,6.993791984E1
2.403757469E1,-2.543999863E1,2.489999962E1,-6.018000031E1,6.992021130E1
2.404757472E1,-2.526000023E1,2.513999939E1,-6.107999802E1,7.071671188E1
2.405757472E1,-2.477999878E1,2.609999847E1,-6.209999847E1,7.177512153E1
2.406757472E1,-2.442000008E1,2.681999969E1,-6.275999832E1,7.248769673E1
2.407757472E1,-2.435999870E1,2.657999992E1,-6.281999969E1,7.243105891E1
2.408757388E1,-2.484000015E1,2.615999985E1,-6.179999924E1,7.155844538E1
2.409757385E1,-2.484000015E1,2.579999924E1,-6.168000031E1,7.132382495E1
2.410757382E1,-2.507999992E1,2.519999886E1,-6.155999756E1,7.108923715E1
2.411757382E1,-2.489999962E1,2.537999916E1,-6.143999863E1,7.098610970E1
2.412757382E1,-2.519999886E1,2.537999916E1,-6.215999985E1,7.171506035E1
2.413757382E1,-2.579999924E1,2.526000023E1,-6.234000015E1,7.204153796E1
2.414757382E1,-2.597999954E1,2.550000000E1,-6.234000015E1,7.219062263E1
2.415757382E1,-2.639999962E1,2.568000031E1,-6.215999985E1,7.225156037E1
2.416757382E1,-2.543999863E1,2.609999847E1,-6.239999771E1,7.226453601E1
2.417757382E1,-2.435999870E1,2.627999878E1,-6.221999741E1,7.180094672E1
2.418757468E1,-2.429999924E1,2.615999985E1,-6.197999954E1,7.152870681E1
2.419757468E1,-2.471999931E1,2.568000031E1,-6.209999847E1,7.160272755E1
2.420757472E1,-2.465999985E1,2.627999878E1,-6.137999725E1,7.117765092E1
2.421757472E1,-2.477999878E1,2.639999962E1,-6.011999893E1,7.018135501E1
2.422757472E1,-2.507999992E1,2.592000008E1,-5.903999710E1,6.918507106E1
2.423757472E1,-2.465999985E1,2.621999931E1,-5.843999863E1,6.863554033E1
2.424757472E1,-2.507999992E1,2.555999947E1,-5.873999786E1,6.879467507E1
2.425757472E1,-2.526000023E1,2.579999924E1,-6.029999924E1,7.028369285E1
2.426757472E1,-2.507999992E1,2.651999855E1,-6.161999893E1,7.161941767E1
2.427757472E1,-2.513999939E1,2.615999985E1,-6.179999924E1,7.166313604E1
2.428757385E1,-2.495999908E1,2.597999954E1,-6.168000031E1,7.143097625E1
2.429757388E1,-2.513999939E1,2.573999977E1,-6.168000031E1,7.140720969E1
2.430757385E1,-2.519999886E1,2.526000023E1,-6.137999725E1,7.099726485E1
2.431757385E1,-2.465999985E1,2.597999954E1,-6.203999710E1,7.163823846E1
2.432757385E1,-2.484000015E1,2.627999878E1,-6.239999771E1,7.212089612E1
2.433757385E1,-2.477999878E1,2.634000015E1,-6.077999878E1,7.072518787E1
2.434757381E1,-2.489999962E1,2.615999985E1,-6.053999710E1,7.049430347E1
2.435757381E1,-2.501999855E1,2.585999870E1,-6.011999893E1,7.006535615E1
2.436757381E1,-2.507999992E1,2.568000031E1,-6.035999680E1,7.022676146E1
2.437757381E1,-2.555999947E1,2.513999939E1,-6.143999863E1,7.113512897E1
2.438757465E1,-2.543999863E1,2.573999977E1,-6.173999786E1,7.156513435E1
2.439757465E1,-2.609999847E1,2.531999969E1,-6.197999954E1,7.185981247E1
2.440757468E1,-2.615999985E1,2.531999969E1,-6.161999893E1,7.157144853E1
2.441757468E1,-2.550000000E1,2.603999901E1,-6.221999741E1,7.210866540E1
2.442757468E1,-2.579999924E1,2.537999916E1,-6.203999710E1,7.182440782E1
2.443757468E1,-2.561999893E1,2.579999924E1,-6.209999847E1,7.196133765E1
2.444757468E1,-2.609999847E1,2.573999977E1,-6.221999741E1,7.221554947E1
2.445757468E1,-2.669999886E1,2.537999916E1,-6.168000031E1,7.184327898E1
2.446757468E1,-2.681999969E1,2.579999924E1,-6.185999680E1,7.219149221E1
2.447757468E1,-2.657999992E1,2.592000008E1,-6.191999817E1,7.219715350E1
2.448757388E1,-2.627999878E1,2.561999893E1,-6.137999725E1,7.151591951E1
2.449757388E1,-2.663999939E1,2.513999939E1,-6.107999802E1,7.122131208E1
2.450757385E1,-2.663999939E1,2.513999939E1,-6.125999832E1,7.137574190E1
2.451757385E1,-2.693999863E1,2.495999908E1,-6.113999939E1,7.132225884E1
2.452757385E1,-2.771999931E1,2.465999985E1,-6.131999969E1,7.167047033E1
2.453757385E1,-2.718000031E1,2.507999992E1,-6.018000031E1,7.063562309E1
2.454757388E1,-2.705999947E1,2.465999985E1,-5.843999863E1,6.896080483E1
2.455757388E1,-2.735999870E1,2.460000038E1,-5.891999817E1,6.946434864E1
2.456757388E1,-2.627999878E1,2.561999893E1,-5.915999985E1,6.961988411E1
2.457757388E1,-2.627999878E1,2.621999931E1,-6.113999939E1,7.152780037E1
2.458757474E1,-2.669999886E1,2.639999962E1,-6.252000046E1,7.292873491E1
2.459757471E1,-2.676000023E1,2.592000008E1,-6.197999954E1,7.231503550E1
2.460757471E1,-2.747999954E1,2.555999947E1,-6.257999802E1,7.297067972E1
2.461757471E1,-2.813999939E1,2.453999901E1,-6.197999954E1,7.235738705E1
2.462757471E1,-2.789999962E1,2.453999901E1,-6.252000046E1,7.272806877E1
2.463757471E1,-2.771999931E1,2.489999962E1,-6.252000046E1,7.278158284E1
2.464757471E1,-2.729999924E1,2.484000015E1,-6.155999756E1,7.177707758E1
2.465757471E1,-2.729999924E1,2.526000023E1,-6.203999710E1,7.233476903E1
2.466757471E1,-2.700000000E1,2.543999863E1,-6.197999954E1,7.223374470E1
2.467757471E1,-2.693999863E1,2.543999863E1,-6.197999954E1,7.221133844E1
2.468757384E1,-2.718000031E1,2.531999969E1,-6.257999802E1,7.277438391E1
2.469757384E1,-2.669999886E1,2.561999893E1,-6.227999878E1,7.244358172E1
2.470757381E1,-2.687999916E1,2.561999893E1,-6.239999771E1,7.261321102E1
2.471757381E1,-2.669999886E1,2.579999924E1,-6.269999695E1,7.286850840E1
2.472757381E1,-2.651999855E1,2.568000031E1,-6.203999710E1,7.219234017E1
2.473757381E1,-2.639999962E1,2.603999901E1,-6.095999908E1,7.135238620E1
2.474757381E1,-2.669999886E1,2.561999893E1,-5.945999908E1,7.003403298E1
2.475757381E1,-2.705999947E1,2.579999924E1,-5.981999969E1,7.054300742E1
2.476757381E1,-2.753999901E1,2.585999870E1,-6.041999817E1,7.125845393E1
2.477757381E1,-2.784000015E1,2.531999969E1,-5.987999725E1,7.072327809E1
2.478757461E1,-2.765999985E1,2.537999916E1,-5.987999725E1,7.067413968E1
2.479757464E1,-2.729999924E1,2.543999863E1,-5.975999832E1,7.045382096E1
2.480757468E1,-2.747999954E1,2.501999855E1,-5.945999908E1,7.011877205E1
2.481757468E1,-2.729999924E1,2.501999855E1,-6.005999756E1,7.055844097E1
2.482757468E1,-2.777999878E1,2.471999931E1,-6.029999924E1,7.084417129E1
2.483757468E1,-2.837999916E1,2.418000031E1,-6.035999680E1,7.094664178E1
2.484757464E1,-2.826000023E1,2.460000038E1,-6.077999878E1,7.140025128E1
2.485757464E1,-2.819999886E1,2.465999985E1,-6.168000031E1,7.216493585E1
2.486757464E1,-2.747999954E1,2.550000000E1,-6.227999878E1,7.269249358E1
2.487757464E1,-2.735999870E1,2.561999893E1,-6.143999863E1,7.197101712E1
2.488757378E1,-2.669999886E1,2.573999977E1,-6.089999771E1,7.130390767E1
2.489757378E1,-2.687999916E1,2.585999870E1,-6.155999756E1,7.197851893E1
2.490757378E1,-2.729999924E1,2.550000000E1,-6.173999786E1,7.216209043E1
2.491757378E1,-2.705999947E1,2.543999863E1,-6.252000046E1,7.271992546E1
2.492757378E1,-2.801999855E1,2.484000015E1,-6.311999893E1,7.339128144E1
2.493757378E1,-2.850000000E1,2.471999931E1,-6.245999908E1,7.296971873E1
2.494757378E1,-2.861999893E1,2.471999931E1,-6.287999725E1,7.337626837E1
2.495757378E1,-2.892000008E1,2.442000008E1,-6.221999741E1,7.282877787E1
2.496757378E1,-2.819999886E1,2.489999962E1,-6.150000000E1,7.209368846E1
2.497757378E1,-2.831999969E1,2.418000031E1,-6.089999771E1,7.138280268E1
2.498757464E1,-2.843999863E1,2.357999992E1,-6.041999817E1,7.081967309E1
2.499757464E1,-2.873999977E1,2.376000023E1,-6.059999847E1,7.115395290E1
2.500757467E1,-2.909999847E1,2.363999939E1,-6.137999725E1,7.192470747E1
2.501757467E1,-2.873999977E1,2.453999901E1,-6.102000046E1,7.177492316E1
2.502757467E1,-2.819999886E1,2.477999878E1,-5.993999863E1,7.072546720E1
2.503757467E1,-2.765999985E1,2.489999962E1,-6.053999710E1,7.106459612E1
2.504757471E1,-2.735999870E1,2.526000023E1,-6.035999680E1,7.092225570E1
2.505757451E1,-2.795999908E1,2.484000015E1,-6.155999756E1,7.203069107E1
2.506757451E1,-2.819999886E1,2.550000000E1,-6.287999725E1,7.348050075E1
2.507757451E1,-2.831999969E1,2.501999855E1,-6.209999847E1,7.269410238E1
2.508757367E1,-2.843999863E1,2.495999908E1,-6.263999939E1,7.318199642E1
2.509757364E1,-2.759999847E1,2.531999969E1,-6.293999863E1,7.324142085E1
2.510757361E1,-2.759999847E1,2.513999939E1,-6.335999680E1,7.354093200E1
2.511757360E1,-2.723999977E1,2.603999901E1,-6.384000015E1,7.413261600E1
