"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
9.569135920E1,-7.481882572E-1,-8.719575405E-1,2.961063385E-1
9.579135920E1,8.677816987E-1,7.847601175E-1,-2.280724525E0
9.589135920E1,1.716189384E-1,4.366219640E-1,-1.966857910E-2
9.599135920E1,1.057248712E-1,-3.450031877E-1,3.820671082E0
9.609135920E1,-1.559136510E0,-1.936510563E0,2.777090073E0
9.619135920E1,-1.048034430E-1,-4.462816417E-1,-9.109249115E-1
9.629135923E1,-2.275454998E-1,2.569552660E-1,-3.068848610E0
9.639135923E1,3.681344986E-1,-3.899157345E-1,-2.806730270E-1
9.649135913E1,1.365706325E-1,-5.354292393E-1,2.232191086E0
9.659135980E1,7.111763954E-1,-1.312689424E0,1.859379768E0
9.669135977E1,1.366407394E0,-1.162504196E0,-1.121781349E0
9.679135977E1,6.591017246E-1,4.242585897E-1,-2.238624096E0
9.689135977E1,9.911584854E-1,8.357169628E-1,-1.034628868E0
9.699135977E1,2.658510208E-1,-6.585097313E-2,1.581300735E0
9.709135977E1,8.172398210E-1,-6.775326729E-1,2.192877769E0
9.719135977E1,1.182773709E-1,-1.510065317E0,-1.013936996E-1
9.729135967E1,-7.967763543E-1,1.251681745E-1,-2.465431690E0
9.739135967E1,6.022632718E-1,3.907555342E-1,-1.463482857E0
9.749135967E1,1.117856801E-1,-9.617266059E-1,1.751480103E0
9.759135960E1,2.438153327E-1,-2.320711017E-1,1.248050690E0
9.769135960E1,1.806656480E0,-1.417529941E0,6.758890152E-1
9.779135960E1,-1.739475131E-1,2.662154734E-1,-3.179158211E0
9.789135967E1,1.036178827E0,8.094894886E-1,-2.816929817E0
9.799135966E1,5.039182901E-1,-4.561855793E-1,1.619473457E0
9.809135967E1,4.947594404E-1,4.176048040E-1,7.188739777E-1
9.819135970E1,-1.200106740E0,-2.078869104E0,8.747301102E-1
9.829135966E1,-4.544466734E-2,-1.464056373E-1,-2.801048756E0
9.839135966E1,-2.902209759E-2,2.064931989E-1,-1.866617203E0
9.849135963E1,-1.058619022E-1,-3.634649217E-1,-1.851930618E-1
9.859135963E1,-7.641438842E-1,3.593468070E-1,3.133471489E0
9.869135963E1,-5.790734291E-2,-1.917868495E0,2.830674171E0
9.879135963E1,3.945733607E-2,-4.232551455E-1,-1.207217216E0
9.889135963E1,1.000601649E-1,7.937801480E-1,-1.381926537E0
9.899135963E1,2.888001800E-1,2.447988391E-1,-4.437570572E-1
9.909135963E1,-3.197987080E-1,-7.065616846E-1,3.006021500E0
9.919135963E1,-9.235159755E-1,-2.009851694E0,3.446622849E0
9.929135960E1,-7.037331462E-1,-8.106192350E-1,7.172660828E-1
9.939135960E1,-5.597081184E-1,5.250287056E-2,-3.377211571E0
9.949132626E1,7.351891398E-1,-6.152170897E-1,-9.456834793E-1
9.959129226E1,-4.250242114E-1,3.589004278E-2,2.090425491E0
9.969125896E1,2.779503167E-1,-2.183643103E0,3.433383942E0
9.979122563E1,-3.382908106E-1,-1.421254039E0,1.051604271E0
9.989119229E1,4.213891923E-1,1.210837483E0,-3.614476681E0
9.999115896E1,9.103168845E-1,5.857732296E-1,-1.076375961E0
1.000911256E2,-1.047823429E-1,-8.804754615E-1,3.638807297E0
1.001910923E2,1.210585833E-1,-8.938575387E-1,2.830589294E0
1.002910590E2,-2.397732735E-1,-1.793469071E0,3.008041382E-1
1.003910256E2,6.819117069E-2,7.042543888E-1,-4.170430660E0
1.004909923E2,4.955543578E-1,-9.822553396E-2,-8.835506439E-2
1.005909592E2,-2.653574944E-1,-1.055882692E0,2.478738785E0
1.006909259E2,7.724787593E-1,-2.156826258E0,1.975276947E0
1.007908925E2,1.560514688E0,-1.430174708E0,-3.659162521E-1
1.008908591E2,5.652045608E-1,6.886708736E-1,-3.301963806E0
1.009908258E2,7.554972172E-1,4.754464030E-1,-1.788156033E0
1.010907926E2,3.225055933E-1,-2.147752047E-2,1.463576317E0
1.011900255E2,1.119267583E0,-2.769021988E-1,2.869974136E0
1.012899923E2,3.074401617E-1,-1.593624949E0,2.535820007E-3
1.013899590E2,4.039465785E-1,-3.641407192E-1,-2.851816654E0
1.014899257E2,8.904451132E-1,9.681442380E-1,-2.719105244E0
1.015898924E2,-2.858181000E-1,-1.081697941E0,1.986069679E0
1.016898590E2,3.351542950E-1,-3.120322824E-1,1.655112267E0
1.017898257E2,1.552352309E-1,-1.054095864E0,-1.129288673E0
1.018897924E2,-6.460517049E-1,2.120376825E-1,-1.830239296E0
1.019897590E2,8.236374855E-1,1.074935079E0,-2.274959087E0
1.020897257E2,5.375453830E-1,-2.691582441E-1,1.019821167E-1
1.021896923E2,1.007272005E0,-7.451220155E-1,8.438377380E-1
1.022896590E2,-9.023048878E-1,-1.917252183E0,1.373916626E0
1.023896257E2,-2.642907500E-1,-1.522034556E-1,-2.873225212E0
1.024896257E2,5.841175318E-1,2.091302872E-1,-2.239333630E0
1.025895924E2,3.039127588E-1,-1.089851260E-1,8.328456879E-1
1.026895590E2,5.998659134E-1,-3.968143463E-2,1.411695480E0
1.027895257E2,2.295458317E-1,-1.897224665E0,3.797454834E-1
1.028894925E2,2.593278885E-1,2.065093517E-1,-2.521017551E0
1.029894592E2,1.006867409E0,1.139286876E0,-3.039725780E0
1.030894258E2,2.929708362E-1,-3.076062500E-1,1.028949738E0
1.031893925E2,9.336431026E-1,-6.585113406E-1,1.300173759E0
1.032893602E2,-2.668679953E-1,-1.228429317E0,2.520865440E0
1.033893268E2,-4.931174517E-1,1.145824939E-1,-2.189852715E0
1.034892935E2,8.198586106E-1,1.411446631E-1,-3.423349857E0
1.035892605E2,-5.122370720E-1,-1.182679534E0,6.074829102E-1
1.036892273E2,1.589884460E-1,2.386464477E-1,9.806518555E-1
1.037891939E2,3.239548504E-1,-1.906958818E0,1.064213753E0
1.038891615E2,-5.981725454E-2,-3.235847354E-1,-1.859554291E0
1.039891281E2,7.566083670E-1,1.107519388E0,-2.784561634E0
1.040890947E2,1.357996464E-2,-2.367863953E-1,1.327475548E0
1.041889881E2,-4.064971209E-1,-2.801710367E-1,3.154312134E0
1.042889546E2,-1.357684851E0,-2.119137049E0,1.800418854E0
1.043889212E2,6.408268809E-1,-5.922364593E-1,-2.110249519E0
1.044888879E2,3.268539906E-3,3.602053523E-1,-3.047963142E0
1.045888545E2,-4.471772909E-1,-1.467872620E0,7.152242661E-1
1.046888212E2,-5.644779205E-1,-4.438026547E-1,1.662713051E0
1.047887879E2,-3.842635155E-1,-2.149643898E0,6.146589279E0
1.048887545E2,4.813644290E-1,-2.202099413E-1,-1.355282784E0
1.049887212E2,1.192331791E0,8.695949316E-1,-4.727200985E0
1.050886879E2,1.013588667E0,3.325373232E-1,-3.795099258E-1
1.051886546E2,1.010761857E-1,-6.280775666E-1,4.243444443E0
1.052886212E2,-6.675168276E-1,-1.506330967E0,2.087653160E0
1.053885879E2,5.348806381E-1,-2.045846939E0,-7.305650711E-1
1.054885545E2,3.580075502E-1,5.088868141E-1,-3.888869286E0
1.055885543E2,8.310956359E-1,2.152845263E-2,-1.091140747E0
1.056885544E2,-1.278058589E-1,-8.060833812E-1,2.791207314E0
1.057885544E2,5.575986505E-1,-2.162539959E0,4.358433723E0
1.058885543E2,3.074167967E-1,-1.530777574E0,2.911100388E-1
1.059885543E2,5.264220238E-1,1.157716036E0,-4.808359623E0
1.060885543E2,3.699790537E-1,2.728055716E-1,-1.451338768E0
1.061885543E2,2.787278295E-1,-8.374429941E-1,3.071765900E0
1.062885533E2,2.499365807E-2,-2.144141197E0,5.185293198E0
1.063885533E2,3.816618323E-1,-2.427065074E-1,-7.638912201E-1
1.064885533E2,2.699283957E-1,4.444516003E-1,-3.447416306E0
1.065885530E2,2.145850658E-2,-6.318563223E-2,-1.423907280E0
1.066885529E2,2.257874012E-1,-7.354024649E-1,2.332367897E0
1.067885529E2,8.141690493E-2,-2.290232658E0,3.734029770E0
1.068885520E2,1.212574124E0,-1.406152964E0,-2.791566849E-1
1.069885520E2,1.145028353E0,8.938336968E-1,-3.239456177E0
1.070885520E2,6.158400774E-1,5.043688416E-1,-1.452105522E0
1.071885520E2,5.979347229E-1,-4.347305894E-1,2.088512421E0
1.072885520E2,8.398624659E-1,-2.043368220E-1,1.801687241E0
1.073885520E2,7.875400782E-1,-1.161987066E0,6.837902069E-1
1.074885520E2,4.639291167E-1,-1.640861779E-1,-3.581172466E0
1.075885520E2,2.720497847E-1,-4.206633568E-2,-1.197183609E0
1.076885520E2,3.137075901E-1,-5.917384028E-1,2.254990578E0
1.077885521E2,1.097337961E0,-1.264996767E0,2.429464340E0
1.078885521E2,7.492936254E-1,-1.271953106E0,6.561737061E-1
1.079885521E2,1.001744270E0,7.783781290E-1,-3.956576824E0
1.080885521E2,1.049853921E0,6.711566448E-1,-2.087477207E0
1.081885521E2,1.463603377E-1,-7.698861361E-1,3.090882301E0
1.082885521E2,2.757018805E-1,-1.264914513E0,3.379576683E0
1.083885521E2,2.291334867E-1,-9.998325706E-1,-7.868480682E-1
1.084885521E2,-3.216636181E-2,-1.073866785E-1,-2.650076866E0
1.085885521E2,9.607024193E-1,6.113177538E-1,-2.400486469E0
1.086885520E2,4.679605961E-1,-1.001266003E0,1.519608498E0
1.087885520E2,1.242719293E0,-2.038420439E-1,1.231718063E0
1.088885521E2,6.633273959E-1,-1.725819826E0,1.611344337E0
1.089885521E2,-6.099978685E-1,2.156102657E-2,-3.627103806E0
1.090885521E2,1.044091940E0,8.138272762E-1,-3.465739250E0
1.091885521E2,5.904703736E-1,1.941273212E-1,7.367038727E-1
1.092885521E2,1.152333021E0,-1.012232304E-1,2.058950424E0
1.093885521E2,2.972344756E-1,-1.291451693E0,1.691347122E0
1.094885521E2,1.310809255E-1,-9.239587784E-1,-2.628871918E0
1.095885521E2,2.731648088E-1,3.970798850E-1,-2.588008404E0
1.096885521E2,8.533546925E-1,-8.125990629E-2,8.592691422E-1
1.097885521E2,8.913879991E-1,-4.720431566E-2,9.590644836E-1
1.098885521E2,7.699609995E-1,-1.977160692E0,2.795963287E-1
1.099885521E2,5.091992617E-1,6.009563804E-3,-2.959865570E0
1.100885521E2,9.045033455E-1,9.201988578E-1,-1.896299839E0
1.101885521E2,-2.925850153E-1,-3.834755421E-1,1.338549614E0
1.102885521E2,-1.836117506E-1,-4.203820229E-2,1.372041702E0
1.103885521E2,-9.515963793E-1,-1.577357769E0,4.706354141E-1
1.104885521E2,3.904916942E-1,1.116156578E-3,-3.326306820E0
1.105885521E2,-4.785016179E-1,4.168905914E-1,-2.893264294E0
1.106885520E2,2.008805871E-1,-6.790385246E-1,1.219603539E0
1.107885520E2,-6.892836094E-1,1.670446396E-1,2.384475708E0
1.108885520E2,-6.523234844E-1,-1.948561668E0,1.288438797E0
1.109885520E2,-1.195008755E-1,-2.294515818E-1,-2.383091927E0
1.110885529E2,9.656872749E-1,9.906524420E-1,-3.185323715E0
1.111885529E2,2.650952935E-1,1.751996875E-1,9.219446182E-1
1.112885532E2,-6.532108784E-1,-3.051340282E-1,3.212455750E0
1.113885532E2,-1.660845876E0,-2.259307623E0,3.652603149E0
1.114885540E2,3.376265168E-1,-5.292266607E-1,-2.346609116E0
1.115885543E2,-5.866131783E-1,-1.346465349E-1,-4.270144939E0
1.116885543E2,2.972219288E-1,-1.090846539E0,8.026866913E-1
1.117885543E2,-3.775661886E-1,-8.682792187E-1,2.812125206E0
1.118885542E2,-3.790551424E-2,-2.500379086E0,2.844418526E0
1.119885542E2,-9.203642607E-2,-3.242051005E-1,-1.064187050E0
1.120885542E2,8.243423700E-1,1.198903680E0,-3.536579609E0
1.121885542E2,1.465254426E-1,-3.074030578E-1,1.471719742E-1
1.122885542E2,-5.904911757E-1,-4.354558289E-1,3.298088074E0
1.123885542E2,-9.427996874E-1,-1.645985007E0,1.839839935E0
1.124885542E2,6.298467517E-1,-8.075753450E-1,-1.997850895E0
1.125885542E2,-6.469153166E-1,3.685596585E-2,-1.923884392E0
1.126885542E2,-1.514155269E-1,-7.601733208E-1,8.191728592E-1
1.127885542E2,-3.587261438E-1,-1.019876719E0,3.839878082E0
1.128885542E2,-2.265602946E-1,-1.940138578E0,2.158656120E0
1.129885542E2,-5.781180859E-1,-1.061011314E0,-4.180259705E-1
1.130885542E2,1.024973989E-1,4.772322774E-1,-2.635289669E0
1.131885542E2,-2.086179852E-1,-2.521449327E-1,-3.383817673E-1
1.132885541E2,-2.544651628E-1,-9.843703508E-1,3.728145599E0
1.133885541E2,-6.271920204E-1,-1.354848146E0,2.757160187E0
1.134885541E2,7.027670145E-1,-9.292049408E-1,2.838697433E-1
1.135885541E2,-1.653388143E-1,5.230278373E-1,-2.920036316E0
1.136885542E2,-3.027298450E-1,-4.933524132E-1,-4.486112595E-1
1.137885542E2,-3.794124126E-1,-1.224689960E0,3.246852875E0
1.138885542E2,7.774181962E-1,-1.983835936E0,1.815207481E0
1.139885542E2,9.930117130E-1,-9.194918871E-1,-5.119123459E-1
1.140885534E2,5.199825764E-2,9.525989890E-1,-2.685459137E0
1.141886292E2,4.667249024E-1,4.243113697E-1,-1.125370026E0
1.142886289E2,2.193474770E-2,-4.085637927E-1,2.478584290E0
1.143886289E2,8.217678666E-1,-4.991313219E-1,3.053885460E0
1.144886281E2,8.042788506E-2,-1.055989742E0,-9.774599075E-1
1.145886281E2,-7.945532799E-1,-3.085931540E-1,-2.637158871E0
1.146886281E2,3.958924711E-1,2.927779853E-1,-1.380575180E0
1.147886281E2,1.824417412E-1,-1.288621306E0,2.271442413E0
1.148886284E2,1.377088785E0,-1.405047655E0,2.415922165E0
1.149886283E2,1.349706650E0,-1.527101874E0,4.187479019E-1
1.150886283E2,7.194602489E-1,8.367216587E-2,-3.802745342E0
1.151886283E2,1.169028878E0,8.520469069E-1,-2.410410881E0
1.152886283E2,-4.416048527E-2,1.507967710E-2,2.134463310E0
1.153886283E2,9.940708876E-1,-9.032796025E-1,4.228869438E0
1.154886283E2,1.104427218E0,-1.408908367E0,2.874345779E-1
1.155886283E2,1.771073341E-1,1.889791936E-1,-3.348108292E0
1.156886284E2,-6.199526787E-2,6.823641062E-1,-2.713353157E0
1.157886284E2,-1.756230593E-1,-5.520841479E-1,1.948336601E0
1.158886284E2,8.592574596E-1,-8.798832893E-1,8.103485107E-1
1.159886284E2,1.535837889E0,-2.040863514E0,1.009548187E0
1.160886284E2,1.239516735E-1,5.202672482E-1,-3.467016220E0
1.161886284E2,8.304389715E-1,5.950502753E-1,-1.822406769E0
1.162886284E2,1.541021466E-1,6.817340851E-3,1.918733597E0
1.163886284E2,4.953714609E-1,3.064900637E-1,2.336681366E0
1.164886284E2,-4.477175474E-1,-2.013314009E0,5.731744766E-1
1.165886284E2,-2.219982743E-1,-3.860644102E-1,-2.425678253E0
1.166886284E2,-1.161997914E-1,3.457055688E-1,-2.935612679E0
1.167886284E2,-4.925018549E-2,-8.203392029E-1,5.633754730E-1
1.168886284E2,-3.057733774E-1,8.972769976E-2,1.829697609E0
1.169886284E2,7.288013697E-1,-2.347171307E0,1.947687149E0
1.170886283E2,-2.404816151E-1,-1.323747188E-1,-2.259202957E0
1.171886283E2,4.874537289E-1,7.458065748E-1,-2.327126980E0
1.172886283E2,1.667012572E-1,-7.368934155E-2,7.400255203E-1
1.173886283E2,-4.845501781E-1,-3.882405758E-1,2.806640625E0
1.174886282E2,-9.106544256E-1,-1.723752975E0,1.031497002E0
1.175886282E2,4.120026827E-1,-8.570361137E-1,-2.275798321E0
1.176886282E2,7.654917240E-2,-6.563770771E-2,-3.329343796E0
1.177886282E2,1.507623494E-1,-4.254898429E-1,1.006899834E0
1.178886280E2,-5.288828015E-1,3.092051744E-1,3.397542000E0
1.179886280E2,-5.112809539E-1,-2.133428097E0,2.902347565E0
1.180886280E2,-3.693070412E-1,-8.854312897E-1,-1.193893433E0
1.181886280E2,7.059535384E-1,7.776298523E-1,-3.119473934E0
1.182886280E2,-2.425867319E-2,-1.083066463E-1,-1.626424789E-1
1.183886280E2,3.989173770E-1,-8.816076517E-1,2.882729530E0
1.184886280E2,-5.088622570E-1,-1.576784134E0,3.135920525E0
1.185886280E2,7.753491402E-2,-1.404372692E0,-6.704149246E-1
1.186886280E2,-1.151441336E-1,2.588803172E-1,-3.002680779E0
1.187886280E2,-1.995998025E-1,-2.515184283E-1,2.167930603E-1
1.188886280E2,6.457680464E-2,-1.558164358E-1,2.662741661E0
1.189886271E2,7.931123376E-1,-1.438154459E0,3.601737976E0
1.190886271E2,6.784940362E-1,-1.356479406E0,3.382682800E-3
1.191886271E2,2.870727181E-1,1.427010894E-1,-3.367025375E0
1.192886271E2,8.266153336E-1,4.348148108E-1,-1.682521820E0
1.193886271E2,6.620812416E-1,-1.651895642E-1,2.431175232E0
1.194886271E2,3.995109797E-1,-1.148028135E0,3.029562950E0
1.195886269E2,8.214443922E-1,-1.424151421E0,-5.500755310E-1
1.196886269E2,-3.224771023E-1,-3.763348758E-1,-2.527925491E0
1.197886269E2,2.651903629E-1,4.174398184E-1,-1.907257080E0
1.198886269E2,-4.886391163E-1,-1.339109540E0,2.354601860E0
1.199886269E2,9.862362146E-1,-1.945641518E0,3.387637138E0
1.200886269E2,9.780565500E-1,-9.350141287E-1,2.724809647E-1
1.201886269E2,-2.770719528E-1,1.873504817E-1,-2.580803871E0
1.202885936E2,1.434368849E0,9.156167507E-1,-3.143097401E0
1.203885602E2,8.452835083E-1,-2.011280954E-1,2.063157082E0
1.204885269E2,-4.359036684E-2,-6.085928082E-1,3.915365219E0
1.205884935E2,3.386102319E-1,-1.584187031E0,5.094470978E-1
1.206884602E2,-6.209486723E-2,-3.858303726E-1,-4.416940689E0
1.207884269E2,1.314864635E0,7.813731432E-1,-3.728083134E0
1.208883935E2,5.622143745E-1,-5.351895690E-1,2.254592896E0
1.209883602E2,4.691269398E-1,-4.189975560E-1,2.649686813E0
1.210883269E2,6.700890064E-1,-2.576941490E0,5.934181213E-1
1.211874988E2,1.929105520E-1,2.318310142E-1,-2.574748516E0
1.212874654E2,1.339189529E0,1.169967413E0,-2.696831703E0
1.213874321E2,3.086181283E-1,-5.244354606E-1,1.647999763E0
1.214873987E2,1.072657108E-1,3.714370728E-2,2.173734665E0
1.215873654E2,-3.016624451E-1,-1.484873056E0,5.862503052E-1
1.216873320E2,9.642368555E-2,-3.849541545E-1,-3.692809582E0
1.217872987E2,-1.712655425E-1,3.229033947E-2,-2.412316799E0
1.218872657E2,2.203164697E-1,-1.270035505E-1,3.665018082E-1
1.219872333E2,1.414912343E-1,5.089224577E-1,2.834203720E0
1.220872000E2,4.321458042E-1,-2.825205803E0,1.629756927E0
1.221871667E2,1.684813499E-1,-8.196049929E-2,-3.355211258E0
1.222871333E2,5.866707563E-1,5.500687361E-1,-2.793131828E0
1.223871000E2,5.876722932E-1,9.069651365E-2,4.635581970E-1
1.224870667E2,-7.198367119E-1,-3.553497195E-1,4.046635628E0
1.225870333E2,-7.159557343E-1,-2.333867550E0,1.829537392E0
1.226870000E2,4.569399357E-2,-1.159682631E0,-2.006136894E0
1.227869666E2,-4.095103741E-1,-9.409064054E-2,-2.167696953E0
1.228869333E2,3.209753633E-1,-3.901046515E-1,7.828369141E-1
1.229869000E2,-5.321949720E-1,5.518151522E-1,3.606828690E0
1.230868666E2,-1.681256294E-1,-2.623861313E0,1.742060661E0
1.231868333E2,-1.728321314E-1,-1.075483203E0,-1.108610153E0
1.232868333E2,3.165510893E-1,6.478406787E-1,-3.429540634E0
1.233868333E2,-4.105591774E-2,1.340138912E-2,7.639942169E-1
1.234868333E2,-6.523524523E-1,-1.224622250E0,4.096387863E0
1.235868339E2,-3.041049242E-1,-1.611220121E0,2.735358238E0
1.236868339E2,3.654255271E-1,-1.496510506E0,8.110809326E-2
1.237868339E2,5.316698551E-1,1.436035633E-1,-3.930715561E0
1.238868339E2,1.187929392E0,-2.098141313E-1,-3.755378723E-2
1.239868339E2,-7.751889229E-1,-1.141342521E-1,3.482170105E0
1.240868339E2,8.154046535E-1,-1.430653453E0,1.490140915E0
1.241875087E2,3.946858048E-1,-2.023047924E0,5.974302292E-1
1.242875088E2,-2.597377300E-1,1.836019754E-1,-2.549623966E0
1.243875088E2,3.910195827E-1,1.758110523E-2,-1.071604729E0
1.244875089E2,1.877137423E-1,-7.958758473E-1,3.049516678E0
1.245875095E2,2.379572392E-2,-1.817535520E0,4.172291756E0
1.246875095E2,4.188553095E-1,-1.039007902E0,6.957054138E-2
1.247875095E2,-6.712281704E-2,1.061013639E-1,-3.458391666E0
1.248875092E2,1.471902728E-1,-2.612130642E-1,-1.493612289E0
1.249875092E2,5.260235071E-2,-1.439541101E0,1.582955360E0
1.250875091E2,7.899384499E-1,-7.924842834E-1,2.894332886E0
1.251875091E2,7.848861814E-1,-1.560911894E0,2.571706772E-1
1.252875093E2,6.865907311E-1,4.430496097E-1,-3.741082191E0
1.253875093E2,1.085301280E0,4.112367630E-1,-1.630892754E0
1.254875093E2,1.345725060E-1,-3.337827921E-1,2.106966972E0
1.255875095E2,4.650418162E-1,1.066550016E-1,1.719728470E0
1.256875095E2,-2.913861275E-1,-1.921500921E0,2.927675247E-1
1.257875095E2,3.132611513E-1,-4.299871027E-1,-3.300993443E0
1.258875095E2,-9.324914217E-2,4.568815231E-2,-1.545141220E0
1.259875095E2,1.318282485E-1,-1.621143222E-1,3.469839096E-1
1.260875095E2,2.679646015E-2,-5.674839020E-3,3.090535164E0
1.261875095E2,9.013746977E-1,-2.362864971E0,2.361016273E0
1.262875095E2,-2.727707624E-1,-8.546822071E-1,-2.850613594E0
1.263875095E2,7.944418192E-1,3.672155738E-1,-4.140861034E0
1.264875095E2,-8.229994774E-2,-1.183637977E-1,1.395336151E0
1.265875088E2,-8.289968967E-2,-3.838793635E-1,3.058653831E0
1.266875089E2,-1.508002162E0,-2.811990499E0,4.015742302E0
1.267875089E2,9.312508106E-1,-1.052173972E0,-1.462265968E0
1.268875089E2,4.587412477E-1,-4.468086660E-1,-2.852707863E0
1.269875089E2,1.530950069E0,5.646494627E-1,-2.474748611E0
1.270875089E2,-1.474564075E0,-1.036304832E0,2.802646637E0
1.271875089E2,-5.719102621E-1,-8.967022896E-1,3.701727867E0
1.272875088E2,8.603157997E-1,-2.563019037E0,1.341754913E0
1.273875088E2,6.979992390E-1,-2.662477195E-1,-3.446444035E0
1.274875090E2,1.115512371E0,1.923860312E-1,-2.953032970E0
1.275875084E2,4.932678342E-1,6.230503917E-1,3.565473557E-1
1.276875084E2,-7.352852821E-2,-4.835412204E-1,4.391509056E0
1.277875084E2,-2.320569754E-1,-2.066144466E0,1.211081505E0
1.278875084E2,1.744123101E-1,-2.256285429E0,7.086973190E-1
1.279875084E2,1.017667055E-1,1.337046027E-1,-3.222944736E0
1.280875084E2,-3.898101449E-1,-4.286119044E-1,-6.766757965E-1
1.281875084E2,7.648904324E-1,-8.448374271E-1,1.736587524E0
1.282875083E2,1.991987228E-1,-2.045522213E0,3.229511261E0
1.283875083E2,5.646628141E-2,-1.905318618E0,4.242429733E-1
1.284875083E2,9.795075655E-2,-1.343714952E0,-1.857144356E0
1.285875080E2,5.284948349E-1,-8.542752862E-1,-2.555559158E0
1.286875080E2,2.311737537E-1,-3.900594711E-1,-1.030759811E-1
1.287875080E2,1.940258741E-1,-7.037843466E-1,2.131545067E0
1.288875081E2,1.671125889E-1,-1.549765706E0,3.038922310E0
1.289875081E2,-2.977219820E-1,-2.150034428E0,-2.034826279E-1
1.290875081E2,-6.804106236E-1,-1.490255833E0,-3.922119141E-1
1.291875081E2,7.241684198E-2,-9.671366811E-1,-9.831466675E-1
1.292875081E2,-7.276833057E-3,-1.179517031E0,1.322908401E-1
1.293875081E2,1.294689775E-1,-1.457392931E0,7.832250595E-1
1.294875081E2,5.927459598E-1,-1.995065212E-1,-3.591232300E-1
1.295875079E2,-8.708596826E-1,-1.859637022E0,1.519123077E0
1.296875079E2,8.683687449E-2,-9.698075652E-1,-3.828964233E-1
1.297875079E2,4.438476861E-1,-1.028345823E0,-2.257900238E-1
1.298875079E2,2.625427842E-1,-6.723238230E-1,1.237449646E-1
1.299875079E2,6.840008497E-2,-9.056537151E-1,1.831312180E-1
1.300875079E2,-1.033872366E-2,-1.312247813E-1,-1.308031082E-1
1.301875079E2,-9.913623333E-3,-3.329403698E-2,-3.196907043E-2
1.302875081E2,-7.606646419E-2,3.910360336E-1,-1.807451248E-1
1.303875081E2,1.374387294E-1,-2.921801805E-1,2.968788147E-1
1.304875078E2,4.302529991E-2,3.001762927E-1,-2.153301239E-2
1.305875078E2,1.704850942E-1,2.889914811E-1,8.017349243E-2
1.306875078E2,-7.474758029E-1,-2.451706529E-1,-1.574192047E-1
1.307875078E2,7.410037518E-2,1.521349400E-1,1.526117325E-1
1.308874745E2,-2.763524652E-2,5.508267879E-2,-2.675743103E-1
1.309874411E2,1.027627885E-1,5.751404166E-2,-1.195716858E-2
1.310874078E2,6.121864915E-2,1.972794533E-1,2.849483490E-2
1.311873745E2,4.530590773E-2,-9.678393602E-3,1.018810272E-2
1.312873412E2,1.798809916E-1,5.111518502E-2,3.726482391E-2
1.313873078E2,-2.724066377E-2,-1.223224401E-2,-1.456165314E-2
1.314872745E2,7.907837629E-2,-5.903890729E-2,-8.688926697E-3
1.315872412E2,5.744260550E-2,-1.915740967E-2,1.185436249E-1
1.316872078E2,-2.061861753E-2,-4.076758027E-2,7.053279877E-2
1.317871745E2,-4.935759306E-2,-2.850478888E-2,-5.041503906E-2
1.318871412E2,-8.144199848E-3,4.604578018E-3,1.386032104E-1
1.319871078E2,3.979384899E-3,2.590647340E-2,1.724739075E-1
1.320870744E2,-5.805489421E-2,-1.149490476E-2,7.503795624E-2
1.321870411E2,1.217033267E-1,-8.195012808E-3,7.440376282E-2
1.322870077E2,2.632287145E-2,-3.816461563E-2,-7.605743408E-2
1.323869744E2,1.071691811E-1,-7.870694995E-2,1.071853638E-1
1.324869411E2,3.924369812E-4,-5.040764809E-3,6.407165527E-2
1.325869087E2,-3.881141543E-2,-9.932655096E-2,3.444480896E-2
1.326868753E2,1.978403330E-2,-1.362782717E-2,3.969669342E-2
1.327868420E2,-4.940840602E-2,-1.037681997E-1,2.122488022E-1
1.328868087E2,-9.224116802E-3,-5.235847831E-2,7.882118225E-2
1.329867754E2,5.965888500E-3,-6.294387579E-2,5.765533447E-2
1.330867420E2,1.938951015E-2,-7.078215480E-2,2.345991135E-1
1.331867087E2,-3.255417943E-2,-1.195580363E-1,4.131984711E-2
1.332866751E2,1.743095517E-1,5.605220795E-4,4.797649384E-2
1.333866418E2,2.332052588E-2,-5.115300417E-2,-9.770011902E-2
1.334866085E2,8.665937185E-2,2.526178956E-2,1.076869965E-1
1.335865752E2,-4.453057051E-2,-6.358093023E-2,1.217632294E-1
1.336865418E2,4.734042287E-2,-1.479902864E-2,-1.264820099E-1
1.337865085E2,1.093983650E-3,-5.588689446E-2,-5.751228333E-2
1.338865085E2,-1.726779342E-2,-1.058864295E-1,1.266269684E-1
1.339865085E2,6.472930312E-2,-3.206926584E-2,1.680030823E-1
1.340865085E2,3.567734361E-2,-6.200608611E-2,2.011833191E-1
1.341860989E2,4.033008218E-2,-9.667927027E-2,-1.157283783E-2
1.342860989E2,-2.015308142E-1,-1.024311185E-1,-3.674983978E-2
1.343860989E2,4.353150725E-2,7.717686892E-2,3.663063049E-3
1.344860989E2,3.127062917E-1,-1.758970320E-1,2.635955811E-3
1.345860989E2,-8.318471909E-2,-3.211206198E-2,-1.836118698E-1
1.346860989E2,-5.056303740E-2,-3.257283568E-2,4.569559097E-1
1.347860989E2,-3.574997187E-3,3.171813488E-2,-5.637645721E-2
1.348860989E2,8.859503269E-2,-8.095246553E-2,8.907890320E-2
