"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.050788639E2,1.409482956E-2,-6.508420706E-1,3.535150528E0
2.051788641E2,-4.516425133E-1,-1.579477072E0,2.814589500E0
2.052788641E2,7.096294165E-1,-1.204607248E0,-1.519397736E0
2.053788641E2,-4.473798871E-1,-3.308057785E-4,-3.005821228E0
2.054788641E2,1.495939195E-1,-1.849981546E-1,-1.665487289E-1
2.055788641E2,-2.881324291E-2,-1.493014693E0,2.592171669E0
2.056788641E2,1.671206355E0,-1.007850051E0,2.009765625E0
2.057788641E2,8.237228394E-1,-1.211931229E0,-4.530296326E-1
2.058788641E2,2.771150470E-1,5.437683463E-1,-2.740657330E0
2.059788641E2,4.997366667E-1,5.906865001E-1,-1.449523926E0
2.060788641E2,2.464753985E-1,-3.116717935E-1,1.220059395E0
2.061788642E2,-1.395615339E-1,-3.361260891E-2,1.683900833E0
2.062788641E2,-1.203699350E0,-1.609427929E0,7.168197632E-2
2.063788641E2,-1.154029965E-1,-4.429747462E-1,-2.677643776E0
2.064788642E2,-3.888646960E-1,8.803337812E-2,-2.146780968E0
2.065788642E2,-3.277389407E-1,-7.315158844E-1,8.895750046E-1
2.066788642E2,-6.110738516E-1,1.650403142E-1,2.525277138E0
2.067788642E2,-1.635802984E-1,-2.455924034E0,3.051077843E0
2.068788642E2,-1.604169607E-3,-3.067928255E-1,-2.123959541E0
2.069788642E2,6.499702334E-1,6.768558025E-1,-3.001872540E0
2.070788642E2,1.679901481E-1,-1.404619217E-2,6.691265106E-1
2.071788642E2,-8.748456240E-1,-8.898335099E-1,3.284184456E0
2.072788642E2,-8.718583584E-1,-2.345326900E0,2.369129181E0
2.073788642E2,-5.764418840E-2,-1.196719408E0,-1.131099701E0
2.074788642E2,-1.880490780E-2,4.970328808E-1,-2.664903641E0
2.075788642E2,-1.122390926E-1,6.884276867E-3,-7.314682007E-3
2.076788642E2,-1.645659208E-1,-1.047552109E0,2.313811302E0
2.077788642E2,1.268480420E0,-1.289752841E0,1.668342590E0
2.078788642E2,3.853262365E-1,-1.189457536E0,-2.823104858E-1
2.079788642E2,-3.422157764E-1,4.694374800E-1,-2.386574268E0
2.080788642E2,3.395338356E-1,3.014621139E-1,-1.980754852E0
2.081788642E2,-5.292288661E-1,-2.706708014E-1,2.640924454E0
2.082788642E2,3.992225528E-1,-2.911165953E-1,1.982580185E0
2.083788642E2,-3.161339760E-1,-1.752400041E0,2.363405228E-1
2.084788642E2,-8.986634016E-2,-5.796017647E-1,-2.808707237E0
2.085788642E2,3.571551740E-1,5.315592885E-1,-2.308784008E0
2.086788642E2,2.641981542E-1,-8.691631556E-1,1.482242584E0
2.087788642E2,2.048204839E-1,1.188516617E-3,1.069250107E0
2.088788642E2,1.086306214E0,-1.804003954E0,1.260996819E0
2.089788642E2,5.052660704E-1,-3.990218043E-1,-2.535269737E0
2.090788642E2,5.710664988E-1,9.284338355E-1,-2.925577641E0
2.091788642E2,-4.884605408E-1,-2.073766440E-1,1.883195877E0
2.092788642E2,2.135319114E-1,-4.508452415E-1,3.247146606E0
2.093788642E2,-8.556714058E-1,-2.066344261E0,1.184557915E0
2.094788642E2,-1.276028156E-2,-5.580560565E-1,-2.392070770E0
2.095788642E2,-2.527165413E-2,2.633924484E-1,-3.215918064E0
2.096788642E2,-1.354750395E-1,-3.657796681E-1,8.505887985E-1
2.097788642E2,-4.140986204E-1,1.555570960E-1,3.001927376E0
2.098788642E2,-2.910791636E-1,-2.593683004E0,1.821094513E0
2.099788642E2,1.611642241E-1,-6.988567710E-1,-1.494945526E0
2.100788642E2,1.092900276E0,7.429525256E-1,-2.859620571E0
2.101788642E2,7.195878029E-1,2.992987633E-3,6.152725220E-2
2.102788642E2,4.198142290E-1,-1.460967779E0,3.138565063E0
2.103788642E2,-3.027170897E-1,-1.068648934E0,2.431434631E0
2.104788642E2,1.062139511E0,-9.968373775E-1,-9.130659103E-1
2.105788642E2,6.413063407E-1,1.465343535E-1,-2.568832874E0
2.106788642E2,-2.219430208E-1,-4.480668306E-1,1.461524963E-1
2.107788642E2,-3.253604770E-1,-4.922754765E-1,2.218021393E0
2.108788644E2,1.712768912E0,-2.051710606E0,3.594352722E0
2.109788644E2,1.243845820E0,-2.071511984E0,1.419997215E0
2.110788643E2,-2.847527266E-1,7.553415298E-1,-4.244061470E0
2.111788644E2,4.489569068E-1,2.139896750E-1,-1.794102669E0
2.112788644E2,-5.343321562E-1,-3.915824890E-1,1.596942902E0
2.113788644E2,-5.892405510E-1,-2.362169027E-1,2.499351501E0
2.114788644E2,-1.027465224E0,-7.701269388E-1,-3.380775452E-1
2.115788644E2,-3.959264755E-1,1.174258143E-1,-2.473246098E0
2.116788645E2,4.697755575E-1,1.691064984E-1,-2.339050770E0
2.117788645E2,-9.779032469E-1,-4.171118140E-3,9.983606339E-1
2.118788645E2,-1.695722342E-2,-2.520426810E-1,3.576672554E0
2.119788645E2,-2.606855035E-1,-1.935055852E0,5.492019653E-1
2.120788645E2,-1.378877878E0,-6.712201834E-1,-2.372271061E0
2.121788645E2,-1.081086397E-1,1.144646287E0,-3.120286465E0
2.122788645E2,2.256462574E-1,1.394592524E-1,1.233141899E0
2.123788645E2,-6.507247686E-1,-8.874973059E-1,4.117405891E0
2.124788645E2,-1.302901864E0,-2.238439560E0,3.566504478E0
2.125788645E2,3.127271533E-1,-1.624148935E-1,-2.531990051E0
2.126788645E2,-2.759838104E-2,4.416747987E-1,-3.074279308E0
2.127788645E2,-3.924026489E-1,-1.283114552E-1,5.986728668E-1
2.128788645E2,2.639702857E-1,-1.148935080E0,3.419981003E0
2.129788645E2,-3.507870436E-1,-2.171337605E0,3.965785980E0
2.130788645E2,1.790983677E-1,-8.739519715E-1,-1.816260338E0
2.131788645E2,7.002958655E-1,8.176904321E-1,-3.776935101E0
2.132788645E2,-1.594669819E-1,2.366916835E-2,3.405027390E-1
2.133788645E2,-1.863187551E-1,-7.958698273E-1,2.689618111E0
2.134788645E2,2.152562141E-2,-2.455846310E0,3.640726089E0
2.135788645E2,9.462119341E-1,-6.020364761E-1,-1.636439323E0
2.136788645E2,-3.622972965E-2,-9.874536097E-2,-3.327265263E0
2.137788645E2,8.095051646E-1,1.042620540E-1,-4.116296768E-1
2.138788644E2,1.720284224E-1,-7.353966236E-1,2.567391396E0
2.139788644E2,9.753918648E-2,-3.159114838E0,6.708876610E0
2.140788644E2,1.699160337E-1,-6.698306799E-1,-1.058895111E0
2.141788644E2,4.628757536E-1,3.760707378E-1,-4.110038757E0
2.142788644E2,7.954537868E-1,4.434393048E-1,-2.532525063E0
2.143788644E2,-7.208331823E-1,-1.482671022E0,4.661656380E0
2.144788644E2,-1.016498327E0,-1.516812801E0,1.872249603E0
2.145788644E2,3.000583649E-1,-6.306495070E-1,-6.838598251E-1
2.146785748E2,5.706989765E-2,6.088610291E-1,-3.456869125E0
2.147785748E2,7.019400597E-2,-4.948195219E-1,1.326507568E0
2.148785748E2,-5.100392103E-1,-6.409600973E-1,3.959267616E0
2.149785748E2,1.132153869E-1,-3.321907043E0,3.395092964E0
2.150785748E2,-1.343431771E-1,-7.155804634E-1,-1.913809776E0
2.151785748E2,9.704755545E-1,1.121935368E0,-5.856938839E0
2.152785748E2,1.878185272E-1,6.686410308E-2,-1.886835098E-1
2.153785748E2,-4.967116117E-1,-1.691351891E0,5.118612289E0
2.154785748E2,1.544296741E-1,-1.092913389E0,2.713745117E0
2.155785748E2,9.441443086E-1,-1.123664379E0,-1.491063118E0
2.156785748E2,-1.987373829E-2,7.464882731E-1,-3.980325699E0
2.157785748E2,1.732932627E-1,-8.020049334E-1,1.802701950E0
2.158785748E2,-2.525091171E-2,-4.504989386E-1,1.659293175E0
2.159785748E2,5.391359329E-2,-3.699801922E0,4.524602890E0
2.160785748E2,7.690868378E-1,-2.254875600E-1,-1.935054302E0
2.161785748E2,7.227773666E-1,1.270506978E0,-3.395029545E0
2.162785748E2,-5.954208374E-1,-2.791249752E-1,1.261487007E0
2.163785748E2,-3.709251285E-1,-8.319303989E-1,2.445133209E0
2.164785748E2,-8.383854032E-1,-1.976575375E0,1.334768295E0
2.165785748E2,4.565145969E-1,-4.594194889E-1,-2.296675205E0
2.166785748E2,9.520305395E-1,6.481746435E-1,-3.321715832E0
2.167785748E2,4.620923400E-1,-6.416961551E-1,-3.317070007E-1
2.168785748E2,-2.446658909E-1,-1.088118553E-2,1.706408501E0
2.169785748E2,-3.451524973E-1,-2.049807310E0,3.049558640E0
2.170785748E2,-6.316847801E-1,1.376697570E-1,-8.406152725E-1
2.171785748E2,5.342248082E-1,8.864730000E-1,-2.393718243E0
2.172785748E2,4.064151645E-1,-1.452836394E-1,-7.238245010E-1
2.173785748E2,-4.310793281E-1,-2.214212894E0,4.588295937E0
2.174785749E2,-4.402887821E-1,-2.328529358E0,3.024341583E0
2.175785749E2,2.134629488E-1,-1.609541535E0,2.895059586E-1
2.176785749E2,-8.002752066E-2,5.986475348E-1,-3.816069603E0
2.177785749E2,2.329558134E-2,-5.895185471E-2,1.951980591E-2
2.178785749E2,1.053066850E-1,-9.876020551E-1,3.441579819E0
2.179785749E2,6.622087955E-1,-2.589820623E0,3.775005341E0
2.180785749E2,3.608927429E-1,-8.320800662E-1,-7.089948654E-1
2.181785749E2,5.907820463E-1,7.213550210E-1,-3.717501640E0
2.182785749E2,3.407080173E-1,3.840446472E-1,-7.183351517E-1
2.183785749E2,4.838693440E-1,-1.193304062E0,4.597346306E0
2.184785416E2,-5.275554061E-1,-2.479228973E0,2.755958557E0
2.185785082E2,3.223217130E-1,-9.222944975E-1,-1.557431221E0
2.186784749E2,-2.904610634E-1,3.201936483E-1,-2.604466915E0
2.187784416E2,-6.614509225E-2,-5.961341858E-1,-2.749347687E-1
2.188784083E2,-3.117085695E-1,-9.885168672E-1,3.208786964E0
2.189783749E2,6.048994064E-1,-2.976655722E0,3.195610046E0
2.190783416E2,1.015857100E0,-8.728978038E-1,-5.772428513E-1
2.191783083E2,3.216248155E-1,5.923538804E-1,-3.956763268E0
2.192782749E2,7.410503626E-1,5.966396332E-1,4.186029434E-1
2.193782416E2,5.184391141E-1,-1.089116335E0,3.229511261E0
2.194782082E2,-1.433624625E-1,-1.295035005E0,2.520494461E0
2.195781747E2,9.978805780E-1,-8.041015267E-1,-1.391921043E0
2.196781412E2,-9.800146818E-1,-2.261352539E-1,-1.456780434E0
2.197781079E2,-2.489358932E-1,-1.362788081E-1,-5.769300461E-1
2.198780746E2,6.252945215E-2,-1.131563425E0,2.329281807E0
2.199780412E2,1.367996335E0,-1.747469664E0,1.838411331E0
2.200780079E2,3.787896633E-1,-1.735130310E0,-1.439056396E-1
2.201779745E2,-1.557765156E-1,3.805700541E-1,-2.789732456E0
2.202779412E2,2.441220731E-1,3.591537476E-2,-7.054176331E-1
2.203779079E2,1.420150399E-1,-7.546194792E-1,3.033287048E0
2.204778744E2,7.473865151E-1,-1.048604250E0,1.793748856E0
2.205778411E2,1.237338781E0,-1.224298477E0,-2.958631516E-1
2.206778078E2,-1.441535354E-1,-4.956375957E-1,-3.097979546E0
2.207777744E2,4.499002397E-1,-2.681714296E-2,-2.794507504E0
2.208777411E2,-6.771551371E-1,-1.531491756E0,1.427603722E0
2.209777078E2,1.657943487E0,-1.442961216E0,3.350579262E0
2.210776744E2,1.700079441E0,-1.417714000E0,2.152379036E0
2.211771905E2,-5.077688694E-1,4.100836217E-1,-3.813049793E0
2.212771572E2,3.350676894E-1,1.336629152E0,-2.276728153E0
2.213771238E2,3.902991712E-1,-1.005832255E-1,1.847272873E0
2.214771238E2,-2.931433916E-1,-9.370214939E-1,2.574674606E0
2.215771238E2,-6.641608477E-1,-1.860979438E0,1.341978073E0
2.216771238E2,-7.948344946E-2,-5.780519545E-2,-2.187808990E0
2.217771238E2,-5.103706717E-1,4.746550322E-2,-1.730058670E0
2.218771238E2,4.048100114E-2,-1.202724695E0,4.940166473E-1
2.219771238E2,1.848730892E-1,-7.821218967E-1,1.836153030E0
2.220771238E2,4.534355402E-1,-2.842068911E0,2.533003807E0
2.221771238E2,2.135447562E-1,-1.400359869E-1,-1.731982231E0
2.222771239E2,6.536123753E-1,1.122182608E-1,-3.814077377E0
2.223771239E2,-8.008092642E-2,-8.723258972E-2,-9.436445236E-1
2.224771238E2,1.441419125E-3,-1.448664665E-1,2.723619461E0
2.225771241E2,-7.970224619E-1,-1.621903181E0,3.302863121E0
2.226771241E2,2.370121479E-1,-5.192873478E-1,-8.264188766E-1
2.227771241E2,3.839326501E-1,6.569969654E-2,-3.401741505E0
2.228771241E2,1.689261198E-1,-8.709298372E-1,-1.527019501E0
2.229771241E2,-1.850883961E-1,-5.966290832E-1,2.736085892E0
2.230771241E2,1.747039557E-1,-1.863262653E0,3.478318214E0
2.231771241E2,1.080811024E0,-8.335006237E-1,-4.157018661E-1
2.232771975E2,1.007486820E0,4.363117814E-1,-3.475156784E0
2.233771975E2,2.611978650E-1,-5.430179834E-2,-4.060544968E-1
2.234771975E2,-2.022891045E-1,-7.104791999E-1,3.032288551E0
2.235771975E2,-9.323451519E-1,-1.286059618E0,1.535880089E0
2.236771975E2,5.120599270E-2,-9.399108887E-1,-9.178476334E-1
2.237771975E2,-2.041330338E-1,-2.862691879E-2,-2.646739006E0
2.238771975E2,4.687778652E-1,-7.429001331E-1,-1.004223824E0
2.239771975E2,-8.968693018E-2,-8.657528162E-1,2.301564217E0
2.240771975E2,-4.984906316E-2,-1.531289697E0,3.343280792E0
2.241771975E2,3.013994396E-1,-9.159287214E-1,2.320680618E-1
2.242771975E2,9.412480593E-1,5.998629928E-1,-3.441704273E0
2.243771975E2,7.754533291E-1,3.685498536E-1,-1.237586021E0
2.244771974E2,2.528329492E-1,-5.500675440E-1,2.648877144E0
2.245771974E2,1.069921255E-1,-1.463404417E0,3.290469170E0
2.246771111E2,-2.828249931E-1,-1.456738353E0,-2.580595016E-1
2.247771111E2,-5.005595684E-1,1.007443964E-1,-2.761270046E0
2.248771112E2,2.180713713E-1,-3.092667460E-2,-1.297486305E0
2.249771112E2,1.890915930E-1,-9.670909047E-1,1.546308517E0
2.250771112E2,1.867252588E-1,-1.105251312E0,2.631842613E0
2.251771112E2,5.601335168E-1,-1.318487287E0,5.798835754E-1
2.252771111E2,7.941069603E-1,4.388721287E-1,-3.083930969E0
2.253771111E2,4.475822151E-1,1.981378794E-1,-1.514537811E0
2.254771111E2,-3.260505199E-2,-6.976843476E-1,1.968923569E0
2.255771109E2,-1.731966734E-1,-8.147326708E-1,2.773039818E0
2.256771109E2,-2.167829871E-1,-1.380720019E0,-1.498098373E-1
2.257771109E2,3.708525300E-1,-3.948159218E-1,-2.377719402E0
2.258771109E2,-1.158579886E-1,1.133282781E-1,-1.767292023E0
2.259771109E2,-7.685750723E-3,-9.184554815E-1,1.530944824E0
2.260771109E2,3.588393629E-1,-3.274086714E-1,1.493750572E0
2.261771109E2,1.946362257E-1,-1.592854500E0,2.780942917E-1
2.262771109E2,4.205787182E-2,1.106810272E-1,-2.256559372E0
2.263771109E2,2.919009924E-1,7.465479970E-1,-1.696533203E0
2.264771109E2,1.832515001E-1,-5.012300014E-1,1.825882912E0
2.265771109E2,2.013738155E-1,-6.696747541E-1,3.455709457E0
2.266770776E2,-3.158015013E-1,-1.729099393E0,1.275702477E0
2.267770442E2,-5.416035652E-2,-2.750926018E-1,-3.111449718E0
2.268770109E2,-9.248560667E-2,-7.170855999E-3,-2.749279976E0
2.269769776E2,9.892198443E-2,-9.989068508E-1,9.913167953E-1
2.270769442E2,4.112063944E-1,-8.604866862E-1,2.468592644E0
2.271769109E2,6.294333935E-1,-1.600665927E0,1.652196884E0
2.272768776E2,8.643346429E-1,-1.428751945E-1,-3.099144936E0
2.273768442E2,1.394953847E0,9.356678724E-1,-3.068917274E0
2.274768109E2,4.188225865E-1,-1.392303705E-1,1.431843758E0
2.275767776E2,3.868204355E-1,-7.602232695E-1,3.657076836E0
2.276767442E2,-4.761933088E-1,-1.496098042E0,3.606519699E-1
2.277767102E2,-4.201126099E-2,-6.188889146E-1,-1.764528275E0
2.278766769E2,-2.471113205E-2,2.056704015E-1,-2.360132217E0
2.279766436E2,-3.255696297E-1,-9.021303654E-1,9.995193481E-1
2.280765769E2,3.082897961E-1,-8.516247869E-1,2.200965881E0
2.281765102E2,8.661741614E-1,-2.269154549E0,1.831248283E0
2.282764436E2,6.904883385E-1,-3.899479508E-1,-1.961945534E0
2.283763769E2,8.200175166E-1,5.387194157E-1,-3.156831264E0
2.284763103E2,3.572002053E-1,-9.045845270E-2,1.528482437E-1
2.285762438E2,1.179966927E-1,-3.521434367E-1,3.083699226E0
2.286761772E2,-2.564555407E-1,-8.489264846E-1,9.224090576E-1
2.287761105E2,-3.960627317E-2,-4.502727091E-1,-1.076798439E0
2.288760438E2,3.495829701E-1,9.933766723E-2,-2.545964718E0
2.289759772E2,-1.268582046E-1,-9.101356268E-1,-5.362129211E-1
2.290759105E2,-6.973458529E-1,-7.842010856E-1,3.162935257E0
2.291758439E2,1.124968410E0,-2.013154268E0,2.236063957E0
2.292757772E2,3.211136162E-1,-5.480417013E-1,-1.212373734E0
2.293757106E2,1.504046917E-1,8.400390148E-1,-3.339017391E0
2.294756439E2,-1.117892265E-1,-6.692679226E-2,9.943675995E-2
2.295755439E2,-1.091706753E-1,-5.664147735E-1,2.759965897E0
2.296754772E2,-5.505239964E-1,-1.522607803E0,2.570697784E0
2.297754106E2,2.416200936E-1,-8.082460165E-1,-9.353437424E-1
2.298753439E2,-2.283184528E-1,5.395143032E-1,-3.214527130E0
2.299752772E2,-7.998776436E-2,-1.644119620E-1,-2.969608307E-1
2.300752105E2,-4.322392941E-1,-9.329566956E-1,2.849485397E0
2.301751439E2,4.674928784E-1,-1.883234024E0,2.803765297E0
2.302750773E2,7.698599696E-1,-1.137772918E0,-4.735746384E-1
2.303750106E2,5.302734375E-1,7.761722803E-1,-3.511250496E0
2.304749440E2,8.013612628E-1,3.433963656E-1,-6.372137070E-1
2.305748773E2,2.384374142E-1,-5.894314647E-1,2.756920815E0
2.306748106E2,-9.272527695E-2,-9.038392305E-1,2.313356400E0
2.307747446E2,1.192008257E-1,-1.431180716E0,-7.474346161E-1
2.308746780E2,9.817397594E-2,-4.741966724E-3,-2.776013374E0
2.309746113E2,3.168197870E-1,6.906211376E-2,-1.289966583E0
2.310745779E2,-1.307261586E-1,-1.077752709E0,2.312490463E0
2.311745446E2,1.095305085E-1,-1.917822838E0,2.908305168E0
2.312745113E2,1.151760221E0,-1.211560726E0,6.980705261E-2
2.313744780E2,5.121970177E-1,4.104718268E-1,-2.640207291E0
2.314744447E2,7.544870377E-1,3.778268695E-1,-1.944204807E0
2.315744113E2,1.947665215E-2,-7.160634398E-1,2.492583275E0
2.316743780E2,2.358130217E-1,-1.300359130E0,2.572171211E0
2.317743447E2,-9.701550007E-2,-1.606603622E0,-5.075454712E-2
2.318743113E2,8.808624744E-2,-3.284142017E-1,-2.314904690E0
2.319742780E2,6.471155882E-1,-1.216910779E-2,-2.266948700E0
2.320742446E2,4.004316926E-1,-1.190273762E0,1.622271538E0
2.321742112E2,7.411730289E-1,-2.855784893E0,5.118862152E0
2.322741779E2,1.466489792E0,-9.021420032E-2,-1.840780258E0
2.323741446E2,4.155910313E-1,5.646809340E-1,-4.309914112E0
2.324741112E2,7.488965392E-1,2.302717865E-1,-1.260212898E0
2.325741112E2,1.747965813E-1,-1.025819778E0,2.341690063E0
2.326741112E2,-7.114928961E-1,-1.852690578E0,3.194899559E0
2.327741112E2,7.826463580E-1,-1.107630134E0,-1.281756401E0
2.328741112E2,3.878388405E-1,4.232391417E-1,-2.829959393E0
2.329741112E2,8.050810695E-1,2.604306042E-1,-5.215358734E-1
2.330741112E2,4.322428405E-1,-9.549347162E-1,1.228666306E0
2.331741112E2,1.376613140E0,-1.826922178E0,2.119446754E0
2.332741112E2,1.224768877E0,-1.670967817E0,-1.690807343E-1
2.333741112E2,5.974258184E-1,9.692778587E-1,-3.962819576E0
2.334741112E2,4.675299525E-1,4.094504714E-1,-7.927589417E-1
2.335741112E2,-6.120148897E-1,-8.288460374E-1,3.105051994E0
2.336741112E2,6.735179424E-1,-8.334769011E-1,2.977149963E0
2.337741112E2,2.029707432E-1,-1.572012663E0,-2.997941971E-1
2.338741112E2,1.958467960E-1,9.123261273E-2,-3.181039333E0
2.339741112E2,4.034397006E-1,4.451568127E-1,-1.670631409E0
2.340741113E2,9.651945233E-1,-1.197915792E0,2.552212715E0
2.341741113E2,1.265634775E0,-1.353168011E0,1.085085869E0
2.342741113E2,4.382461905E-1,-1.955049276E0,7.996969223E-1
2.343741113E2,3.994845748E-1,8.562313318E-1,-3.937325478E0
2.344741112E2,1.388698339E0,3.288828135E-1,-1.849850655E0
2.345741112E2,4.661009312E-1,-4.365839362E-1,1.334949493E0
2.346741112E2,6.601483822E-1,-7.487894297E-1,3.675871849E0
2.347738826E2,-5.320395231E-1,-2.216674805E0,4.700441360E-1
2.348738826E2,3.725079298E-1,-1.559395492E-1,-2.861619949E0
2.349738826E2,5.534222722E-1,7.399555445E-1,-2.839098454E0
2.350738826E2,3.261792660E-2,-1.441794276E0,1.691467285E0
2.351738826E2,7.231589556E-1,-3.676223457E-1,1.213191986E0
2.352738826E2,1.218539000E0,-2.486281395E0,1.891974449E0
2.353738826E2,4.663878083E-1,3.959336281E-1,-3.980280399E0
2.354738826E2,8.338196278E-1,7.895354033E-1,-3.454605579E0
2.355738826E2,-2.020323277E-1,-3.137612045E-1,1.574758530E0
2.356738826E2,-4.001345634E-1,-9.404032826E-1,3.936032295E0
2.357738826E2,-9.741486311E-1,-1.940801501E0,8.554611206E-1
2.358738826E2,-2.142310143E-2,-5.308149010E-2,-2.527122021E0
2.359738826E2,1.781212091E-1,6.602746248E-1,-3.514004230E0
2.360738826E2,-9.001396298E-1,-1.471303225E0,-3.317537308E-1
2.361738826E2,-4.101890922E-1,-2.781579792E-1,2.420237541E0
2.362738826E2,3.828106225E-1,-1.965228558E0,4.366876602E0
2.363738826E2,6.536674500E-1,-4.105809927E-1,-1.740693569E0
2.364738826E2,1.098728061E0,1.267597437E0,-4.693059921E0
2.365738826E2,-3.434884548E-2,2.505630255E-1,1.261988640E0
2.366738826E2,-8.711401224E-1,-7.107090950E-1,4.463933945E0
2.367738826E2,-1.397017598E0,-1.834583759E0,1.057891846E0
2.368738826E2,6.285558343E-1,-1.124812841E0,-1.350006104E0
2.369738826E2,3.686397076E-1,1.086776972E0,-4.386962414E0
2.370738825E2,3.388786316E-2,-5.164583325E-1,7.613983154E-1
2.371738825E2,-6.321611404E-1,-5.134383440E-1,3.300444603E0
2.372738825E2,-2.030700445E-1,-3.206215143E0,4.384189606E0
2.373738825E2,5.392026305E-1,-3.386607170E-1,-2.842419624E0
2.374738826E2,6.711251736E-1,8.245223165E-1,-4.186333656E0
2.375738826E2,-1.842471361E-1,-3.449805677E-1,5.486345291E-1
2.376738826E2,-6.900185347E-1,-4.668895304E-1,4.198932648E0
2.377738826E2,-1.101049900E0,-2.043049335E0,1.819302559E0
2.378738826E2,-5.180895329E-2,-8.924190998E-1,-9.757633209E-1
2.379738826E2,1.372010708E0,1.378664851E0,-4.449840546E0
2.380738826E2,6.470898390E-1,-1.972436428E0,6.750154495E-1
2.381738826E2,-6.341814995E-2,-6.832320690E-1,2.712491035E0
2.382738826E2,-8.604376912E-1,-2.271874905E0,5.947985649E0
2.383738826E2,3.901242912E-1,-4.999839067E-1,-1.531554222E0
2.384738826E2,8.074465990E-1,6.927771568E-1,-4.850027084E0
2.385738826E2,2.022888064E-1,5.710893869E-1,-2.109270096E-1
2.386738826E2,6.808492541E-1,-1.086664319E0,3.921502113E0
2.387738826E2,2.110618353E-1,-2.312319279E0,2.140707970E0
2.388738826E2,5.416923165E-1,-1.756049275E0,-6.055440903E-1
2.389738826E2,3.936621547E-1,3.047620952E-1,-3.509861946E0
2.390738826E2,3.837947249E-1,-2.433805764E-1,6.576042175E-1
2.391738826E2,3.326278925E-1,-4.391372204E-1,3.656731606E0
2.392738827E2,2.889037132E-2,-1.616804838E0,2.286479950E0
2.393738827E2,1.231180906E0,-1.308595777E0,-1.389794350E0
2.394738826E2,5.485131741E-1,3.819909096E-1,-3.771358967E0
2.395738826E2,1.127131581E0,1.977782995E-1,-6.755552292E-1
2.396738826E2,-2.261991501E-1,-1.039309502E0,3.242679596E0
2.397738826E2,2.225660086E-1,-6.563799977E-1,2.806397438E0
2.398738826E2,2.554104328E-1,-8.737463951E-1,-3.330793381E-1
2.399738827E2,-5.745661259E-2,1.959681213E-1,-2.912172318E0
2.400738827E2,4.705818892E-1,9.563522041E-2,-1.288985252E0
2.401738823E2,-1.744586229E-2,-1.511505365E0,2.275973320E0
2.402738823E2,1.047517061E0,-1.608782887E0,2.339291573E0
2.403738823E2,1.488088369E0,-1.504915357E0,-2.806234360E-1
2.404738823E2,6.767845750E-1,1.012848377E0,-4.080200672E0
2.405738823E2,1.462320089E-1,5.763363838E-2,4.872245789E-1
2.406738823E2,3.853352666E-1,-5.251019001E-1,2.887289047E0
2.407738823E2,7.911527753E-1,-7.922788858E-1,2.485052109E0
2.408738823E2,2.728966475E-1,-2.207816124E0,4.266538620E-1
2.409738822E2,3.397252560E-1,3.829800189E-1,-3.455540180E0
2.410738822E2,-5.813483000E-1,2.979979515E-1,-1.351305962E0
2.411738822E2,5.864875317E-1,-8.841943741E-1,3.021068573E-1
2.412738823E2,7.449896932E-1,-1.978570104E0,2.752174377E0
2.413738823E2,2.444167852E0,-1.384718776E0,-9.774055481E-1
2.414735600E2,-7.466506958E-2,3.103099167E-1,-3.783979416E0
2.415735600E2,8.719327450E-1,3.666791320E-1,-1.840130806E0
2.416735600E2,-7.153261304E-1,-3.242366314E-1,2.864229202E0
2.417735600E2,-4.034919739E-1,-6.222827435E-1,3.152631760E0
2.418735600E2,-5.043013096E-1,-1.455326319E0,-2.673921585E-1
2.419735600E2,-2.317774296E-2,2.425193787E-2,-3.135157585E0
2.420735603E2,7.790464163E-1,7.771113515E-1,-3.178309917E0
2.421735603E2,2.156563401E-1,-1.514546633E0,2.277584076E0
2.422735603E2,7.067447901E-1,-1.175925612E0,1.809131622E0
2.423735603E2,2.049515724E0,-2.177461147E0,1.544581413E0
2.424735603E2,3.231017888E-1,3.761285543E-2,-4.361192226E0
2.425735603E2,2.707993388E-1,1.129382610E0,-2.950814724E0
2.426735603E2,-1.411586404E-1,1.692702472E-1,1.580636024E0
2.427735603E2,-7.518405914E-1,-1.057090014E-1,2.658821106E0
2.428735603E2,-9.679720402E-1,-2.659487009E0,5.955877304E-1
2.429735603E2,2.443897724E-2,-6.795293689E-1,-2.526504040E0
2.430735603E2,2.692248821E-1,9.040133357E-1,-3.572899342E0
2.431735606E2,3.479077816E-1,-4.265793562E-1,1.293238640E0
2.432735606E2,5.415114760E-2,-5.596631765E-1,2.365503311E0
2.433735356E2,1.789451540E-1,-2.583979368E0,2.711266518E0
2.434735356E2,9.504851699E-2,-3.671309948E-1,-3.133815765E0
2.435735022E2,6.927679181E-1,8.424734473E-1,-3.609208107E0
2.436734689E2,6.729659438E-2,-1.937736124E-1,1.122611046E0
2.437734356E2,-7.915418148E-1,-6.320594549E-1,3.629185677E0
2.438734022E2,-1.680411696E0,-2.848157883E0,2.426716805E0
2.439733689E2,2.477127910E-1,-6.822020411E-1,-1.534975052E0
2.440733356E2,6.462631822E-1,8.094143271E-1,-3.635693073E0
2.441733022E2,2.994791865E-1,-1.077781677E0,4.246768951E-1
2.442732688E2,1.940481365E-1,-6.355252266E-1,2.365289688E0
2.443732355E2,-1.097851992E0,-2.693978786E0,2.804970741E0
