"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.110314198E1,-2.041053474E-1,2.651918828E-1,4.482223839E-2
1.120314198E1,7.225772142E-1,6.714172363E-1,6.550766230E-1
1.130314284E1,-3.501021564E-1,2.328923717E-2,1.114065498E-1
1.140314284E1,1.117119789E-1,7.728208899E-1,5.860488415E-1
1.150314281E1,3.548363447E-1,-3.743840456E-1,1.278999150E-1
1.160314244E1,-3.415500224E-1,1.027017161E-1,2.099849284E-2
1.170314244E1,-2.749657333E-1,-3.334560692E-1,-3.223077655E-1
1.180314244E1,-4.264602959E-1,-4.207334295E-2,-2.123520374E-1
1.190314251E1,1.844049394E-1,1.906663179E-1,2.806162238E-1
1.200314251E1,4.232532680E-1,-8.972083032E-2,1.498910636E-1
1.210314251E1,7.903832793E-1,2.920699418E-1,4.559345543E-1
1.220310917E1,2.435825206E-2,5.383250117E-2,1.633300930E-1
1.230307584E1,-7.673230767E-1,3.391065598E-1,-3.687335253E-1
1.240304251E1,1.648572534E-1,-1.734093726E-1,1.242347211E-1
1.250300924E1,6.039930135E-2,2.390010282E-2,-3.119230568E-1
1.260297594E1,3.046690486E-2,-3.609450161E-1,-2.587777972E-1
1.270294260E1,9.766208380E-2,2.871830165E-1,-3.314707577E-1
1.280290927E1,-4.380667508E-1,1.161407530E-1,-1.078940704E-1
1.290287600E1,-9.842566401E-2,3.067307174E-1,1.016327068E-1
1.300284267E1,4.067598879E-1,5.322163552E-2,2.256383449E-1
1.310280934E1,5.778021812E-1,7.643451542E-2,1.669952869E-1
1.320277600E1,-6.543894112E-2,3.299435973E-1,-7.429648191E-2
1.330274280E1,-5.339725614E-1,-5.856670439E-2,-4.463134110E-1
1.340270947E1,-6.795875728E-3,-2.137264758E-1,8.170322515E-3
1.350267613E1,1.636355221E-1,-2.173916698E-1,-7.307475805E-2
1.360264280E1,9.697485715E-3,-4.110359550E-1,-2.025781870E-1
1.370200210E1,-4.337906837E-1,1.857793927E-1,-5.043455958E-1
1.380196877E1,-1.375210434E-1,2.370920777E-1,-5.108360574E-2
1.390193534E1,4.573853686E-2,-4.696026444E-2,3.199406713E-2
1.400190200E1,2.070069611E-1,-1.911244690E-1,-2.237293869E-2
1.410186867E1,2.235003263E-1,6.788240373E-2,1.611157134E-2
1.420183534E1,-2.193769813E-1,6.848562956E-1,4.726569727E-2
1.430180117E1,-5.193118453E-1,1.601230502E-1,-2.123520374E-1
1.440176783E1,7.506006956E-2,-2.070069611E-1,1.779908538E-1
1.450170123E1,1.178206354E-1,2.756529488E-2,1.977676153E-2
1.460163457E1,1.428661048E-1,-3.291036561E-2,-1.048397496E-1
1.470156790E1,-2.096031308E-1,3.916409910E-1,-2.019673288E-1
1.480150123E1,-4.521166384E-1,3.714824319E-1,-1.323286891E-1
1.490143450E1,-7.521278411E-2,1.595121920E-1,1.407280862E-1
1.500136783E1,2.069306001E-2,4.772384837E-2,-8.468119800E-2
1.510130116E1,2.186134011E-1,-7.689265907E-2,2.244166136E-1
1.520126783E1,1.764636934E-1,2.706896663E-1,-3.817907709E-4
1.530123453E1,-5.877287388E-1,-7.628180087E-2,-2.092977017E-1
1.540120120E1,-2.737439871E-1,-2.367102774E-3,1.107956842E-1
1.550116790E1,-1.973858327E-1,5.749769136E-2,-6.207918003E-2
1.560113456E1,1.702786796E-2,-1.508073509E-1,5.826127157E-2
1.570110123E1,4.232532680E-1,-1.752419621E-1,-1.989129931E-1
1.580106790E1,-9.957867265E-1,3.934735656E-1,-2.557234764E-1
1.590103446E1,-6.695846915E-1,3.238349259E-1,1.266781837E-1
1.600100113E1,-1.894445866E-1,5.022075772E-1,1.794416644E-2
1.610096779E1,4.391357601E-1,5.187009573E-1,2.696206570E-1
1.620093446E1,2.839759886E-1,-8.475755341E-3,2.696206570E-1
1.630090099E1,-5.193118453E-1,-4.263075888E-1,-2.373975068E-1
1.640086769E1,-7.948884368E-2,-4.024074972E-2,-5.230533704E-2
1.650083436E1,3.756057620E-1,-9.277515858E-2,1.682170182E-1
1.660080106E1,3.175735772E-1,-3.352886736E-1,-1.757001132E-1
1.670076772E1,-4.765512347E-1,-4.568508565E-1,-5.067890882E-1
1.680073439E1,-1.955532432E-1,6.666067243E-2,-1.341612786E-1
1.690070102E1,-1.326341182E-1,-1.763873361E-2,-1.023962870E-1
1.700066769E1,1.135445759E-1,-3.588833380E-3,6.498079002E-2
1.710063436E1,3.212387562E-1,1.918880492E-1,1.804343164E-1
1.720060099E1,-2.590832114E-1,2.016618848E-1,-3.009274900E-1
1.730056762E1,-2.303725630E-1,8.620835841E-2,-2.105194330E-1
1.740053432E1,1.569160074E-1,-1.294270754E-1,3.443752974E-2
1.750053425E1,7.628180087E-2,-3.701079786E-1,-1.549306959E-1
1.760053425E1,4.268420860E-2,-3.316234648E-1,-1.537089646E-1
1.770053425E1,-2.016618848E-1,-1.145372284E-3,-3.259729743E-1
1.780053425E1,-2.792417705E-1,-1.581377387E-1,-2.209041417E-1
1.790053425E1,1.763873361E-2,4.963280167E-3,1.183551457E-2
1.800053425E1,3.639993370E-1,-1.404226422E-1,-7.124216110E-2
1.810053425E1,1.037707329E-1,-1.263727546E-1,-1.879174262E-1
1.820053422E1,-9.476047009E-2,4.649448097E-1,1.608866304E-1
1.830053419E1,-3.232240677E-1,2.260964960E-1,-7.063129544E-2
1.840053422E1,-7.276932150E-2,1.088103727E-1,-5.047274008E-2
1.850053412E1,4.329507425E-2,2.451096848E-2,1.590540409E-1
1.860053412E1,2.680934966E-1,-1.471421719E-1,2.848922908E-1
1.870053408E1,2.247220576E-1,-9.827294946E-2,8.330674469E-2
1.880053409E1,-6.427065730E-1,5.101488233E-1,-5.293911099E-1
1.890053408E1,-2.322051525E-1,3.213914633E-1,-2.386192381E-1
1.900053408E1,8.475755341E-3,3.623194396E-1,-3.214678168E-2
1.910053408E1,1.630246639E-1,-3.657555580E-2,7.597636431E-2
1.920053408E1,2.845868468E-1,-2.252565511E-2,3.771329224E-1
1.930053409E1,-4.539492428E-1,-8.544477820E-2,-3.797291219E-1
1.940053408E1,-2.157117873E-1,-2.985603921E-2,-4.497495294E-2
1.950053408E1,-5.566509441E-2,-1.239292845E-1,9.002626687E-2
1.960053408E1,-2.700788081E-1,1.674534380E-1,-9.445504099E-2
1.970053408E1,-2.053270787E-1,-6.101016700E-2,5.887213722E-2
1.980053409E1,-3.623194396E-1,-1.575268805E-1,-2.013564557E-1
1.990053408E1,-1.558469981E-1,-1.385900527E-1,-5.902485549E-2
2.000053408E1,1.648572534E-1,-2.332741618E-1,1.089630872E-1
2.010053408E1,4.641812146E-1,1.827250719E-1,3.893502355E-1
2.020053412E1,3.023019433E-1,7.514405847E-1,6.654613018E-1
2.030053412E1,-2.829069793E-1,-3.652210534E-1,6.375905871E-2
2.040053412E1,-2.315942794E-1,-6.643159315E-3,-8.651378751E-2
2.050053432E1,2.949715555E-1,-2.546544373E-1,2.427425832E-1
2.060053432E1,3.181844354E-1,-1.605812013E-1,1.061378326E-2
2.070053432E1,2.442697436E-1,1.955532432E-1,-1.137736533E-2
2.080053432E1,2.367102774E-3,-5.460371971E-1,4.595997334E-1
2.090053432E1,-2.303725630E-1,3.366630971E-1,-1.873065531E-1
2.100053432E1,1.214094646E-2,1.338558495E-1,-2.826015353E-1
2.110053432E1,2.436588705E-1,7.521278411E-2,2.531272769E-1
2.120077360E1,-1.840231568E-2,6.518695951E-1,3.899610937E-1
2.130077360E1,4.116468132E-1,1.381319016E-1,5.243514776E-1
2.140077360E1,7.689265907E-2,2.004401535E-1,1.169043332E-1
2.150077360E1,3.102431893E-1,-3.389538527E-1,3.337614834E-1
2.160077360E1,2.283872366E-1,1.582904607E-1,-8.162686974E-2
2.170077363E1,1.746311039E-1,3.091741800E-1,-6.085744873E-2
2.180077363E1,1.007164046E-1,-3.132975101E-1,1.395063549E-1
2.190077363E1,-4.484514594E-1,9.781479836E-2,-4.420373738E-1
2.200077363E1,-4.963280167E-3,2.126574665E-1,-3.650683463E-1
2.210077363E1,4.837289155E-1,3.152828217E-1,-1.359938681E-1
2.220077363E1,1.611920595E-1,1.619556546E-1,1.950950921E-1
2.230077363E1,-3.000875562E-2,2.695442922E-2,1.950950921E-1
2.240077363E1,-4.533383846E-1,1.870011240E-1,-4.497495294E-2
2.250077363E1,1.856266707E-1,-7.078400999E-2,2.433534414E-1
2.260077363E1,3.450624943E-1,-2.204459906E-1,3.627012298E-2
2.270077363E1,3.340669274E-1,-6.284276396E-2,1.733330078E-2
2.280077363E1,1.013272703E-1,4.833471403E-2,5.032002553E-2
2.290077363E1,-4.692208767E-1,2.645809948E-1,-2.257910669E-1
2.300077363E1,-4.352414981E-3,1.405753642E-1,8.636107296E-2
2.310077363E1,1.709659100E-1,3.428481147E-2,2.219731659E-1
2.320077363E1,3.340669274E-1,4.405865446E-2,3.447570801E-1
2.330077377E1,-1.534035355E-1,3.262783885E-1,1.553888470E-1
2.340077373E1,-6.689738035E-1,1.894445866E-1,-8.101600409E-2
2.350077366E1,6.101016700E-2,3.428481147E-2,9.796751291E-2
2.360077367E1,1.318705380E-1,1.063669100E-1,-1.158353239E-1
2.370056444E1,-4.650211707E-2,1.039234474E-1,-1.891391575E-1
2.380056444E1,1.954005212E-1,-8.544477820E-2,7.658722997E-2
2.390056444E1,-5.358051658E-1,2.627484202E-1,-2.716059685E-1
2.400056444E1,1.379791945E-1,-7.444920391E-2,2.048689276E-1
2.410056444E1,7.444920391E-2,-1.868484020E-1,-1.396590620E-1
2.420056448E1,5.277112126E-1,1.100321040E-1,2.244166136E-1
2.430056448E1,-9.659306705E-2,2.529745698E-1,-2.447278947E-1
2.440056448E1,-4.099669456E-1,2.499202490E-1,-5.597052723E-2
2.450056454E1,1.282053441E-1,-1.520290822E-1,1.297325045E-1
2.460056454E1,4.489096105E-1,-2.557998151E-2,6.864598393E-2
2.470056454E1,3.939317167E-1,2.041053474E-1,-1.396590620E-1
2.480056454E1,1.080467924E-1,3.299435973E-1,5.520694703E-2
2.490056454E1,-5.345834494E-1,4.411210716E-1,-1.647045463E-1
2.500056454E1,-1.168279815E-2,2.695442922E-2,2.160935849E-2
2.510056454E1,1.471421719E-1,-1.330922693E-1,-4.008803144E-2
2.520056451E1,-1.882228553E-1,2.596940994E-1,-1.983021349E-1
2.530056451E1,1.825723499E-1,-1.824959926E-2,4.473824203E-1
2.540056451E1,-2.425898612E-1,4.405865446E-2,3.514765799E-1
2.550056451E1,3.718642145E-2,-6.223189831E-2,2.244166136E-1
2.560056451E1,2.381610870E-1,-7.170794606E-1,-8.529205620E-2
2.570056448E1,5.917757004E-2,6.360634416E-2,-5.413793400E-2
2.580056448E1,8.177958429E-2,3.635411859E-1,-1.066723466E-1
2.590056448E1,-2.340377420E-1,-3.481168449E-1,-2.691625059E-1
2.600056448E1,3.901901841E-2,8.071056753E-2,5.703954399E-2
2.610056448E1,3.664427996E-1,1.778381467E-1,4.505131394E-3
2.620056448E1,3.462842405E-1,4.894557595E-2,3.077233583E-2
2.630056434E1,-2.419789881E-1,1.808924675E-1,-2.331214547E-1
2.640056437E1,-1.161407530E-1,-9.338602424E-2,-8.895725012E-2
2.650056424E1,-8.628471754E-3,-2.583196461E-1,5.032002553E-2
2.660056424E1,2.662608922E-1,-3.798818290E-1,2.344195358E-2
2.670056511E1,2.063960880E-1,-9.705121815E-2,-2.447278947E-1
2.680056511E1,-2.816852331E-1,7.874816656E-1,-7.230353951E-1
2.690056511E1,-2.444224507E-1,1.949423701E-1,-2.337323129E-1
2.700056511E1,-7.154759020E-2,-5.612324551E-2,-4.192062840E-2
2.710056511E1,3.304017484E-1,-2.021200359E-1,-9.384417534E-2
2.720056507E1,3.756057620E-1,-1.245401502E-1,-1.109483987E-1
2.730056507E1,-9.537133574E-2,3.311653137E-1,-1.457677186E-1
2.740056507E1,-4.960989356E-1,-7.933612168E-2,-1.946369410E-1
2.750056514E1,1.349248588E-1,-3.468950987E-1,5.261840224E-1
2.760056514E1,2.876411676E-1,-3.334560692E-1,-7.368562371E-2
2.770056514E1,1.398117840E-1,-4.104250968E-1,-1.427133977E-1
2.780056514E1,1.343140006E-1,3.085633218E-1,-7.918340713E-2
2.790056514E1,-4.539492428E-1,2.175443918E-1,-3.962224722E-1
2.800056514E1,-1.527926624E-1,4.772384837E-2,-1.164461896E-1
2.810056514E1,8.055785298E-2,2.102140039E-1,2.099849284E-2
2.820056514E1,5.551237985E-2,2.291508317E-1,1.046870351E-1
2.830056514E1,-3.184135258E-2,-2.870303094E-1,3.077233583E-2
2.840056514E1,7.078400999E-2,-5.826891065E-1,9.918924421E-2
2.850056514E1,3.487277031E-1,-4.855615199E-1,9.491318464E-2
2.860056517E1,2.344958931E-1,-5.612324551E-2,1.370628923E-1
2.870056524E1,-1.595885493E-2,-4.634939879E-2,-2.642755806E-1
2.880056524E1,-2.658027411E-1,6.910412759E-2,-4.432590902E-1
2.890056524E1,-4.906011522E-1,3.733150363E-1,-2.441170216E-1
2.900056524E1,-3.299435973E-1,3.910301030E-1,-1.555415690E-1
2.910056537E1,1.844049394E-1,2.603049576E-1,1.450804994E-3
2.920056537E1,2.913063765E-1,2.529745698E-1,7.719809562E-2
2.930056534E1,-2.401463985E-1,-1.129337102E-1,-2.264019251E-1
2.940056534E1,-3.299435973E-1,-2.870303094E-1,3.871358559E-2
2.950056534E1,-7.276932150E-2,1.387427747E-1,1.712713391E-1
2.960056534E1,2.931389511E-1,2.939788997E-2,2.213622928E-1
2.970056460E1,-1.992184222E-1,1.155298874E-1,-2.282345295E-1
2.980056460E1,-5.266422033E-1,-6.772968173E-2,-6.369034052E-1
2.990056460E1,-1.894445866E-1,1.949423701E-1,-1.561524272E-1
3.000056460E1,-4.833471403E-2,-6.467536092E-2,-7.612907887E-2
3.010056547E1,-2.145664208E-2,-5.306891724E-2,-2.502256632E-1
3.020056547E1,1.947896481E-1,3.122285008E-1,-2.115120925E-2
3.030056547E1,-2.047162205E-1,-1.581377387E-1,-1.488220394E-1
3.040056547E1,-3.763693571E-1,-3.053562641E-1,1.608866304E-1
3.050056533E1,-2.315942794E-1,-8.666650951E-2,2.024254650E-1
3.060056533E1,4.818963110E-1,-5.668066144E-1,1.305724494E-2
3.070056533E1,3.939317167E-1,-2.516001165E-1,-3.520110995E-2
3.080056533E1,-3.501021564E-1,-4.519639313E-1,-3.015383482E-1
3.090056533E1,-3.739258945E-1,8.193229884E-2,-2.728276849E-1
3.100056533E1,-1.338558495E-1,6.055201590E-2,-2.001347244E-1
3.110056533E1,2.998584807E-1,-1.642463952E-1,-3.581197560E-2
3.120056533E1,3.786600828E-1,4.589125142E-2,1.120174155E-1
3.130056533E1,-3.073415756E-1,-5.136613250E-1,-1.805870384E-1
3.140056533E1,-3.384957016E-1,-4.812854528E-1,-8.956811577E-2
3.150056533E1,-3.555999398E-1,-1.734093726E-1,-1.213331074E-1
3.160056553E1,3.951534629E-1,-2.980258763E-1,1.187369302E-1
3.170056550E1,4.696790278E-1,9.598220140E-2,-9.995282441E-2
3.180056550E1,-7.582364976E-2,-6.535494328E-1,-1.811978966E-1
3.190056550E1,-5.663484335E-1,-7.964919209E-1,-3.858377635E-1
3.200056550E1,5.612324551E-2,-3.346777856E-1,-7.063129544E-2
3.210056557E1,2.974150181E-1,-9.521862119E-2,-7.429648191E-2
3.220056557E1,2.039526403E-1,1.265254617E-1,-5.879578181E-3
3.230056567E1,-9.781479836E-2,3.123048507E-2,1.663844138E-1
3.240056563E1,-3.311653137E-1,-4.507421851E-1,-1.320996135E-2
3.250056563E1,-1.901318133E-2,4.833471403E-2,2.067015320E-1
3.260056563E1,5.118287206E-1,-1.337031275E-1,3.093268871E-1
3.270056550E1,2.827542424E-1,-1.123228446E-1,-1.341612786E-1
3.280056550E1,-3.983604908E-1,-2.363284975E-1,-4.292092025E-1
3.290056550E1,-3.195588887E-1,-1.324813962E-1,-1.414916664E-1
3.300056550E1,-2.755765915E-1,3.184135258E-2,-1.879174262E-1
3.310056496E1,1.416443735E-1,-2.424371392E-1,-2.288453877E-1
3.320056500E1,4.916701615E-1,-1.294270754E-1,1.285107732E-1
3.330056500E1,7.383833826E-2,3.690389693E-1,5.164102316E-1
3.340056500E1,-3.165045679E-1,-3.951534629E-1,2.696206570E-1
3.350056500E1,-4.252385795E-1,-6.589708477E-2,-4.359287024E-1
3.360056500E1,2.668717504E-1,-1.373683214E-1,-7.712173741E-3
3.370045244E1,1.880701333E-1,-1.434769779E-1,-1.903608888E-1
3.380045244E1,3.365103900E-1,-2.479349375E-1,-1.567633003E-1
3.390045244E1,-1.735620946E-1,-4.482987225E-1,-1.237765700E-1
3.400045244E1,-3.024546504E-1,5.261076987E-2,-4.497495294E-2
3.410045244E1,3.334560692E-1,-5.551237985E-2,1.285107732E-1
3.420045247E1,2.955824137E-1,-5.123632401E-2,-7.979427278E-2
3.430045247E1,1.214094646E-2,5.895613432E-1,2.201405615E-1
3.440045247E1,-2.346486151E-1,-5.826891065E-1,2.732858360E-1
3.450045247E1,-3.183371425E-1,2.627484202E-1,1.981494129E-1
3.460045224E1,3.786600828E-1,-2.253329158E-1,7.719809562E-2
3.470045224E1,3.029128015E-1,9.537133574E-2,-2.481640130E-2
3.480045224E1,-2.486985177E-1,1.351539325E-2,-1.347721517E-1
3.490045224E1,-4.954880774E-1,3.245221451E-2,-2.850449979E-1
3.500045224E1,5.795583874E-2,-5.228242874E-1,-7.368562371E-2
3.510045214E1,4.159228802E-1,-1.239292845E-1,-4.986187443E-2
3.520045214E1,3.982077837E-1,-3.962988406E-2,-6.513350457E-2
3.530045207E1,3.047454059E-1,3.134502172E-1,2.671771944E-1
3.540045207E1,-1.454622895E-1,3.360522389E-1,4.003458023E-1
3.550045207E1,-4.215733707E-1,2.572506368E-1,-1.353830099E-1
3.560045204E1,2.809216678E-1,1.417970955E-1,3.972914815E-1
3.570045204E1,3.084105849E-1,-8.666650951E-2,-8.773551881E-2
3.580045204E1,2.485457957E-1,-5.245805159E-2,8.575020730E-2
3.590045204E1,-7.521278411E-2,4.368450046E-1,5.154175684E-2
3.600041870E1,-2.902373374E-1,2.181552500E-1,-2.490039468E-1
3.610038504E1,1.098793894E-1,3.207806051E-1,1.550070569E-2
3.620035167E1,3.261256814E-1,2.939788997E-2,8.697193861E-2
3.630031833E1,2.674826086E-1,6.727153808E-2,2.054798007E-1
3.640028497E1,-4.386776090E-1,-3.212387562E-1,-7.063129544E-2
3.650025163E1,-1.747838110E-1,-4.751768112E-1,1.052978933E-1
3.660021830E1,8.361218125E-2,3.917173296E-2,2.616794109E-1
3.670018497E1,3.615558743E-1,-3.779728711E-2,6.986771524E-2
3.680015163E1,1.068250611E-1,-1.947133057E-2,-1.433242559E-1
3.690011830E1,-2.908482254E-1,1.430188268E-1,-9.017898142E-2
3.700008496E1,-1.430188268E-1,4.545601010E-1,4.237877578E-2
3.710005163E1,1.813506186E-1,3.201697469E-1,-1.243874356E-1
3.720001830E1,3.743840456E-1,1.173624843E-1,7.170030475E-2
3.729998496E1,7.017314434E-2,5.950590968E-1,1.089630872E-1
3.739995163E1,-1.375210434E-1,2.322051525E-1,1.822669208E-1
3.749991829E1,-7.153995633E-1,2.841286957E-1,-1.677588671E-1
3.759988496E1,2.924517356E-2,-4.757113010E-2,2.543490231E-1
3.769985162E1,1.184315011E-1,-1.824959926E-2,-3.703370690E-2
3.779981829E1,-6.360634416E-2,-1.538616866E-1,-2.135737687E-1
3.789978496E1,6.711881608E-2,2.322051525E-1,-2.603813075E-2
