"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.847803108E2,2.118938863E-1,-5.184718594E-2,1.633300930E-1
1.848803109E2,-3.525456190E-1,4.588361681E-1,-3.009274900E-1
1.849803109E2,1.489747614E-1,-2.002874464E-1,-2.542726509E-2
1.850803109E2,1.978439838E-1,1.839468032E-1,5.948300287E-2
1.851803110E2,1.288162023E-1,2.169335186E-1,5.581781268E-2
1.852803110E2,-6.238461286E-2,-9.888381511E-2,2.201405615E-1
1.853803109E2,4.879286140E-2,-3.633884490E-1,3.099377453E-1
1.854803109E2,-4.130212665E-1,1.870011240E-1,-3.039818108E-1
1.855803116E2,-4.352414981E-3,-2.693152130E-1,1.794416644E-2
1.856803118E2,1.062141955E-1,-2.796999216E-1,1.621083617E-1
1.857803118E2,1.098793894E-1,-2.802344225E-2,2.885574698E-1
1.858803119E2,5.142721534E-1,2.902373374E-1,1.052978933E-1
1.859803119E2,-2.291508317E-1,3.733150363E-1,-3.198643029E-1
1.860803119E2,-8.628471754E-3,-8.422304690E-2,4.604396969E-2
1.861803119E2,6.162103266E-2,-1.599703431E-1,1.248455867E-1
1.862803119E2,2.473240644E-1,-3.229949996E-2,1.388954818E-1
1.863803119E2,-2.407572716E-1,3.123048507E-2,-1.256091595E-1
1.864803118E2,-1.314123869E-1,-2.155590802E-1,2.268600762E-1
1.865803118E2,-1.167516187E-1,-5.856670439E-2,3.380375504E-1
1.866803118E2,2.924517356E-2,-2.980258763E-1,2.067015320E-1
1.867803118E2,1.306488067E-1,-5.245805159E-2,-1.091158018E-1
1.868803119E2,2.790890634E-1,-1.886810064E-1,1.352302879E-1
1.869803119E2,1.355357319E-1,1.405753642E-1,-2.013564557E-1
1.870803119E2,-9.964739531E-2,1.210276783E-1,-3.821725547E-1
1.871803119E2,-1.283580661E-1,-5.551237985E-2,-1.940260679E-1
1.872803119E2,1.013272703E-1,1.198059469E-1,2.213622928E-1
1.873803119E2,1.471421719E-1,1.081995070E-1,1.120174155E-1
1.874803119E2,3.316234648E-1,7.154759020E-2,2.855031490E-1
1.875803119E2,6.223189831E-2,3.549890518E-1,-2.725986205E-2
1.876803119E2,-2.279291004E-1,-3.107776865E-2,-1.317178160E-1
1.877803119E2,-8.743008971E-2,-1.037707329E-1,3.099377453E-1
1.878803118E2,-8.009970188E-2,-5.062545836E-2,9.124799818E-2
1.879803118E2,9.888381511E-2,2.695442922E-2,4.604396969E-2
1.880803118E2,4.470770061E-1,-2.051743716E-1,4.970915988E-2
1.881803118E2,-1.840231568E-2,2.157117873E-1,-2.899319232E-1
1.882803118E2,-4.283692688E-2,-5.734497309E-2,-3.259729743E-1
1.883803118E2,-1.412625890E-2,2.157117873E-1,-1.787544489E-1
1.884803118E2,1.037707329E-1,-7.139487565E-2,2.390773892E-1
1.885803112E2,-2.138791978E-1,2.199878395E-1,-5.108360574E-2
1.886803109E2,-3.489567712E-2,-8.116871864E-2,-3.153591976E-2
1.887803109E2,-7.154759020E-2,2.328923717E-2,9.063713253E-2
1.888803109E2,-2.512183413E-2,2.512183413E-2,1.855503209E-2
1.889803109E2,-1.473712362E-2,4.283692688E-2,-2.481640130E-2
1.890803109E2,-3.672827408E-2,4.955644161E-2,2.061670180E-3
1.891803109E2,4.512767121E-2,3.061962128E-2,3.260493279E-2
1.892803109E2,-8.628471754E-3,-5.421428941E-3,5.115996581E-3
1.893803109E2,5.001459271E-2,6.872233935E-4,3.894265974E-3
1.894803109E2,7.872525603E-2,7.406740915E-3,3.138320148E-2
1.895803111E2,1.886046492E-2,1.908953884E-3,1.916589774E-2
1.896803111E2,4.634939879E-2,-5.062545836E-2,1.733330078E-2
1.897803111E2,-1.298088697E-3,2.573269792E-2,1.550070569E-2
1.898803110E2,1.145372284E-3,-2.374738641E-2,4.482223839E-2
1.899803110E2,5.421428941E-3,1.046106778E-2,1.977676153E-2
1.900803110E2,-9.239336476E-3,-1.397354249E-2,1.916589774E-2
1.901803110E2,2.008219436E-2,3.184135258E-2,4.421137273E-2
1.902803110E2,2.741257846E-2,-1.030835137E-2,5.581781268E-2
1.903803110E2,1.519527286E-2,6.795875728E-3,-8.933904581E-3
1.904803112E2,-9.239336476E-3,5.574145354E-3,2.771801129E-2
1.905803111E2,2.008219436E-2,-1.214094646E-2,6.009386852E-2
1.906803111E2,-6.872233935E-4,-1.214094646E-2,2.710714564E-2
1.907803111E2,-6.185010541E-3,-2.924517356E-2,-2.214386594E-3
1.908803111E2,-6.910412759E-2,-4.207334295E-2,-3.764457256E-2
1.909803111E2,-3.611740842E-2,-4.024074972E-2,-2.725986205E-2
1.910803111E2,2.069306001E-2,1.779145002E-2,5.726861767E-3
1.911803111E2,7.864889689E-3,3.428481147E-2,-1.443169173E-2
1.912803111E2,-2.519819187E-3,8.804095536E-2,8.170322515E-3
1.913803111E2,3.962988406E-2,-1.458440814E-2,4.848742858E-2
1.914803111E2,-4.405865446E-2,5.688682571E-2,3.199406713E-2
1.915803111E2,6.643159315E-3,3.123048507E-2,4.115704447E-2
1.916803111E2,1.886046492E-2,5.688682571E-2,3.565925732E-2
1.917803111E2,1.153008174E-2,-3.413209692E-2,1.733330078E-2
1.918803111E2,3.596469015E-2,2.206750773E-2,5.948300287E-2
1.919803111E2,2.977967961E-3,4.466952011E-2,2.527454868E-2
1.920803113E2,4.696026444E-2,-1.336267684E-2,9.392052889E-3
1.921803113E2,1.580613852E-2,5.627596006E-2,2.160935849E-2
1.922803113E2,-2.695442922E-2,-6.650795043E-2,5.032002553E-2
1.923803113E2,-3.000875562E-2,-1.251510233E-1,1.733330078E-2
1.924803115E2,4.085161164E-2,8.017606102E-3,-1.870774850E-2
1.925803113E2,-2.206750773E-2,1.962404512E-2,-8.773551881E-2
1.926803113E2,1.763873361E-2,2.573269792E-2,-1.152244583E-1
1.927803113E2,7.864889689E-3,4.466952011E-2,-1.443169173E-2
1.928803113E2,-1.595885493E-2,1.779145002E-2,3.077233583E-2
1.929803113E2,2.741257846E-2,-2.557998151E-2,3.260493279E-2
1.930803113E2,2.496911772E-2,1.173624843E-1,6.253732741E-2
1.931803113E2,-9.292787313E-2,-1.947133057E-2,2.476294935E-1
1.932803113E2,-2.413681298E-1,8.071056753E-2,8.517752290E-1
1.933803113E2,-1.961641014E-1,-2.796999216E-1,1.705153942E0
1.934803111E2,-2.352594733E-1,-9.888381511E-2,2.680094957E0
1.935803111E2,-8.987355232E-2,-1.361465901E-1,2.924441099E0
1.936803111E2,-1.521818042E-1,-1.202640980E-1,2.402762175E0
1.937803111E2,-5.383250117E-2,-3.212387562E-1,1.708819151E0
1.938803111E2,-2.682462037E-1,-1.495856196E-1,1.358182549E0
1.939803111E2,-9.964739531E-2,-6.528622657E-2,6.679047942E-1
1.940803111E2,-2.389246672E-1,-2.015091777E-1,3.007747829E-1
1.941803111E2,-1.100321040E-1,-2.063960880E-1,1.358411610E-1
1.942803111E2,4.940372705E-2,-5.917757004E-2,2.771801129E-2
1.943803111E2,1.580613852E-2,-3.046690486E-2,-7.063129544E-2
1.944803111E2,3.267365396E-1,2.512183413E-2,-7.735081017E-2
1.945800962E2,2.070069611E-1,3.995822370E-1,3.007747829E-1
1.946800962E2,1.025490016E-1,4.417319298E-1,3.282637000E-1
1.947800962E2,-1.540143937E-1,8.009970188E-2,-1.320996135E-2
1.948800962E2,-9.170614183E-2,8.437576145E-2,1.468367279E-1
1.949800962E2,1.972331107E-1,6.116288155E-2,6.620252132E-2
1.950800960E2,7.689265907E-2,-1.624137908E-1,-4.314235970E-2
1.951800960E2,-1.143081561E-1,-2.815325260E-1,-3.510184288E-1
1.952800960E2,1.030835137E-2,-6.643159315E-3,-2.025781870E-1
1.953800960E2,1.850158125E-1,6.482807547E-2,-6.879869848E-2
1.954800958E2,9.338602424E-2,1.894445866E-1,-1.292743534E-1
1.955800960E2,4.507421851E-1,2.554180324E-1,1.553888470E-1
1.956800960E2,3.145192564E-1,1.735620946E-1,4.345542490E-1
1.957800960E2,2.241111845E-1,-2.717586756E-1,2.955060638E-2
1.958800960E2,-2.804635167E-1,3.537673354E-1,1.095739529E-1
1.959800627E2,1.288162023E-1,-3.420081735E-1,6.864598393E-2
1.960800293E2,2.906954885E-1,-2.155590802E-1,-9.262244403E-2
1.961799960E2,-1.656972058E-2,-1.593594700E-1,-2.685516477E-1
1.962799626E2,-1.399645060E-1,-5.497023463E-1,-2.025781870E-1
1.963799293E2,7.017314434E-2,-7.444920391E-2,-1.457677186E-1
1.964798960E2,2.977967961E-3,4.466952011E-2,-9.262244403E-2
1.965798627E2,-1.290452853E-2,3.152828217E-1,-1.268308908E-1
1.966798294E2,-3.306308016E-2,1.106429696E-1,1.505019218E-1
1.967797960E2,5.277112126E-1,7.251734138E-1,1.113836408E0
1.968797627E2,-4.582252800E-1,3.855323195E-1,-5.413793400E-2
1.969797293E2,-6.238461286E-2,5.333617330E-1,2.238057554E-1
1.970796960E2,-3.293327391E-1,-2.924517356E-2,-2.386192381E-1
1.971796627E2,4.544073939E-1,-2.693152130E-1,-2.190715522E-1
1.972796293E2,6.425538659E-1,6.055201590E-2,3.343723714E-1
1.973795960E2,-2.451096848E-2,-2.461023331E-1,-2.661081851E-1
1.974795627E2,-1.857793927E-1,2.908482254E-1,-1.347721517E-1
1.975795294E2,2.931389511E-1,1.943315119E-1,-8.223773539E-2
1.976794961E2,6.315582991E-1,6.360634416E-2,1.010218412E-1
1.977794627E2,4.030947089E-1,1.240820065E-1,4.143957198E-1
1.978794294E2,4.810563754E-3,-1.990657151E-1,2.103667259E-1
1.979793961E2,-3.122285008E-1,4.352414981E-3,8.880453557E-2
1.980793627E2,-5.138903856E-2,5.810855702E-2,1.749365330E-1
1.981793294E2,1.734093726E-1,1.888337135E-1,-2.298380435E-2
1.982792960E2,-5.505422875E-2,-2.186134011E-1,-3.216969073E-1
1.983792627E2,-1.509600729E-1,-6.394995451E-1,-4.768566787E-1
1.984792294E2,-5.187009573E-1,2.512183413E-2,-3.620140254E-1
1.985791961E2,2.191479132E-2,1.680642962E-1,-6.146831438E-2
1.986791628E2,2.021200359E-1,5.871942267E-2,3.894265974E-3
1.987791294E2,2.143373489E-1,-1.361465901E-1,-8.323038928E-3
1.988790961E2,3.975969255E-1,9.109527618E-2,4.229478240E-1
1.989790961E2,-3.983604908E-1,-3.053562641E-1,1.244637929E-2
1.990790961E2,-3.476586938E-1,1.473712362E-2,1.376737505E-1
1.991790961E2,2.381610870E-1,-1.147663072E-1,3.783546686E-1
1.992790962E2,7.567093521E-2,-1.685224473E-1,-6.207918003E-2
1.993790962E2,5.112178326E-1,2.157117873E-1,3.062725663E-1
1.994790962E2,3.107776865E-2,1.955532432E-1,-8.323038928E-3
1.995790962E2,-3.653737605E-1,1.466840208E-1,-9.628763795E-2
1.996790962E2,-2.932916880E-1,-3.627775908E-1,-2.264019251E-1
1.997790962E2,4.263075888E-1,8.559749275E-2,3.362049460E-1
1.998790962E2,3.279582858E-1,3.488804102E-1,1.920407563E-1
1.999790962E2,-4.160755873E-1,3.103958964E-1,-5.268712528E-3
2.000790962E2,-1.057560444E-1,-2.100612819E-1,-2.420553565E-2
2.001790962E2,1.624137908E-1,-3.047454059E-1,1.443932652E-1
2.002790964E2,1.123228446E-1,-1.288162023E-1,-6.146831438E-2
2.003790964E2,-6.055201590E-2,7.093672454E-2,-9.078984708E-2
2.004790963E2,-2.212095708E-1,-2.357176244E-1,-2.673299015E-1
2.005790963E2,-3.678172231E-1,1.020908505E-1,-4.701371789E-1
2.006790963E2,-1.008691266E-1,5.505422875E-2,-1.860848218E-1
2.007790963E2,9.460775554E-2,1.503492147E-1,-1.989129931E-1
2.008790963E2,7.017314434E-2,8.254316449E-2,1.804343164E-1
2.009790963E2,1.947896481E-1,1.851685345E-1,7.888560891E-1
2.010790963E2,7.254024968E-3,-2.192242593E-1,3.282637000E-1
2.011790964E2,-1.094212383E-1,1.204168126E-1,2.109775841E-1
2.012790964E2,2.008219436E-2,-2.894737720E-1,1.578323096E-1
2.013789769E2,2.375502288E-1,7.826711237E-2,9.002626687E-2
2.014789769E2,4.757876694E-1,4.325689375E-1,4.296673536E-1
2.015789769E2,8.483391255E-2,-2.454914749E-1,1.230129898E-1
2.016789769E2,3.107776865E-2,2.639701366E-1,-3.284164369E-1
2.017789769E2,1.679115891E-1,2.157117873E-1,-3.430771828E-1
2.018789768E2,3.047454059E-1,2.963460088E-1,1.511127949E-1
2.019789768E2,9.338602424E-2,1.393536329E-1,6.642395854E-1
2.020789769E2,-1.802816093E-1,2.151009291E-1,1.028544381E-1
2.021789766E2,-4.350124002E-1,-2.332741618E-1,-2.447278947E-1
2.022789766E2,-8.254316449E-2,-2.827542424E-1,2.042580694E-1
2.023789766E2,1.978439838E-1,-4.757113010E-2,3.749185428E-2
2.024789767E2,1.929570585E-1,2.084577642E-2,-2.603813075E-2
2.025789767E2,-3.238349259E-1,-5.264894962E-1,-8.116108179E-1
2.026789767E2,3.840815276E-2,1.912771761E-1,-3.161991239E-1
2.027789767E2,3.908773959E-1,6.727153808E-2,-2.825251780E-3
2.028789767E2,3.230713606E-1,-1.465312988E-1,-1.152244583E-1
2.029789767E2,3.413973153E-1,3.861432076E-1,1.132391468E-1
2.030789766E2,-2.829069793E-1,3.489567712E-2,-7.712173741E-3
2.031789766E2,-4.802164435E-1,-4.623486400E-1,2.341904640E-1
2.032789764E2,-4.618904889E-1,-2.247220576E-1,1.022435725E-1
2.033787918E2,-2.451096848E-2,4.589125142E-2,8.880453557E-2
2.034787918E2,-1.967749745E-1,-1.514182240E-1,-2.044107765E-1
2.035787918E2,2.491566688E-1,-1.172097698E-1,-1.603521290E-3
2.036787918E2,-7.582364976E-2,-4.470770061E-1,-1.482111812E-1
2.037787918E2,1.013272703E-1,-1.275944710E-1,2.099849284E-2
2.038787918E2,5.673411116E-2,4.545601010E-1,-1.256091595E-1
2.039787918E2,1.532508135E-1,3.531564772E-1,8.208502084E-2
2.040787918E2,5.203808546E-1,4.111886621E-1,7.033349872E-1
2.041787917E2,4.199698567E-3,1.625665128E-1,1.926516294E-1
2.042787917E2,-1.460731477E-1,9.598220140E-2,2.818379402E-1
2.043787917E2,2.680934966E-1,-3.914882541E-1,4.388303161E-1
2.044787917E2,6.528622657E-2,-3.596469015E-2,-2.569451928E-1
2.045788640E2,1.978439838E-1,2.884047627E-1,1.236238554E-1
2.046788640E2,-1.901318133E-2,-1.141554415E-1,-2.025781870E-1
2.047788640E2,-1.955532432E-1,4.234059751E-1,-5.464953184E-1
2.048788639E2,-9.850202128E-3,2.230421752E-1,-3.766747713E-1
2.049788639E2,2.210568637E-1,-6.162103266E-2,-1.665371358E-1
2.050788639E2,1.037707329E-1,3.073415756E-1,1.181260645E-1
2.051788641E2,-2.700788081E-1,8.987355232E-2,-1.897500157E-1
2.052788641E2,-2.981785834E-1,-7.390705943E-1,7.536549866E-2
2.053788641E2,1.145372284E-3,-4.702898860E-1,3.435353339E-1
2.054788641E2,-7.215845585E-2,-1.343140006E-1,3.321579844E-2
2.055788641E2,1.196532324E-1,-2.367102774E-3,-1.931861416E-2
2.056788641E2,-3.439934850E-1,-5.271003246E-1,-4.548655450E-1
2.057788641E2,-3.336087763E-1,3.741549561E-3,-3.320816159E-1
2.058788641E2,-1.185842156E-1,-6.467536092E-2,-1.195005104E-1
2.059788641E2,-1.161407530E-1,1.399645060E-1,-3.913355470E-1
2.060788641E2,3.566689491E-1,4.991532564E-1,4.498258829E-1
2.061788642E2,3.682753742E-1,4.942663312E-1,7.076110244E-1
2.062788641E2,-2.451096848E-2,-3.090214431E-1,2.806162238E-1
2.063788641E2,-3.653737605E-1,7.765624672E-2,1.061378326E-2
2.064788642E2,5.062545836E-2,-1.343140006E-1,2.586250603E-1
2.065788642E2,1.001055390E-1,1.161407530E-1,-4.008803144E-2
2.066788642E2,5.460371971E-1,1.912771761E-1,4.308890700E-1
2.067788642E2,-5.016730726E-2,-1.373683214E-1,-3.092505224E-2
2.068788642E2,-2.291508317E-1,-2.619084716E-2,-1.298852265E-1
2.069788642E2,1.294270754E-1,2.047162205E-1,-9.750936180E-2
2.070788642E2,3.982077837E-1,1.149190217E-1,1.443932652E-1
2.071788642E2,3.884339333E-1,5.217552781E-1,3.032182455E-1
2.072788642E2,-1.411862224E-1,-1.092685238E-1,-1.072832122E-1
2.073788642E2,-5.425246954E-1,-1.086576581E-1,-1.549306959E-1
2.074788642E2,4.085161164E-2,-2.442697436E-1,3.026073575E-1
2.075788642E2,2.924517356E-2,-6.467536092E-2,-2.202932835E-1
2.076788642E2,2.557998151E-2,-5.673411116E-2,-2.538908720E-1
2.077788642E2,-5.498550534E-1,-5.380959511E-1,-6.411794424E-1
2.078788642E2,-2.541962862E-1,4.099669456E-1,-1.647045463E-1
2.079788642E2,1.422552466E-1,7.338018715E-2,2.099849284E-2
2.080788642E2,-4.161519557E-2,5.871942267E-2,-1.072832122E-1
2.081788642E2,6.032294128E-3,2.151009291E-1,4.180608988E-1
2.082788642E2,-2.519819187E-3,1.613447815E-1,3.789655268E-1
2.083788642E2,-2.291508317E-1,-4.366922975E-1,2.775619030E-1
2.084788642E2,-9.476047009E-2,-1.239292845E-1,3.698025346E-1
2.085788642E2,4.634939879E-2,-3.462842405E-1,1.071304902E-1
2.086788642E2,1.593594700E-1,3.184135258E-2,-1.078940704E-1
2.087788642E2,2.088395506E-1,-9.582948685E-2,-1.103375331E-1
2.088788642E2,3.657555580E-2,-2.125047445E-1,-7.551821321E-2
2.089788642E2,-1.607339233E-1,-2.296089679E-1,-4.896848500E-1
2.090788642E2,4.818199575E-2,2.199878395E-1,-2.899319232E-1
2.091788642E2,2.387719452E-1,2.615266740E-1,7.353290170E-2
2.092788642E2,1.673007160E-1,2.706896663E-1,5.695554614E-1
2.093788642E2,1.813506186E-1,-2.809216678E-1,1.162934676E-1
2.094788642E2,-1.289689243E-1,4.466952011E-2,7.841982692E-2
2.095788642E2,-5.574145354E-3,-2.082286924E-1,1.737148017E-1
2.096788642E2,3.041345477E-1,-5.429064855E-2,3.382666409E-2
2.097788642E2,6.004042029E-1,3.097850382E-1,1.297325045E-1
2.098788642E2,3.413209692E-2,2.010510266E-1,-1.219439730E-1
2.099788642E2,-2.444224507E-1,1.534798928E-2,-1.341612786E-1
2.100788642E2,1.025490016E-1,1.540143937E-1,-6.207918003E-2
2.101788642E2,3.187952936E-1,1.485166103E-1,5.726861767E-3
2.102788642E2,2.699260712E-1,3.763693571E-1,-7.101308554E-3
2.103788642E2,7.078400999E-2,8.071056753E-2,-3.436116967E-3
2.104788642E2,-5.077053905E-1,-1.673007160E-1,-2.141846269E-1
2.105788642E2,-2.358703464E-1,-4.971679449E-1,-1.518763751E-1
2.106788642E2,7.444920391E-2,-2.595413625E-1,-1.091158018E-1
2.107788642E2,1.526399553E-1,8.315403014E-2,-1.109483987E-1
2.108788644E2,-4.753295183E-1,-5.246568918E-1,-9.166796803E-1
2.109788644E2,-1.057560444E-1,3.989713490E-1,-4.640285075E-1
2.110788643E2,-1.491274834E-1,-2.283872366E-1,-2.044107765E-1
2.111788644E2,2.191479132E-2,3.184135258E-2,-1.256091595E-1
2.112788644E2,-7.643451542E-2,-1.923462003E-1,1.297325045E-1
2.113788644E2,-1.222494096E-1,4.368450046E-1,7.412086129E-1
2.114788644E2,-2.383138090E-1,1.840231568E-2,5.066363811E-1
2.115788644E2,-3.885866404E-1,-2.540435791E-1,3.050508201E-1
2.116788645E2,-3.611740842E-2,-2.619084716E-2,4.058435857E-1
2.117788645E2,2.192242593E-1,1.229366288E-2,2.616794109E-1
2.118788645E2,4.085924923E-1,-3.901901841E-2,4.650975168E-1
2.119788645E2,4.049273133E-1,-1.135445759E-1,7.841982692E-2
2.120788645E2,-2.694679201E-1,4.997641146E-1,-2.361757755E-1
2.121788645E2,-1.216385439E-1,2.566397488E-1,-5.879578181E-3
2.122788645E2,2.882520258E-1,2.847395539E-1,2.097558528E-1
2.123788645E2,1.361465901E-1,1.540143937E-1,2.293035388E-1
2.124788645E2,-2.059379518E-1,6.788240373E-2,-2.459496260E-1
2.125788645E2,-1.350775808E-1,-1.789071560E-1,2.140319049E-1
2.126788645E2,-2.328923717E-2,-2.974150181E-1,2.464077622E-1
2.127788645E2,2.595413625E-1,-6.834054738E-2,5.154175684E-2
2.128788645E2,8.422304690E-2,2.756529488E-2,1.175151989E-1
2.129788645E2,-2.658027411E-1,4.466952011E-2,-3.180317283E-1
2.130788645E2,-1.057560444E-1,2.248747647E-1,-4.011093974E-1
2.131788645E2,7.322747260E-2,2.994003296E-1,-3.962224722E-1
2.132788645E2,3.493385613E-1,1.711186320E-1,-1.915826052E-1
2.133788645E2,2.357176244E-1,2.285399586E-1,3.142138124E-1
2.134788645E2,-3.097850382E-1,-5.306891724E-2,-9.995282441E-2
2.135788645E2,8.361218125E-2,-3.420081735E-1,4.604396969E-2
2.136788645E2,-5.322163552E-2,-4.666246772E-1,7.170030475E-2
2.137788645E2,4.128685594E-1,-3.169626892E-1,8.452847600E-2
2.138788644E2,-5.574145354E-3,-9.216429293E-2,5.581781268E-2
2.139788644E2,-3.849214613E-1,2.108248621E-1,-8.287150860E-1
2.140788644E2,4.812854528E-1,3.580434024E-1,-1.555415690E-1
2.141788644E2,5.625305176E-1,3.336087763E-1,3.932445124E-2
2.142788644E2,1.184315011E-1,2.633592784E-1,-3.711769879E-1
2.143788644E2,-3.360522389E-1,3.183371425E-1,6.337726954E-3
2.144788644E2,-9.842566401E-2,1.454622895E-1,2.903900743E-1
2.145788644E2,-4.356232882E-1,-5.306891724E-2,-9.506590664E-2
2.146785748E2,2.528218627E-1,-9.094256163E-2,1.602757722E-1
2.147785748E2,3.151301146E-1,-2.424371392E-1,-6.940956414E-2
2.148785748E2,2.436588705E-1,1.417970955E-1,3.627012298E-2
2.149785748E2,-2.731331289E-1,-6.528622657E-2,-5.055673718E-1
2.150785748E2,1.905135959E-1,2.810743749E-1,-3.442989290E-1
2.151785748E2,1.141554415E-1,2.633592784E-1,-2.856558561E-1
2.152785748E2,2.069306001E-2,4.039346427E-2,-4.108832479E-1
2.153785748E2,-1.784490049E-1,8.833875060E-1,3.382666409E-2
2.154785748E2,-5.444336683E-2,-1.770745665E-1,-2.154063582E-1
2.155785748E2,-3.464369476E-1,-5.429828167E-1,1.611157134E-2
2.156785748E2,4.757113010E-2,-3.646101952E-1,2.769510448E-1
2.157785748E2,3.139083683E-1,-5.319872499E-1,4.421137273E-2
2.158785748E2,1.642463952E-1,8.628471754E-3,6.948592141E-3
2.159785748E2,-4.026365578E-1,4.894557595E-2,-3.504075706E-1
2.160785748E2,-1.485166103E-1,1.393536329E-1,-3.180317283E-1
2.161785748E2,8.666650951E-2,6.795875728E-3,-3.534618914E-1
2.162785748E2,4.434117973E-1,3.586542606E-1,3.504839167E-2
2.163785748E2,5.588653684E-1,6.903541088E-1,7.790822387E-1
2.164785748E2,-2.878702432E-2,-9.888381511E-2,7.393760085E-1
2.165785748E2,-5.327508450E-1,5.688682571E-2,3.545309305E-1
2.166785748E2,1.550834179E-1,-1.996765733E-1,4.970915988E-2
2.167785748E2,4.311945140E-1,1.473712362E-2,-2.880993187E-1
2.168785748E2,-2.071596831E-1,-1.397354249E-2,-2.520582676E-1
2.169785748E2,-2.205987126E-1,2.573269792E-2,-1.720349193E-1
2.170785748E2,-6.573673487E-1,3.659846485E-1,-5.965862870E-1
2.171785748E2,-4.344778880E-2,3.794236779E-1,-5.110651255E-1
2.172785748E2,4.513530433E-1,2.254856378E-1,-1.231657043E-1
2.173785748E2,7.732790709E-1,3.610977232E-1,2.067015320E-1
2.174785749E2,-1.595121920E-1,7.032585889E-2,9.918924421E-2
2.175785749E2,-3.256675303E-1,1.833359301E-1,9.552405030E-2
2.176785749E2,-4.589125142E-2,-5.245805159E-2,2.213622928E-1
2.177785749E2,2.399936765E-1,-3.920991421E-1,-7.673994452E-2
2.178785749E2,3.071888685E-1,-1.459204406E-1,2.409099787E-1
2.179785749E2,-1.949423701E-1,2.016618848E-1,-3.223077655E-1
2.180785749E2,-2.328160107E-1,2.444224507E-1,-1.530981064E-1
2.181785749E2,6.895141304E-2,2.596940994E-1,-1.323286891E-1
2.182785749E2,1.844049394E-1,-1.294270754E-1,-5.597052723E-2
2.183785749E2,2.833651304E-1,3.489567712E-2,-5.719225854E-2
2.184785416E2,-5.431355834E-1,9.964739531E-2,-7.918340713E-2
2.185785082E2,-4.356232882E-1,-3.811035454E-1,1.016327068E-1
2.186784749E2,1.556942761E-1,-2.638174295E-1,3.624721766E-1
2.187784416E2,7.567093521E-2,1.298088697E-3,-4.558581859E-2
2.188784083E2,5.245805159E-2,-8.849909902E-2,-5.841398984E-2
2.189783749E2,-1.301906556E-1,2.975677252E-1,-6.574437022E-2
2.190783416E2,-3.635411859E-1,4.772384837E-2,-3.375793993E-1
2.191783083E2,-1.039234474E-1,-8.727737516E-2,-2.386192381E-1
2.192782749E2,2.796999216E-1,-4.208098054E-1,-8.323038928E-3
2.193782416E2,3.560580909E-1,1.796707362E-1,1.266781837E-1
2.194782082E2,-3.024546504E-1,3.873649240E-1,-2.190715522E-1
2.195781747E2,-2.212095708E-1,-2.595413625E-1,-1.341612786E-1
2.196781412E2,4.146247730E-2,-4.030947089E-1,7.658722997E-2
2.197781079E2,2.680934966E-1,-2.387719452E-1,-4.680754989E-2
2.198780746E2,-3.489567712E-2,3.055089712E-1,-2.856558561E-1
2.199780412E2,-7.704538107E-2,-2.742021382E-1,-5.623778105E-1
2.200780079E2,-4.484514594E-1,1.979966909E-1,-7.490734756E-2
2.201779745E2,-1.332449764E-1,3.898083866E-1,-3.467423916E-1
2.202779412E2,2.369393557E-1,-2.253329158E-1,-1.152244583E-1
2.203779079E2,1.654681265E-1,3.165045679E-1,5.726861767E-3
2.204778744E2,-2.939025462E-1,-4.892266989E-1,8.758280426E-2
2.205778411E2,-3.592651188E-1,-3.762166202E-1,2.710714564E-2
2.206778078E2,1.196532324E-1,-1.098793894E-1,3.282637000E-1
2.207777744E2,1.489747614E-1,1.002582610E-1,9.552405030E-2
2.208777411E2,-6.788240373E-2,-1.954005212E-1,-3.284164369E-1
2.209777078E2,-2.175443918E-1,-7.683921456E-1,3.221550584E-1
2.210776744E2,-1.417970955E-1,-2.302198410E-1,-2.636647224E-1
2.211771905E2,-2.682462037E-1,4.637230933E-1,-4.004985392E-1
2.212771572E2,8.605564386E-2,4.789946973E-1,1.175151989E-1
2.213771238E2,3.377321362E-1,3.305544555E-1,2.299144119E-1
2.214771238E2,3.535382450E-2,2.303725630E-1,4.559345543E-1
2.215771238E2,-3.073415756E-1,-6.798166633E-1,2.512947023E-1
2.216771238E2,7.811439037E-2,9.598220140E-2,8.941540122E-2
2.217771238E2,4.000403881E-1,-2.619084716E-2,-3.703370690E-2
2.218771238E2,3.646101952E-1,2.145664208E-2,-6.269004941E-2
2.219771238E2,2.015091777E-1,-8.475755341E-3,-1.805870384E-1
2.220771238E2,-1.314123869E-1,-7.506006956E-2,2.466368489E-2
2.221771238E2,3.291800022E-1,-1.501964927E-1,6.681338698E-2
2.222771239E2,5.734497309E-2,6.414848566E-1,-2.435061634E-1
2.223771239E2,3.456733823E-1,1.589013189E-1,2.757292986E-1
2.224771238E2,-6.849326193E-2,8.376489580E-2,3.575852513E-1
2.225771241E2,7.139487565E-2,-2.534327209E-1,3.820198476E-1
2.226771241E2,-1.320232451E-1,-4.207334295E-2,-1.198823005E-2
2.227771241E2,3.548363447E-1,-1.263727546E-1,-8.323038928E-3
2.228771241E2,9.766208380E-2,6.795875728E-3,-3.003166318E-1
2.229771241E2,1.068250611E-1,2.878702432E-2,-5.658139288E-2
