"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.822415653E2,-8.760000229E0,8.279999733E0,-4.620000076E1
1.823415653E2,-8.579999924E0,1.146000004E1,-4.884000015E1
1.824415653E2,-1.109999943E1,1.121999931E1,-4.811999893E1
1.825415653E2,-1.169999981E1,9.840000153E0,-4.829999924E1
1.826415653E2,-1.289999962E1,6.779999733E0,-4.241999817E1
1.827415653E2,-1.451999950E1,7.619999886E0,-4.763999939E1
1.828415653E2,-1.307999992E1,8.939999580E0,-4.841999817E1
1.829415653E2,-1.403999996E1,6.359999657E0,-4.847999954E1
1.830415653E2,-1.223999977E1,6.599999905E0,-4.836000061E1
1.831415653E2,-1.019999981E1,5.219999790E0,-4.703999710E1
1.832415653E2,-9.059999466E0,5.339999676E0,-4.763999939E1
1.833415653E2,-9.719999313E0,6.000000000E0,-4.709999847E1
1.834415653E2,-9.659999847E0,6.299999714E0,-4.781999969E1
1.835415653E2,-9.659999847E0,5.519999981E0,-4.655999756E1
1.836415653E2,-8.399999619E0,6.059999943E0,-4.721999741E1
1.837415653E2,-8.880000114E0,5.279999733E0,-4.397999954E1
1.838415653E2,-7.019999981E0,8.939999580E0,-4.679999924E1
1.839415653E2,-7.739999771E0,7.619999886E0,-4.709999847E1
1.840415653E2,-7.559999943E0,8.340000153E0,-4.787999725E1
1.841415653E2,-6.539999962E0,7.379999638E0,-4.673999786E1
1.842415653E2,-6.480000019E0,6.960000038E0,-4.661999893E1
1.843415653E2,-7.319999695E0,7.379999638E0,-4.655999756E1
1.844415653E2,-8.279999733E0,8.939999580E0,-4.836000061E1
1.845415653E2,-9.059999466E0,8.699999809E0,-4.752000046E1
1.846415653E2,-9.899999619E0,7.500000000E0,-4.697999954E1
1.847415653E2,-1.026000023E1,6.059999943E0,-4.152000046E1
1.848415653E2,-9.960000038E0,8.159999847E0,-4.631999969E1
1.849415653E2,-9.779999733E0,7.919999599E0,-4.739999771E1
1.850415653E2,-1.038000011E1,8.460000038E0,-4.818000031E1
1.851415653E2,-9.119999886E0,7.379999638E0,-4.763999939E1
1.852415653E2,-7.079999924E0,6.960000038E0,-4.859999847E1
1.853415653E2,-6.299999714E0,6.779999733E0,-4.847999954E1
1.854415653E2,-6.899999619E0,7.799999714E0,-4.829999924E1
1.855415653E2,-7.199999809E0,7.919999599E0,-4.727999878E1
1.856415653E2,-6.239999771E0,8.880000114E0,-4.589999771E1
1.857415653E2,-6.779999733E0,8.699999809E0,-4.541999817E1
1.858415653E2,-7.259999752E0,8.460000038E0,-4.463999939E1
1.859415653E2,-6.480000019E0,8.519999504E0,-4.668000031E1
1.860415653E2,-4.739999771E0,8.939999580E0,-4.529999924E1
1.861415653E2,-4.019999981E0,9.179999352E0,-4.643999863E1
1.862415653E2,-5.460000038E0,8.399999619E0,-4.577999878E1
1.863415653E2,-4.799999714E0,7.619999886E0,-4.620000076E1
1.864415653E2,-4.019999981E0,8.220000267E0,-4.434000015E1
1.865415653E2,-5.039999962E0,8.159999847E0,-4.241999817E1
1.866415653E2,-7.139999866E0,6.659999847E0,-3.911999893E1
1.867415653E2,-5.219999790E0,1.121999931E1,-4.637999725E1
1.868415653E2,-4.799999714E0,1.097999954E1,-4.613999939E1
1.869415653E2,-6.359999657E0,8.699999809E0,-4.361999893E1
1.870415653E2,-6.899999619E0,8.519999504E0,-4.500000000E1
1.871415653E2,-6.359999657E0,1.007999992E1,-4.650000000E1
1.872415653E2,-6.659999847E0,1.043999958E1,-4.602000046E1
1.873415653E2,-6.299999714E0,1.067999935E1,-4.661999893E1
1.874415653E2,-5.639999866E0,1.019999981E1,-4.709999847E1
1.875415653E2,-5.940000057E0,7.679999828E0,-4.457999802E1
1.876415653E2,-6.359999657E0,6.179999828E0,-4.475999832E1
1.877415653E2,-6.179999828E0,7.019999981E0,-4.475999832E1
1.878415653E2,-5.219999790E0,8.880000114E0,-4.595999908E1
1.879415653E2,-4.920000076E0,1.026000023E1,-4.703999710E1
1.880415653E2,-4.920000076E0,9.840000153E0,-4.727999878E1
1.881415653E2,-7.859999657E0,6.899999619E0,-4.259999847E1
1.882415653E2,-7.019999981E0,8.039999962E0,-4.452000046E1
1.883415653E2,-7.079999924E0,7.980000019E0,-4.721999741E1
1.884415653E2,-7.019999981E0,7.919999599E0,-4.752000046E1
1.885415653E2,-7.019999981E0,7.440000057E0,-4.655999756E1
1.886415653E2,-7.139999866E0,8.880000114E0,-4.518000031E1
1.887415653E2,-6.359999657E0,8.939999580E0,-4.565999985E1
1.888415653E2,-7.139999866E0,9.000000000E0,-4.655999756E1
1.889415653E2,-7.739999771E0,8.819999695E0,-4.655999756E1
1.890415653E2,-8.279999733E0,8.880000114E0,-4.595999908E1
1.891415653E2,-7.139999866E0,1.031999969E1,-4.686000061E1
1.892415653E2,-5.699999809E0,1.013999939E1,-4.571999741E1
1.893415653E2,-6.659999847E0,1.026000023E1,-4.703999710E1
1.894415653E2,-6.779999733E0,1.007999992E1,-4.739999771E1
1.895415653E2,-6.480000019E0,9.659999847E0,-4.734000015E1
1.896415653E2,-6.420000076E0,9.539999962E0,-4.703999710E1
1.897415653E2,-7.259999752E0,7.980000019E0,-4.470000076E1
1.898415653E2,-6.839999676E0,9.239999771E0,-4.697999954E1
1.899415653E2,-7.079999924E0,8.699999809E0,-4.697999954E1
1.900415653E2,-5.699999809E0,9.899999619E0,-4.781999969E1
1.901415653E2,-6.359999657E0,9.420000076E0,-4.752000046E1
1.902415653E2,-6.539999962E0,9.420000076E0,-4.673999786E1
1.903415653E2,-6.659999847E0,9.899999619E0,-4.734000015E1
1.904415653E2,-6.659999847E0,1.019999981E1,-4.805999756E1
1.905415653E2,-6.480000019E0,1.055999947E1,-4.691999817E1
1.906415653E2,-7.980000019E0,8.760000229E0,-4.571999741E1
1.907415653E2,-7.500000000E0,8.579999924E0,-4.547999954E1
1.908415653E2,-6.960000038E0,1.019999981E1,-4.709999847E1
1.909415653E2,-7.500000000E0,9.840000153E0,-4.686000061E1
1.910415653E2,-7.440000057E0,1.050000000E1,-4.686000061E1
1.911415653E2,-6.839999676E0,1.031999969E1,-4.529999924E1
1.912415653E2,-7.139999866E0,9.960000038E0,-4.631999969E1
1.913415653E2,-6.960000038E0,1.097999954E1,-4.602000046E1
1.914415653E2,-6.480000019E0,1.067999935E1,-4.553999710E1
1.915415653E2,-6.599999905E0,1.026000023E1,-4.553999710E1
1.916415653E2,-7.679999828E0,9.960000038E0,-4.553999710E1
1.917415653E2,-7.559999943E0,9.239999771E0,-4.529999924E1
1.918415653E2,-6.779999733E0,1.001999950E1,-4.643999863E1
1.919415653E2,-6.539999962E0,1.061999989E1,-4.709999847E1
1.920415653E2,-6.779999733E0,1.001999950E1,-4.613999939E1
1.921415653E2,-6.239999771E0,1.085999966E1,-4.661999893E1
1.922415653E2,-7.679999828E0,9.359999657E0,-4.595999908E1
1.923415653E2,-6.839999676E0,9.960000038E0,-4.650000000E1
1.924415653E2,-7.019999981E0,1.026000023E1,-4.703999710E1
1.925415653E2,-7.440000057E0,1.007999992E1,-4.620000076E1
1.926415653E2,-8.639999390E0,8.939999580E0,-4.481999969E1
1.927415653E2,-8.099999428E0,8.939999580E0,-4.553999710E1
1.928415653E2,-7.019999981E0,9.899999619E0,-4.686000061E1
1.929415653E2,-9.059999466E0,7.799999714E0,-4.121999741E1
1.930415653E2,-7.500000000E0,9.599999428E0,-4.631999969E1
1.931415653E2,-7.139999866E0,1.055999947E1,-4.709999847E1
1.932415653E2,-7.440000057E0,1.061999989E1,-4.661999893E1
1.933415653E2,-6.239999771E0,1.169999981E1,-4.625999832E1
1.934415653E2,-4.859999657E0,1.385999966E1,-4.518000031E1
1.935415653E2,8.399999738E-1,1.763999939E1,-4.595999908E1
1.936415653E2,4.440000057E0,1.613999939E1,-4.320000076E1
1.937415653E2,9.119999886E0,1.710000038E1,-4.470000076E1
1.938415653E2,1.073999977E1,1.673999977E1,-4.481999969E1
1.939415653E2,1.296000004E1,1.644000053E1,-4.518000031E1
1.940415653E2,1.355999947E1,1.710000038E1,-4.487999725E1
1.941415653E2,1.350000000E1,1.769999886E1,-4.541999817E1
1.942415653E2,1.265999985E1,1.703999901E1,-4.439999771E1
1.943415653E2,1.284000015E1,1.752000046E1,-4.536000061E1
1.944415653E2,1.277999973E1,1.829999924E1,-4.493999863E1
1.945415653E2,1.073999977E1,1.577999973E1,-4.445999908E1
1.946415653E2,1.296000004E1,1.721999931E1,-4.505999756E1
1.947415653E2,1.265999985E1,1.583999920E1,-4.355999756E1
1.948415653E2,1.350000000E1,1.596000004E1,-4.223999786E1
1.949415653E2,1.331999969E1,1.679999924E1,-4.427999878E1
1.950415653E2,1.392000008E1,1.559999943E1,-4.505999756E1
1.951415653E2,1.361999989E1,1.619999886E1,-4.595999908E1
1.952415653E2,1.277999973E1,1.692000008E1,-4.559999847E1
1.953415653E2,1.223999977E1,1.619999886E1,-4.500000000E1
1.954415653E2,1.277999973E1,1.511999989E1,-4.559999847E1
1.955415653E2,1.385999966E1,1.602000046E1,-4.536000061E1
1.956415653E2,1.350000000E1,1.421999931E1,-4.427999878E1
1.957415653E2,1.097999954E1,7.019999981E0,-3.600000000E1
1.958415653E2,1.361999989E1,1.247999954E1,-4.673999786E1
1.959415653E2,1.409999943E1,1.242000008E1,-4.523999786E1
1.960415653E2,1.517999935E1,1.325999928E1,-4.686000061E1
1.961415653E2,1.385999966E1,1.134000015E1,-4.643999863E1
1.962415653E2,1.325999928E1,1.242000008E1,-4.721999741E1
1.963415653E2,1.223999977E1,1.277999973E1,-4.577999878E1
1.964415653E2,1.163999939E1,1.175999928E1,-4.415999985E1
1.965415653E2,1.223999977E1,1.277999973E1,-4.565999985E1
1.966415653E2,1.277999973E1,1.247999954E1,-4.452000046E1
1.967415653E2,1.313999939E1,1.223999977E1,-4.559999847E1
1.968415653E2,1.529999924E1,1.026000023E1,-4.487999725E1
1.969415653E2,1.517999935E1,1.247999954E1,-4.547999954E1
1.970415653E2,1.529999924E1,1.301999950E1,-4.470000076E1
1.971415653E2,1.439999962E1,1.529999924E1,-4.505999756E1
1.972415653E2,1.289999962E1,1.350000000E1,-4.523999786E1
1.973415653E2,1.109999943E1,1.026000023E1,-4.427999878E1
1.974415653E2,9.000000000E0,1.151999950E1,-4.404000092E1
1.975415653E2,1.205999947E1,1.488000011E1,-4.481999969E1
1.976415653E2,1.092000008E1,1.217999935E1,-4.397999954E1
1.977415653E2,1.055999947E1,1.001999950E1,-4.361999893E1
1.978415653E2,1.157999992E1,8.819999695E0,-4.607999802E1
1.979415653E2,1.181999969E1,9.059999466E0,-4.620000076E1
1.980415653E2,1.121999931E1,9.000000000E0,-4.193999863E1
1.981415653E2,1.247999954E1,9.599999428E0,-4.427999878E1
1.982415653E2,1.247999954E1,8.819999695E0,-4.511999893E1
1.983415653E2,1.031999969E1,8.279999733E0,-4.547999954E1
1.984415653E2,1.038000011E1,8.880000114E0,-4.481999969E1
1.985415653E2,9.719999313E0,9.899999619E0,-4.553999710E1
1.986415653E2,1.109999943E1,1.163999939E1,-4.481999969E1
1.987415653E2,9.479999542E0,8.819999695E0,-4.373999786E1
1.988415653E2,9.840000153E0,8.279999733E0,-4.559999847E1
1.989415653E2,1.050000000E1,6.960000038E0,-4.271999741E1
1.990415653E2,1.007999992E1,8.819999695E0,-4.445999908E1
1.991415653E2,1.085999966E1,1.080000019E1,-4.463999939E1
1.992415653E2,9.960000038E0,1.026000023E1,-4.500000000E1
1.993415653E2,2.519999981E0,2.460000038E0,-2.892000008E1
1.994415653E2,8.159999847E0,7.379999638E0,-4.127999878E1
1.995415653E2,6.239999771E0,5.519999981E0,-3.702000046E1
1.996415653E2,8.579999924E0,1.031999969E1,-4.157999802E1
1.997415653E2,7.079999924E0,9.659999847E0,-3.768000031E1
1.998415653E2,9.479999542E0,1.073999977E1,-4.409999847E1
1.999415653E2,9.659999847E0,8.579999924E0,-4.350000000E1
2.000415653E2,1.092000008E1,9.659999847E0,-4.079999924E1
2.001415653E2,9.779999733E0,9.719999313E0,-4.205999756E1
2.002415653E2,8.819999695E0,7.980000019E0,-3.881999969E1
2.003415653E2,5.579999924E0,5.159999847E0,-3.209999847E1
2.004415653E2,8.760000229E0,8.579999924E0,-3.959999847E1
2.005415653E2,8.639999390E0,9.719999313E0,-4.145999908E1
2.006415653E2,7.319999695E0,8.519999504E0,-3.870000076E1
2.007415653E2,8.639999390E0,1.139999962E1,-4.145999908E1
2.008415653E2,9.359999657E0,1.067999935E1,-4.079999924E1
2.009415653E2,1.115999985E1,1.157999992E1,-4.170000076E1
2.010415653E2,1.097999954E1,9.300000191E0,-4.145999908E1
2.011415653E2,1.115999985E1,1.026000023E1,-4.320000076E1
2.012415653E2,1.169999981E1,1.067999935E1,-4.391999817E1
2.013415653E2,1.151999950E1,1.115999985E1,-4.373999786E1
2.014415653E2,9.300000191E0,9.359999657E0,-4.236000061E1
2.015415653E2,1.169999981E1,9.479999542E0,-4.157999802E1
2.016415653E2,9.119999886E0,8.579999924E0,-3.995999908E1
2.017415653E2,1.085999966E1,1.007999992E1,-4.241999817E1
2.018415653E2,1.127999973E1,9.960000038E0,-4.307999802E1
2.019415653E2,1.205999947E1,8.880000114E0,-4.277999878E1
2.020415653E2,1.421999931E1,8.639999390E0,-4.295999908E1
2.021415653E2,1.523999977E1,7.980000019E0,-4.091999817E1
2.022415653E2,1.523999977E1,1.151999950E1,-4.139999771E1
2.023415653E2,1.427999973E1,1.242000008E1,-4.337999725E1
2.024415653E2,1.392000008E1,1.146000004E1,-4.368000031E1
2.025415653E2,1.434000015E1,1.026000023E1,-4.097999954E1
2.026415653E2,1.073999977E1,8.939999580E0,-3.552000046E1
2.027415653E2,8.699999809E0,7.799999714E0,-4.097999954E1
2.028415653E2,9.840000153E0,8.099999428E0,-4.320000076E1
2.029415653E2,1.134000015E1,6.899999619E0,-4.415999985E1
2.030415653E2,1.415999985E1,5.940000057E0,-4.302000046E1
2.031415653E2,1.361999989E1,4.139999866E0,-4.302000046E1
2.032415653E2,1.403999996E1,7.379999638E0,-4.584000015E1
2.033415653E2,1.338000011E1,8.819999695E0,-4.470000076E1
2.034415653E2,1.265999985E1,7.259999752E0,-4.091999817E1
2.035415653E2,1.092000008E1,7.379999638E0,-3.821999741E1
2.036415653E2,8.819999695E0,5.219999790E0,-3.557999802E1
2.037415653E2,1.109999943E1,8.220000267E0,-3.900000000E1
2.038415653E2,7.619999886E0,4.980000019E0,-3.288000107E1
2.039415653E2,1.193999958E1,9.119999886E0,-4.073999786E1
2.040415653E2,1.319999981E1,9.239999771E0,-4.307999802E1
2.041415653E2,1.457999992E1,7.500000000E0,-4.043999863E1
2.042415653E2,1.392000008E1,8.159999847E0,-4.091999817E1
2.043415653E2,1.475999928E1,1.007999992E1,-4.163999939E1
2.044415653E2,1.409999943E1,8.519999504E0,-4.313999939E1
2.045415653E2,1.319999981E1,9.059999466E0,-4.325999832E1
2.046415653E2,1.307999992E1,7.259999752E0,-4.013999939E1
2.047415653E2,1.307999992E1,9.779999733E0,-4.175999832E1
2.048415653E2,1.235999966E1,9.899999619E0,-4.050000000E1
2.049415653E2,1.392000008E1,1.230000019E1,-4.397999954E1
2.050415653E2,1.259999943E1,9.420000076E0,-4.205999756E1
2.051415653E2,1.547999954E1,9.899999619E0,-4.409999847E1
2.052415653E2,1.602000046E1,9.479999542E0,-4.289999771E1
2.053415653E2,1.427999973E1,1.073999977E1,-4.421999741E1
2.054415653E2,1.331999969E1,1.085999966E1,-4.409999847E1
2.055415653E2,1.247999954E1,1.055999947E1,-4.397999954E1
2.056415653E2,1.205999947E1,8.460000038E0,-4.415999985E1
2.057415653E2,1.121999931E1,8.579999924E0,-4.170000076E1
2.058415653E2,1.265999985E1,1.013999939E1,-4.295999908E1
2.059415653E2,1.181999969E1,1.103999996E1,-4.379999924E1
2.060415653E2,1.325999928E1,1.211999989E1,-4.577999878E1
2.061415653E2,1.409999943E1,9.599999428E0,-4.302000046E1
2.062415653E2,1.655999947E1,9.179999352E0,-4.463999939E1
2.063415653E2,1.488000011E1,9.119999886E0,-4.434000015E1
2.064415653E2,1.463999939E1,1.050000000E1,-4.536000061E1
2.065415653E2,1.367999935E1,1.050000000E1,-4.386000061E1
2.066415653E2,1.253999996E1,9.479999542E0,-4.331999969E1
2.067415653E2,1.230000019E1,7.319999695E0,-4.223999786E1
2.068415653E2,1.169999981E1,1.031999969E1,-4.500000000E1
2.069415653E2,1.217999935E1,1.139999962E1,-4.343999863E1
2.070415653E2,1.193999958E1,1.038000011E1,-4.295999908E1
2.071415653E2,1.397999954E1,1.050000000E1,-4.500000000E1
2.072415653E2,1.529999924E1,8.220000267E0,-4.361999893E1
2.073415653E2,1.451999950E1,8.279999733E0,-4.391999817E1
2.074415653E2,1.350000000E1,1.055999947E1,-4.331999969E1
2.075415653E2,1.403999996E1,1.061999989E1,-4.421999741E1
2.076415653E2,1.247999954E1,8.939999580E0,-4.391999817E1
2.077415653E2,1.247999954E1,8.579999924E0,-4.241999817E1
2.078415653E2,1.139999962E1,1.055999947E1,-4.391999817E1
2.079415653E2,1.247999954E1,1.200000000E1,-4.463999939E1
2.080415653E2,1.284000015E1,1.259999943E1,-4.505999756E1
2.081415653E2,1.313999939E1,1.200000000E1,-4.559999847E1
2.082415653E2,1.463999939E1,1.139999962E1,-4.218000031E1
2.083415653E2,1.697999954E1,1.031999969E1,-4.361999893E1
2.084415653E2,1.488000011E1,8.819999695E0,-4.277999878E1
2.085415653E2,1.602000046E1,1.151999950E1,-4.379999924E1
2.086415653E2,1.457999992E1,1.026000023E1,-4.284000015E1
2.087415653E2,1.379999924E1,9.359999657E0,-4.331999969E1
2.088415653E2,1.355999947E1,9.599999428E0,-4.404000092E1
2.089415653E2,1.319999981E1,1.109999943E1,-4.409999847E1
2.090415653E2,1.259999943E1,1.217999935E1,-4.421999741E1
2.091415653E2,1.373999977E1,1.296000004E1,-4.404000092E1
2.092415653E2,1.403999996E1,1.175999928E1,-4.337999725E1
2.093415653E2,1.571999931E1,1.043999958E1,-4.007999802E1
2.094415653E2,1.434000015E1,1.109999943E1,-4.247999954E1
2.095415653E2,1.457999992E1,1.188000011E1,-4.320000076E1
2.096415653E2,1.289999962E1,1.109999943E1,-4.259999847E1
2.097415653E2,1.313999939E1,1.103999996E1,-4.265999985E1
2.098415653E2,1.338000011E1,8.399999619E0,-4.127999878E1
2.099415653E2,1.115999985E1,9.719999313E0,-4.170000076E1
2.100415653E2,1.163999939E1,1.127999973E1,-4.223999786E1
2.101415653E2,1.361999989E1,1.235999966E1,-4.409999847E1
2.102415653E2,1.373999977E1,1.217999935E1,-4.343999863E1
2.103415653E2,1.565999985E1,9.599999428E0,-4.373999786E1
2.104415653E2,1.727999878E1,9.119999886E0,-4.247999954E1
2.105415653E2,1.673999977E1,1.181999969E1,-4.409999847E1
2.106415653E2,1.446000004E1,1.223999977E1,-4.109999847E1
2.107415653E2,1.409999943E1,1.169999981E1,-4.302000046E1
2.108415653E2,1.488000011E1,1.080000019E1,-4.277999878E1
2.109415653E2,1.253999996E1,1.073999977E1,-4.320000076E1
2.110415653E2,1.415999985E1,1.223999977E1,-4.373999786E1
2.111415653E2,1.385999966E1,1.379999924E1,-4.259999847E1
2.112415653E2,1.296000004E1,1.301999950E1,-4.139999771E1
2.113415653E2,1.469999981E1,1.361999989E1,-4.061999893E1
2.114415653E2,1.517999935E1,1.175999928E1,-4.068000031E1
2.115415653E2,1.644000053E1,1.121999931E1,-4.007999802E1
2.116415653E2,1.421999931E1,1.026000023E1,-3.275999832E1
2.117415653E2,1.284000015E1,9.359999657E0,-3.071999931E1
2.118415653E2,1.511999989E1,1.103999996E1,-4.025999832E1
2.119415653E2,1.469999981E1,1.121999931E1,-4.152000046E1
2.120415653E2,1.350000000E1,1.230000019E1,-4.211999893E1
2.121415653E2,1.523999977E1,1.367999935E1,-4.337999725E1
2.122415653E2,1.505999947E1,1.350000000E1,-4.265999985E1
2.123415653E2,1.529999924E1,1.277999973E1,-4.121999741E1
2.124415653E2,1.679999924E1,1.277999973E1,-4.043999863E1
2.125415653E2,1.350000000E1,9.719999313E0,-3.420000076E1
2.126415653E2,1.446000004E1,1.193999958E1,-3.923999786E1
2.127415653E2,1.134000015E1,9.300000191E0,-3.365999985E1
2.128415653E2,8.880000114E0,7.319999695E0,-2.700000000E1
2.129415653E2,1.397999954E1,1.211999989E1,-4.037999725E1
2.130415653E2,1.319999981E1,1.319999981E1,-3.995999908E1
2.131415653E2,1.284000015E1,1.427999973E1,-4.229999924E1
2.132415653E2,1.284000015E1,1.397999954E1,-4.152000046E1
2.133415653E2,1.350000000E1,1.319999981E1,-4.002000046E1
2.134415653E2,1.493999958E1,1.109999943E1,-3.959999847E1
2.135415653E2,1.529999924E1,1.247999954E1,-3.893999863E1
2.136415653E2,1.415999985E1,1.146000004E1,-3.270000076E1
2.137415653E2,1.379999924E1,1.439999962E1,-3.959999847E1
2.138415653E2,1.446000004E1,1.446000004E1,-4.229999924E1
2.139415653E2,1.338000011E1,1.373999977E1,-4.175999832E1
2.140415653E2,1.121999931E1,1.589999962E1,-4.145999908E1
2.141415653E2,1.038000011E1,1.427999973E1,-4.241999817E1
2.142415653E2,9.659999847E0,1.188000011E1,-4.109999847E1
2.143415653E2,1.157999992E1,1.181999969E1,-4.145999908E1
2.144415653E2,1.109999943E1,1.247999954E1,-4.109999847E1
2.145415653E2,1.139999962E1,1.296000004E1,-4.121999741E1
2.146415653E2,9.420000076E0,1.415999985E1,-4.104000092E1
2.147415653E2,8.760000229E0,1.230000019E1,-4.121999741E1
2.148415653E2,7.919999599E0,1.115999985E1,-4.241999817E1
2.149415653E2,7.739999771E0,1.031999969E1,-4.187999725E1
2.150415653E2,6.059999943E0,1.188000011E1,-4.086000061E1
2.151415653E2,8.340000153E0,1.217999935E1,-4.391999817E1
2.152415653E2,7.079999924E0,9.659999847E0,-4.295999908E1
2.153415653E2,9.239999771E0,1.085999966E1,-4.187999725E1
2.154415653E2,1.271999931E1,1.061999989E1,-4.211999893E1
2.155415653E2,1.301999950E1,1.134000015E1,-4.254000092E1
2.156415653E2,1.151999950E1,1.230000019E1,-4.218000031E1
2.157415653E2,1.115999985E1,1.211999989E1,-4.355999756E1
2.158415653E2,9.779999733E0,1.109999943E1,-4.127999878E1
2.159415653E2,1.121999931E1,1.067999935E1,-4.229999924E1
2.160415653E2,9.300000191E0,1.373999977E1,-4.284000015E1
2.161415653E2,1.050000000E1,1.613999939E1,-4.175999832E1
2.162415653E2,9.000000000E0,1.523999977E1,-4.086000061E1
2.163415653E2,9.899999619E0,1.277999973E1,-4.170000076E1
2.164415653E2,1.259999943E1,1.067999935E1,-4.139999771E1
2.165415653E2,1.121999931E1,9.599999428E0,-4.127999878E1
2.166415653E2,1.073999977E1,1.146000004E1,-4.205999756E1
2.167415653E2,9.239999771E0,1.080000019E1,-4.307999802E1
2.168415653E2,9.420000076E0,9.179999352E0,-4.337999725E1
2.169415653E2,9.119999886E0,7.500000000E0,-4.295999908E1
2.170415653E2,7.859999657E0,1.073999977E1,-4.404000092E1
2.171415653E2,7.379999638E0,1.343999958E1,-4.127999878E1
2.172415653E2,7.440000057E0,1.271999931E1,-4.368000031E1
2.173415653E2,8.159999847E0,9.659999847E0,-4.284000015E1
2.174415653E2,1.061999989E1,8.819999695E0,-4.295999908E1
2.175415653E2,1.115999985E1,8.880000114E0,-4.265999985E1
2.176415653E2,1.007999992E1,9.179999352E0,-4.361999893E1
2.177415653E2,1.080000019E1,9.420000076E0,-4.073999786E1
2.178415653E2,1.115999985E1,8.639999390E0,-4.409999847E1
2.179415653E2,1.115999985E1,7.440000057E0,-4.434000015E1
2.180415653E2,1.097999954E1,7.559999943E0,-4.241999817E1
2.181415653E2,1.169999981E1,8.939999580E0,-4.211999893E1
2.182415653E2,1.230000019E1,9.899999619E0,-4.200000000E1
2.183415653E2,1.193999958E1,9.179999352E0,-4.343999863E1
2.184415653E2,1.289999962E1,7.500000000E0,-4.470000076E1
2.185415653E2,1.307999992E1,8.639999390E0,-4.421999741E1
2.186415653E2,1.073999977E1,8.399999619E0,-4.325999832E1
2.187415653E2,1.265999985E1,1.055999947E1,-4.559999847E1
2.188415653E2,1.200000000E1,9.300000191E0,-4.571999741E1
2.189415653E2,1.139999962E1,9.539999962E0,-4.584000015E1
2.190415653E2,1.085999966E1,8.039999962E0,-4.487999725E1
2.191415653E2,1.188000011E1,1.115999985E1,-4.637999725E1
2.192415653E2,1.115999985E1,1.134000015E1,-4.518000031E1
2.193415653E2,1.073999977E1,1.061999989E1,-4.631999969E1
2.194415653E2,1.175999928E1,7.319999695E0,-4.553999710E1
2.195415653E2,1.265999985E1,8.220000267E0,-4.313999939E1
2.196415653E2,1.217999935E1,1.026000023E1,-4.368000031E1
2.197415653E2,1.038000011E1,1.007999992E1,-4.320000076E1
2.198415653E2,9.059999466E0,8.099999428E0,-4.337999725E1
2.199415653E2,9.420000076E0,7.199999809E0,-4.355999756E1
2.200415653E2,9.059999466E0,7.259999752E0,-4.265999985E1
2.201415653E2,8.760000229E0,9.059999466E0,-4.343999863E1
2.202415653E2,9.359999657E0,1.031999969E1,-4.175999832E1
2.203415653E2,7.799999714E0,7.739999771E0,-4.068000031E1
2.204415653E2,9.000000000E0,6.420000076E0,-3.989999771E1
2.205415653E2,9.840000153E0,6.299999714E0,-3.989999771E1
2.206415653E2,1.001999950E1,7.919999599E0,-3.947999954E1
2.207415653E2,1.055999947E1,8.279999733E0,-4.091999817E1
2.208415653E2,1.073999977E1,9.119999886E0,-4.104000092E1
2.209415653E2,9.659999847E0,8.819999695E0,-4.223999786E1
2.210415653E2,7.919999599E0,8.399999619E0,-3.971999741E1
2.211415653E2,3.659999847E0,6.539999962E0,-3.455999756E1
2.212415653E2,1.001999950E1,1.247999954E1,-4.397999954E1
2.213415653E2,1.157999992E1,1.265999985E1,-4.307999802E1
2.214415653E2,1.151999950E1,9.599999428E0,-3.588000107E1
2.215415653E2,1.301999950E1,9.899999619E0,-4.031999969E1
2.216415653E2,1.284000015E1,1.097999954E1,-4.068000031E1
2.217415653E2,9.000000000E0,7.019999981E0,-3.234000015E1
2.218415653E2,1.092000008E1,7.319999695E0,-3.689999771E1
2.219415653E2,1.080000019E1,8.039999962E0,-4.061999893E1
2.220415653E2,1.175999928E1,8.039999962E0,-4.127999878E1
2.221415653E2,1.127999973E1,9.119999886E0,-4.170000076E1
2.222415653E2,1.013999939E1,8.340000153E0,-3.804000092E1
2.223415653E2,1.019999981E1,5.279999733E0,-3.750000000E1
2.224415653E2,1.157999992E1,4.799999714E0,-3.750000000E1
2.225415653E2,1.080000019E1,4.559999943E0,-2.885999870E1
2.226415653E2,1.073999977E1,4.980000019E0,-3.071999931E1
2.227415653E2,5.339999676E0,5.999999866E-2,-1.488000011E1
2.228415653E2,1.175999928E1,5.039999962E0,-3.119999886E1
2.229415653E2,1.235999966E1,8.340000153E0,-4.127999878E1
2.230415653E2,1.127999973E1,8.099999428E0,-4.097999954E1
2.231415653E2,1.055999947E1,1.019999981E1,-4.139999771E1
2.232415653E2,1.001999950E1,9.539999962E0,-3.965999985E1
2.233415653E2,1.169999981E1,1.050000000E1,-4.145999908E1
2.234415653E2,1.085999966E1,7.379999638E0,-4.002000046E1
2.235415653E2,1.271999931E1,6.960000038E0,-4.121999741E1
2.236415653E2,1.151999950E1,5.279999733E0,-3.702000046E1
2.237415653E2,1.055999947E1,7.199999809E0,-3.695999908E1
2.238415653E2,1.121999931E1,8.340000153E0,-3.965999985E1
2.239415653E2,9.719999313E0,7.079999924E0,-3.881999969E1
2.240415653E2,1.019999981E1,8.340000153E0,-3.941999817E1
