"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
9.454156530E1,-9.899999619E0,-1.403999996E1,-3.900000000E1
9.464156530E1,-1.217999935E1,-1.409999943E1,-3.959999847E1
9.474156531E1,-8.639999390E0,-1.175999928E1,-4.020000076E1
9.484156530E1,-7.619999886E0,-1.242000008E1,-4.013999939E1
9.494156531E1,-6.899999619E0,-1.205999947E1,-4.139999771E1
9.504156530E1,-6.420000076E0,-1.415999985E1,-3.911999893E1
9.514156530E1,-6.599999905E0,-1.271999931E1,-4.055999756E1
9.524156531E1,-6.059999943E0,-1.038000011E1,-4.247999954E1
9.534156530E1,-6.599999905E0,-1.080000019E1,-4.068000031E1
9.544156531E1,-7.079999924E0,-1.175999928E1,-4.121999741E1
9.554156530E1,-7.379999638E0,-1.350000000E1,-3.954000092E1
9.564156530E1,-7.799999714E0,-1.392000008E1,-3.887999725E1
9.574156531E1,-7.500000000E0,-1.289999962E1,-3.545999908E1
9.584156530E1,-5.940000057E0,-1.061999989E1,-4.109999847E1
9.594156531E1,-5.940000057E0,-1.157999992E1,-4.025999832E1
9.604156530E1,-5.879999638E0,-1.211999989E1,-3.923999786E1
9.614156530E1,-5.940000057E0,-1.313999939E1,-4.025999832E1
9.624156531E1,-6.480000019E0,-1.253999996E1,-3.977999878E1
9.634156530E1,-6.599999905E0,-1.200000000E1,-3.984000015E1
9.644156531E1,-7.859999657E0,-1.175999928E1,-3.995999908E1
9.654156530E1,-8.279999733E0,-1.385999966E1,-3.779999924E1
9.664156530E1,-1.085999966E1,-1.685999870E1,-3.197999954E1
9.674156531E1,-7.500000000E0,-1.253999996E1,-3.965999985E1
9.684156530E1,-6.659999847E0,-1.151999950E1,-3.929999924E1
9.694156531E1,-6.480000019E0,-1.223999977E1,-3.977999878E1
9.704156530E1,-6.359999657E0,-1.434000015E1,-3.918000031E1
9.714156530E1,-6.119999886E0,-1.451999950E1,-3.702000046E1
9.724156531E1,-6.899999619E0,-1.289999962E1,-3.947999954E1
9.734156530E1,-6.659999847E0,-1.080000019E1,-4.061999893E1
9.744156531E1,-7.739999771E0,-1.103999996E1,-3.959999847E1
9.754156530E1,-8.099999428E0,-1.277999973E1,-3.768000031E1
9.764156530E1,-7.859999657E0,-1.392000008E1,-3.755999756E1
9.774156531E1,-9.359999657E0,-1.463999939E1,-3.713999939E1
9.784156530E1,-6.480000019E0,-1.277999973E1,-3.977999878E1
9.794156531E1,-5.219999790E0,-1.325999928E1,-3.965999985E1
9.804156530E1,-4.380000114E0,-1.409999943E1,-3.965999985E1
9.814156530E1,-4.019999981E0,-1.553999996E1,-3.863999939E1
9.824156531E1,-4.679999828E0,-1.439999962E1,-3.671999741E1
9.834156530E1,-3.539999962E0,-1.217999935E1,-3.984000015E1
9.844156531E1,-5.099999905E0,-1.277999973E1,-3.941999817E1
9.854156530E1,-4.259999752E0,-1.392000008E1,-3.965999985E1
9.864156530E1,-6.899999619E0,-1.542000008E1,-3.720000076E1
9.874156531E1,-8.099999428E0,-1.392000008E1,-3.821999741E1
9.884156530E1,-6.359999657E0,-1.151999950E1,-4.073999786E1
9.894156531E1,-6.179999828E0,-1.296000004E1,-3.995999908E1
9.904156530E1,-5.400000095E0,-1.343999958E1,-4.134000015E1
9.914156530E1,-4.559999943E0,-1.602000046E1,-3.954000092E1
9.924156531E1,-5.219999790E0,-1.535999966E1,-3.954000092E1
9.934156530E1,-6.719999790E0,-1.403999996E1,-4.055999756E1
9.944156531E1,-9.119999886E0,-1.553999996E1,-4.068000031E1
9.954156530E1,-9.479999542E0,-1.542000008E1,-3.936000061E1
9.964156530E1,-9.960000038E0,-1.734000015E1,-3.911999893E1
9.974156531E1,-1.103999996E1,-2.093999863E1,-3.395999908E1
9.984156530E1,-7.919999599E0,-1.421999931E1,-3.954000092E1
9.994156531E1,-7.500000000E0,-1.446000004E1,-4.037999725E1
1.000415653E2,-6.000000000E0,-1.457999992E1,-4.134000015E1
1.001415653E2,-5.579999924E0,-1.565999985E1,-3.984000015E1
1.002415653E2,-7.500000000E0,-1.884000015E1,-3.300000000E1
1.003415653E2,-6.659999847E0,-1.463999939E1,-3.923999786E1
1.004415653E2,-7.500000000E0,-1.475999928E1,-3.959999847E1
1.005415653E2,-8.699999809E0,-1.505999947E1,-3.929999924E1
1.006415653E2,-1.103999996E1,-1.721999931E1,-3.786000061E1
1.007415653E2,-1.013999939E1,-1.877999878E1,-3.521999741E1
1.008415653E2,-8.699999809E0,-1.631999969E1,-3.971999741E1
1.009415653E2,-9.779999733E0,-1.842000008E1,-3.557999802E1
1.010415653E2,-5.579999924E0,-1.446000004E1,-3.971999741E1
1.011415653E2,-4.980000019E0,-1.727999878E1,-3.738000107E1
1.012415653E2,-8.159999847E0,-2.171999931E1,-2.777999878E1
1.013415653E2,-4.799999714E0,-1.397999954E1,-4.163999939E1
1.014415653E2,-5.819999695E0,-1.331999969E1,-4.218000031E1
1.015415653E2,-7.919999599E0,-1.427999973E1,-4.073999786E1
1.016415653E2,-8.220000267E0,-1.392000008E1,-4.055999756E1
1.017415653E2,-9.000000000E0,-1.800000000E1,-3.521999741E1
1.018415653E2,-7.559999943E0,-1.571999931E1,-3.995999908E1
1.019415653E2,-6.839999676E0,-1.392000008E1,-4.121999741E1
1.020415653E2,-6.659999847E0,-1.434000015E1,-4.002000046E1
1.021415653E2,-4.019999981E0,-1.469999981E1,-4.152000046E1
1.022415653E2,-3.059999943E0,-1.469999981E1,-3.689999771E1
1.023415653E2,-4.799999714E0,-1.259999943E1,-4.061999893E1
1.024415653E2,-6.420000076E0,-1.325999928E1,-4.068000031E1
1.025415653E2,-7.559999943E0,-1.361999989E1,-3.929999924E1
1.026415653E2,-7.199999809E0,-1.409999943E1,-3.954000092E1
1.027415653E2,-1.061999989E1,-1.853999901E1,-3.318000031E1
1.028415653E2,-7.440000057E0,-1.289999962E1,-3.900000000E1
1.029415653E2,-7.079999924E0,-1.253999996E1,-4.002000046E1
1.030415653E2,-5.579999924E0,-1.193999958E1,-3.875999832E1
1.031415653E2,-7.440000057E0,-1.607999992E1,-3.354000092E1
1.032415653E2,-5.400000095E0,-1.325999928E1,-3.827999878E1
1.033415653E2,-6.779999733E0,-1.193999958E1,-3.827999878E1
1.034415653E2,-5.279999733E0,-9.899999619E0,-3.725999832E1
1.035415653E2,-6.119999886E0,-1.007999992E1,-3.893999863E1
1.036415653E2,-6.659999847E0,-1.109999943E1,-3.773999786E1
1.037415653E2,-6.779999733E0,-1.235999966E1,-3.527999878E1
1.038415653E2,-5.219999790E0,-1.092000008E1,-3.623999786E1
1.039415653E2,-5.759999752E0,-1.080000019E1,-3.684000015E1
1.040415653E2,-4.380000114E0,-1.026000023E1,-3.761999893E1
1.041415653E2,-4.440000057E0,-1.188000011E1,-3.707999802E1
1.042415653E2,-4.920000076E0,-1.253999996E1,-3.809999847E1
1.043415653E2,-5.400000095E0,-1.289999962E1,-3.539999771E1
1.044415653E2,-6.359999657E0,-9.659999847E0,-3.989999771E1
1.045415653E2,-7.619999886E0,-1.038000011E1,-3.791999817E1
1.046415653E2,-9.599999428E0,-1.031999969E1,-3.995999908E1
1.047415653E2,-9.659999847E0,-1.043999958E1,-3.755999756E1
1.048415653E2,-1.019999981E1,-8.460000038E0,-3.954000092E1
1.049415653E2,-8.279999733E0,-7.019999981E0,-4.104000092E1
1.050415653E2,-8.220000267E0,-7.619999886E0,-4.050000000E1
1.051415653E2,-8.220000267E0,-7.859999657E0,-3.947999954E1
1.052415653E2,-9.599999428E0,-1.200000000E1,-3.071999931E1
1.053415653E2,-8.460000038E0,-1.050000000E1,-3.665999985E1
1.054415653E2,-7.679999828E0,-5.940000057E0,-4.061999893E1
1.055415653E2,-7.199999809E0,-5.699999809E0,-4.086000061E1
1.056415653E2,-9.840000153E0,-5.879999638E0,-3.971999741E1
1.057415653E2,-9.599999428E0,-7.440000057E0,-3.863999939E1
1.058415653E2,-9.779999733E0,-8.039999962E0,-4.079999924E1
1.059415653E2,-9.960000038E0,-8.699999809E0,-3.995999908E1
1.060415653E2,-1.001999950E1,-9.359999657E0,-3.852000046E1
1.061415653E2,-8.279999733E0,-9.300000191E0,-4.205999756E1
1.062415653E2,-6.659999847E0,-8.760000229E0,-4.145999908E1
1.063415653E2,-4.739999771E0,-6.239999771E0,-4.163999939E1
1.064415653E2,-6.239999771E0,-7.379999638E0,-4.241999817E1
1.065415653E2,-5.639999866E0,-6.480000019E0,-4.361999893E1
1.066415653E2,-7.379999638E0,-8.340000153E0,-4.187999725E1
1.067415653E2,-7.259999752E0,-9.659999847E0,-4.152000046E1
1.068415653E2,-7.379999638E0,-1.080000019E1,-4.157999802E1
1.069415653E2,-8.220000267E0,-9.779999733E0,-4.157999802E1
1.070415653E2,-7.139999866E0,-9.359999657E0,-4.523999786E1
1.071415653E2,-6.480000019E0,-1.163999939E1,-4.115999985E1
1.072415653E2,-6.899999619E0,-1.338000011E1,-4.289999771E1
1.073415653E2,-6.239999771E0,-1.355999947E1,-4.205999756E1
1.074415653E2,-7.440000057E0,-1.265999985E1,-4.181999969E1
1.075415653E2,-6.899999619E0,-1.103999996E1,-4.386000061E1
1.076415653E2,-9.539999962E0,-1.325999928E1,-4.175999832E1
1.077415653E2,-9.719999313E0,-1.488000011E1,-4.043999863E1
1.078415653E2,-1.019999981E1,-1.542000008E1,-4.134000015E1
1.079415653E2,-8.939999580E0,-1.421999931E1,-4.181999969E1
1.080415653E2,-7.440000057E0,-1.277999973E1,-4.229999924E1
1.081415653E2,-8.340000153E0,-1.439999962E1,-4.247999954E1
1.082415653E2,-8.639999390E0,-1.583999920E1,-4.157999802E1
1.083415653E2,-8.399999619E0,-1.703999901E1,-3.977999878E1
1.084415653E2,-1.067999935E1,-1.739999962E1,-4.013999939E1
1.085415653E2,-1.265999985E1,-1.757999992E1,-3.611999893E1
1.086415653E2,-1.092000008E1,-1.673999977E1,-3.984000015E1
1.087415653E2,-1.026000023E1,-1.721999931E1,-4.050000000E1
1.088415653E2,-1.007999992E1,-1.673999977E1,-4.175999832E1
1.089415653E2,-1.092000008E1,-1.757999992E1,-4.241999817E1
1.090415653E2,-1.013999939E1,-1.781999969E1,-4.320000076E1
1.091415653E2,-9.300000191E0,-1.865999985E1,-4.200000000E1
1.092415653E2,-8.639999390E0,-1.889999962E1,-4.193999863E1
1.093415653E2,-8.760000229E0,-2.021999931E1,-4.050000000E1
1.094415653E2,-1.001999950E1,-1.884000015E1,-4.115999985E1
1.095415653E2,-9.420000076E0,-1.661999893E1,-4.415999985E1
1.096415653E2,-9.960000038E0,-1.650000000E1,-4.259999847E1
1.097415653E2,-1.055999947E1,-1.805999947E1,-4.157999802E1
1.098415653E2,-9.960000038E0,-1.842000008E1,-4.086000061E1
1.099415653E2,-9.479999542E0,-1.613999939E1,-4.205999756E1
1.100415653E2,-8.460000038E0,-1.517999935E1,-4.434000015E1
1.101415653E2,-7.319999695E0,-1.607999992E1,-4.452000046E1
1.102415653E2,-7.259999752E0,-1.781999969E1,-4.439999771E1
1.103415653E2,-6.539999962E0,-1.943999863E1,-4.079999924E1
1.104415653E2,-7.379999638E0,-1.692000008E1,-4.134000015E1
1.105415653E2,-8.220000267E0,-1.517999935E1,-4.427999878E1
1.106415653E2,-8.220000267E0,-1.488000011E1,-4.409999847E1
1.107415653E2,-1.013999939E1,-1.602000046E1,-4.457999802E1
1.108415653E2,-1.007999992E1,-1.673999977E1,-4.157999802E1
1.109415653E2,-9.719999313E0,-1.637999916E1,-4.200000000E1
1.110415653E2,-7.139999866E0,-1.331999969E1,-4.565999985E1
1.111415653E2,-7.440000057E0,-1.421999931E1,-4.368000031E1
1.112415653E2,-7.440000057E0,-1.451999950E1,-4.421999741E1
1.113415653E2,-7.139999866E0,-1.692000008E1,-4.350000000E1
1.114415653E2,-6.059999943E0,-1.463999939E1,-4.415999985E1
1.115415653E2,-7.079999924E0,-1.481999969E1,-4.487999725E1
1.116415653E2,-9.359999657E0,-1.692000008E1,-4.193999863E1
1.117415653E2,-9.359999657E0,-1.596000004E1,-4.373999786E1
1.118415653E2,-1.050000000E1,-1.673999977E1,-4.350000000E1
1.119415653E2,-1.157999992E1,-1.565999985E1,-4.211999893E1
1.120415653E2,-1.001999950E1,-1.277999973E1,-4.547999954E1
1.121415653E2,-9.359999657E0,-1.511999989E1,-4.350000000E1
1.122415653E2,-8.639999390E0,-1.697999954E1,-4.434000015E1
1.123415653E2,-8.220000267E0,-1.818000031E1,-4.236000061E1
1.124415653E2,-7.859999657E0,-1.661999893E1,-4.289999771E1
1.125415653E2,-8.159999847E0,-1.451999950E1,-4.487999725E1
1.126415653E2,-1.031999969E1,-1.602000046E1,-4.157999802E1
1.127415653E2,-9.719999313E0,-1.577999973E1,-4.193999863E1
1.128415653E2,-9.119999886E0,-1.655999947E1,-4.397999954E1
1.129415653E2,-8.340000153E0,-1.745999908E1,-4.139999771E1
1.130415653E2,-7.319999695E0,-1.355999947E1,-4.511999893E1
1.131415653E2,-7.019999981E0,-1.451999950E1,-4.445999908E1
1.132415653E2,-7.199999809E0,-1.583999920E1,-4.355999756E1
1.133415653E2,-7.319999695E0,-1.583999920E1,-4.350000000E1
1.134415653E2,-7.019999981E0,-1.703999901E1,-4.163999939E1
1.135415653E2,-8.340000153E0,-1.517999935E1,-4.481999969E1
1.136415653E2,-9.359999657E0,-1.710000038E1,-4.097999954E1
1.137415653E2,-9.359999657E0,-1.781999969E1,-3.971999741E1
1.138415653E2,-9.000000000E0,-1.602000046E1,-4.404000092E1
1.139415653E2,-9.420000076E0,-1.781999969E1,-4.020000076E1
1.140415653E2,-7.859999657E0,-1.343999958E1,-4.415999985E1
1.141415653E2,-6.659999847E0,-1.284000015E1,-4.595999908E1
1.142415653E2,-4.859999657E0,-1.373999977E1,-4.584000015E1
1.143415653E2,-3.959999800E0,-1.403999996E1,-4.571999741E1
1.144415653E2,-3.959999800E0,-1.553999996E1,-4.379999924E1
1.145415653E2,-4.139999866E0,-1.463999939E1,-4.620000076E1
1.146415653E2,-5.819999695E0,-1.331999969E1,-4.589999771E1
1.147415653E2,-9.059999466E0,-1.644000053E1,-3.989999771E1
1.148415653E2,-1.050000000E1,-1.602000046E1,-3.845999908E1
1.149415653E2,-9.000000000E0,-1.644000053E1,-4.241999817E1
1.150415653E2,-7.919999599E0,-1.409999943E1,-4.565999985E1
1.151415653E2,-7.019999981E0,-1.379999924E1,-4.589999771E1
1.152415653E2,-5.579999924E0,-1.392000008E1,-4.505999756E1
1.153415653E2,-4.859999657E0,-1.511999989E1,-4.553999710E1
1.154415653E2,-4.859999657E0,-1.469999981E1,-4.331999969E1
1.155415653E2,-6.659999847E0,-1.446000004E1,-4.404000092E1
1.156415653E2,-6.059999943E0,-1.277999973E1,-4.620000076E1
1.157415653E2,-6.539999962E0,-1.451999950E1,-4.307999802E1
1.158415653E2,-7.500000000E0,-1.421999931E1,-4.584000015E1
1.159415653E2,-6.480000019E0,-1.602000046E1,-4.386000061E1
1.160415653E2,-7.559999943E0,-1.451999950E1,-4.307999802E1
1.161415653E2,-6.179999828E0,-1.307999992E1,-4.589999771E1
1.162415653E2,-6.059999943E0,-1.277999973E1,-4.553999710E1
1.163415653E2,-6.480000019E0,-1.392000008E1,-4.637999725E1
1.164415653E2,-6.539999962E0,-1.626000023E1,-4.463999939E1
1.165415653E2,-6.899999619E0,-1.571999931E1,-4.565999985E1
1.166415653E2,-6.119999886E0,-1.313999939E1,-4.565999985E1
1.167415653E2,-7.440000057E0,-1.409999943E1,-4.452000046E1
1.168415653E2,-8.220000267E0,-1.481999969E1,-4.518000031E1
1.169415653E2,-8.279999733E0,-1.559999943E1,-4.518000031E1
1.170415653E2,-9.300000191E0,-1.523999977E1,-4.427999878E1
1.171415653E2,-7.440000057E0,-1.259999943E1,-4.661999893E1
1.172415653E2,-6.659999847E0,-1.373999977E1,-4.668000031E1
1.173415653E2,-7.079999924E0,-1.589999962E1,-4.523999786E1
1.174415653E2,-7.619999886E0,-2.034000015E1,-3.750000000E1
1.175415653E2,-6.539999962E0,-1.884000015E1,-4.050000000E1
1.176415653E2,-6.779999733E0,-1.727999878E1,-4.373999786E1
1.177415653E2,-7.799999714E0,-1.727999878E1,-4.307999802E1
1.178415653E2,-9.179999352E0,-1.673999977E1,-4.415999985E1
1.179415653E2,-9.239999771E0,-1.805999947E1,-4.247999954E1
1.180415653E2,-9.359999657E0,-1.907999992E1,-3.665999985E1
1.181415653E2,-6.839999676E0,-1.637999916E1,-4.284000015E1
1.182415653E2,-6.960000038E0,-1.679999924E1,-4.463999939E1
1.183415653E2,-6.420000076E0,-1.752000046E1,-4.320000076E1
1.184415653E2,-6.179999828E0,-1.835999870E1,-4.373999786E1
1.185415653E2,-6.839999676E0,-1.757999992E1,-4.284000015E1
1.186415653E2,-8.939999580E0,-1.829999924E1,-4.218000031E1
1.187415653E2,-8.579999924E0,-1.583999920E1,-4.223999786E1
1.188415653E2,-8.399999619E0,-1.577999973E1,-4.355999756E1
1.189415653E2,-9.300000191E0,-1.710000038E1,-4.559999847E1
1.190415653E2,-7.980000019E0,-1.644000053E1,-4.613999939E1
1.191415653E2,-7.980000019E0,-1.673999977E1,-4.487999725E1
1.192415653E2,-6.000000000E0,-1.511999989E1,-4.595999908E1
1.193415653E2,-6.539999962E0,-1.542000008E1,-4.602000046E1
1.194415653E2,-4.859999657E0,-1.469999981E1,-4.643999863E1
1.195415653E2,-4.139999866E0,-1.517999935E1,-4.373999786E1
1.196415653E2,-6.359999657E0,-1.505999947E1,-4.427999878E1
1.197415653E2,-6.960000038E0,-1.446000004E1,-4.553999710E1
1.198415653E2,-6.299999714E0,-1.355999947E1,-4.661999893E1
1.199415653E2,-6.599999905E0,-1.451999950E1,-4.673999786E1
1.200415653E2,-9.000000000E0,-1.488000011E1,-4.368000031E1
1.201415653E2,-1.169999981E1,-1.787999916E1,-3.695999908E1
1.202415653E2,-7.440000057E0,-1.463999939E1,-4.397999954E1
1.203415653E2,-6.779999733E0,-1.500000000E1,-4.439999771E1
1.204415653E2,-6.359999657E0,-1.571999931E1,-4.404000092E1
1.205415653E2,-8.220000267E0,-1.961999893E1,-3.318000031E1
1.206415653E2,-7.559999943E0,-1.818000031E1,-3.929999924E1
1.207415653E2,-6.659999847E0,-1.668000031E1,-4.121999741E1
1.208415653E2,-7.559999943E0,-1.607999992E1,-4.445999908E1
1.209415653E2,-7.319999695E0,-1.547999954E1,-4.368000031E1
1.210415653E2,-7.019999981E0,-1.547999954E1,-4.325999832E1
1.211415653E2,-6.119999886E0,-1.607999992E1,-4.505999756E1
1.212415653E2,-4.799999714E0,-1.439999962E1,-4.505999756E1
1.213415653E2,-5.759999752E0,-1.553999996E1,-4.481999969E1
1.214415653E2,-4.019999981E0,-1.668000031E1,-4.518000031E1
1.215415653E2,-4.440000057E0,-1.800000000E1,-4.229999924E1
1.216415653E2,-7.799999714E0,-2.027999878E1,-4.200000000E1
1.217415653E2,-6.179999828E0,-1.800000000E1,-4.121999741E1
1.218415653E2,-6.000000000E0,-1.553999996E1,-4.452000046E1
1.219415653E2,-6.899999619E0,-1.776000023E1,-4.331999969E1
1.220415653E2,-6.059999943E0,-1.805999947E1,-4.355999756E1
1.221415653E2,-8.340000153E0,-1.877999878E1,-4.307999802E1
1.222415653E2,-5.159999847E0,-1.517999935E1,-4.577999878E1
1.223415653E2,-4.440000057E0,-1.517999935E1,-4.589999771E1
1.224415653E2,-4.199999809E0,-1.553999996E1,-4.457999802E1
1.225415653E2,-4.139999866E0,-1.715999985E1,-4.271999741E1
1.226415653E2,-5.279999733E0,-1.650000000E1,-4.434000015E1
1.227415653E2,-5.579999924E0,-1.589999962E1,-4.379999924E1
1.228415653E2,-5.940000057E0,-1.446000004E1,-4.536000061E1
1.229415653E2,-6.239999771E0,-1.457999992E1,-4.577999878E1
1.230415653E2,-5.339999676E0,-1.650000000E1,-4.523999786E1
1.231415653E2,-6.420000076E0,-1.685999870E1,-4.434000015E1
1.232415653E2,-5.039999962E0,-1.505999947E1,-4.511999893E1
1.233415653E2,-4.739999771E0,-1.355999947E1,-4.679999924E1
1.234415653E2,-4.559999943E0,-1.523999977E1,-4.571999741E1
1.235415653E2,-5.579999924E0,-1.710000038E1,-4.487999725E1
1.236415653E2,-5.519999981E0,-1.727999878E1,-4.350000000E1
1.237415653E2,-5.940000057E0,-1.650000000E1,-4.355999756E1
1.238415653E2,-5.400000095E0,-1.481999969E1,-4.500000000E1
1.239415653E2,-5.879999638E0,-1.488000011E1,-4.434000015E1
1.240415653E2,-1.199999928E0,-1.446000004E1,-4.536000061E1
1.241415653E2,-2.939999819E0,-1.739999962E1,-4.487999725E1
1.242415653E2,-5.219999790E0,-1.829999924E1,-4.079999924E1
1.243415653E2,-2.939999819E0,-1.355999947E1,-4.643999863E1
1.244415653E2,-4.079999924E0,-1.421999931E1,-4.697999954E1
1.245415653E2,-3.899999857E0,-1.481999969E1,-4.631999969E1
1.246415653E2,-3.720000029E0,-1.469999981E1,-4.463999939E1
1.247415653E2,-5.639999866E0,-1.529999924E1,-4.391999817E1
1.248415653E2,-5.159999847E0,-1.230000019E1,-4.734000015E1
1.249415653E2,-6.119999886E0,-1.373999977E1,-4.686000061E1
1.250415653E2,-6.119999886E0,-1.350000000E1,-4.721999741E1
1.251415653E2,-6.539999962E0,-1.457999992E1,-4.518000031E1
1.252415653E2,-6.839999676E0,-1.331999969E1,-4.715999985E1
1.253415653E2,-5.159999847E0,-1.193999958E1,-4.668000031E1
1.254415653E2,-4.859999657E0,-1.301999950E1,-4.841999817E1
1.255415653E2,-5.759999752E0,-1.517999935E1,-4.607999802E1
1.256415653E2,-5.579999924E0,-1.553999996E1,-4.493999863E1
1.257415653E2,-6.899999619E0,-1.607999992E1,-4.241999817E1
1.258415653E2,-5.879999638E0,-1.355999947E1,-4.637999725E1
1.259415653E2,-6.239999771E0,-1.284000015E1,-4.757999802E1
1.260415653E2,-7.259999752E0,-1.493999958E1,-4.679999924E1
1.261415653E2,-7.679999828E0,-1.511999989E1,-4.602000046E1
1.262415653E2,-8.399999619E0,-1.655999947E1,-4.013999939E1
1.263415653E2,-7.919999599E0,-1.889999962E1,-3.575999832E1
1.264415653E2,-5.400000095E0,-1.752000046E1,-3.971999741E1
1.265415653E2,-4.559999943E0,-1.697999954E1,-4.505999756E1
1.266415653E2,-4.679999828E0,-1.794000053E1,-4.721999741E1
1.267415653E2,-4.199999809E0,-1.781999969E1,-4.691999817E1
1.268415653E2,-5.219999790E0,-1.752000046E1,-4.697999954E1
1.269415653E2,-4.859999657E0,-1.535999966E1,-4.752000046E1
1.270415653E2,-6.480000019E0,-1.679999924E1,-4.805999756E1
1.271415653E2,-6.420000076E0,-1.734000015E1,-4.643999863E1
1.272415653E2,-5.279999733E0,-1.668000031E1,-4.770000076E1
1.273415653E2,-5.759999752E0,-1.823999977E1,-4.481999969E1
1.274415653E2,-5.460000038E0,-1.692000008E1,-4.745999908E1
1.275415653E2,-5.279999733E0,-1.631999969E1,-4.547999954E1
1.276415653E2,-5.940000057E0,-1.685999870E1,-4.205999756E1
1.277415653E2,-6.000000000E0,-1.835999870E1,-4.320000076E1
1.278415653E2,-4.380000114E0,-1.727999878E1,-4.284000015E1
1.279415653E2,-3.539999962E0,-1.481999969E1,-4.595999908E1
1.280415653E2,-3.539999962E0,-1.535999966E1,-4.595999908E1
1.281415653E2,-4.739999771E0,-1.583999920E1,-4.523999786E1
1.282415653E2,-3.959999800E0,-1.607999992E1,-4.625999832E1
1.283415653E2,-4.920000076E0,-1.865999985E1,-3.995999908E1
1.284415653E2,-5.519999981E0,-1.727999878E1,-4.523999786E1
1.285415653E2,-4.980000019E0,-1.721999931E1,-4.518000031E1
1.286415653E2,-4.079999924E0,-1.877999878E1,-4.295999908E1
1.287415653E2,-3.539999962E0,-1.673999977E1,-4.505999756E1
1.288415653E2,-4.259999752E0,-1.829999924E1,-4.181999969E1
1.289415653E2,-5.699999809E0,-2.052000046E1,-3.809999847E1
1.290415653E2,-6.059999943E0,-2.021999931E1,-3.947999954E1
1.291415653E2,-3.899999857E0,-1.602000046E1,-4.289999771E1
1.292415653E2,-4.920000076E0,-1.565999985E1,-4.511999893E1
1.293415653E2,-4.859999657E0,-1.583999920E1,-4.493999863E1
1.294415653E2,-6.299999714E0,-1.505999947E1,-4.518000031E1
1.295415653E2,-7.259999752E0,-1.673999977E1,-4.541999817E1
1.296415653E2,-6.599999905E0,-1.631999969E1,-4.386000061E1
1.297415653E2,-8.639999390E0,-1.763999939E1,-4.175999832E1
1.298415653E2,-5.879999638E0,-1.583999920E1,-4.511999893E1
1.299415653E2,-6.299999714E0,-1.553999996E1,-4.404000092E1
1.300415653E2,-7.259999752E0,-1.769999886E1,-3.852000046E1
1.301415653E2,-6.059999943E0,-1.577999973E1,-4.295999908E1
1.302415653E2,-6.659999847E0,-1.469999981E1,-4.571999741E1
1.303415653E2,-6.779999733E0,-1.571999931E1,-4.404000092E1
1.304415653E2,-7.739999771E0,-1.673999977E1,-4.007999802E1
1.305415653E2,-6.239999771E0,-1.475999928E1,-4.518000031E1
1.306415653E2,-6.599999905E0,-1.427999973E1,-4.637999725E1
1.307415653E2,-7.079999924E0,-1.655999947E1,-4.241999817E1
1.308415653E2,-5.879999638E0,-1.385999966E1,-4.661999893E1
1.309415653E2,-6.119999886E0,-1.457999992E1,-4.607999802E1
1.310415653E2,-5.819999695E0,-1.463999939E1,-4.655999756E1
1.311415653E2,-6.899999619E0,-1.427999973E1,-4.613999939E1
1.312415653E2,-6.420000076E0,-1.427999973E1,-4.602000046E1
1.313415653E2,-7.139999866E0,-1.511999989E1,-4.337999725E1
1.314415653E2,-5.879999638E0,-1.451999950E1,-4.536000061E1
1.315415653E2,-5.940000057E0,-1.451999950E1,-4.631999969E1
1.316415653E2,-6.239999771E0,-1.511999989E1,-4.445999908E1
1.317415653E2,-5.699999809E0,-1.481999969E1,-4.553999710E1
1.318415653E2,-7.139999866E0,-1.511999989E1,-4.613999939E1
1.319415653E2,-6.359999657E0,-1.517999935E1,-4.559999847E1
1.320415653E2,-7.139999866E0,-1.523999977E1,-4.553999710E1
1.321415653E2,-6.719999790E0,-1.469999981E1,-4.607999802E1
1.322415653E2,-6.239999771E0,-1.475999928E1,-4.536000061E1
1.323415653E2,-6.359999657E0,-1.415999985E1,-4.643999863E1
1.324415653E2,-6.420000076E0,-1.475999928E1,-4.625999832E1
1.325415653E2,-5.819999695E0,-1.446000004E1,-4.470000076E1
1.326415653E2,-7.259999752E0,-1.577999973E1,-4.343999863E1
1.327415653E2,-6.719999790E0,-1.523999977E1,-4.493999863E1
1.328415653E2,-6.299999714E0,-1.469999981E1,-4.668000031E1
1.329415653E2,-6.059999943E0,-1.463999939E1,-4.589999771E1
1.330415653E2,-5.699999809E0,-1.434000015E1,-4.511999893E1
1.331415653E2,-6.359999657E0,-1.493999958E1,-4.523999786E1
1.332415653E2,-5.940000057E0,-1.505999947E1,-4.559999847E1
1.333415653E2,-6.480000019E0,-1.553999996E1,-4.500000000E1
1.334415653E2,-6.719999790E0,-1.668000031E1,-4.505999756E1
1.335415653E2,-6.000000000E0,-1.602000046E1,-4.313999939E1
1.336415653E2,-6.480000019E0,-1.697999954E1,-3.827999878E1
1.337415653E2,-6.899999619E0,-1.673999977E1,-4.247999954E1
1.338415653E2,-5.339999676E0,-1.451999950E1,-4.343999863E1
1.339415653E2,-7.500000000E0,-1.853999901E1,-3.641999817E1
1.340415653E2,-7.500000000E0,-1.685999870E1,-4.302000046E1
1.341415653E2,-7.919999599E0,-1.787999916E1,-4.079999924E1
1.342415653E2,-5.879999638E0,-1.577999973E1,-4.511999893E1
